IDN4,obec,populace,centroid-lat,centroid-lon
519839,Sveržov,617,49.3393814,21.1637274
519847,Šarišské Čierne,300,49.3417166,21.3843072
519855,Šašová,164,49.2571762,21.4535056
519863,Šiba,633,49.2260641,21.2020116
519871,Tarnov,404,49.3196719,21.1647347
519880,Tročany,284,49.1891068,21.3310166
519901,Varadka,248,49.4195514,21.385495
519910,Vyšná Polianka - Вышня Полянка,109,49.4294647,21.3567131
519928,Vyšná Voľa,393,49.2467623,21.361476
519936,Raslavice,2792,49.141853,21.3220503
519944,Vyšný Kručov,151,49.1631349,21.4368265
519952,Vyšný Tvarožec - Вышнїй Тварожець,121,49.3890276,21.1957624
519961,Zborov,3533,49.3662203,21.3044113
519979,Zlaté,764,49.3436074,21.2119633
519987,Železník,462,49.0864356,21.5069597
519995,Želmanovce,327,49.1177805,21.4280833
520004,Humenné,31359,48.9388858,21.9065015
520012,Adidovce,227,49.0214932,22.0549488
520021,Baškovce (HE),403,49.0312574,21.8427687
520039,Belá nad Cirochou,3369,48.9696116,22.1069148
520055,Brekov,1332,48.9044756,21.8412008
520063,Brestov (HE),595,48.9745682,21.8921922
520071,Brestov nad Laborcom,106,49.1127588,21.9514178
520080,Brezovec - Березовець,39,48.9398845,22.3930039
520098,Čabalovce - Чабалівцї,322,49.2287319,21.9683319
520101,Čabiny - Грабова Розтока,320,49.1897684,21.9043428
520110,Černina,154,49.0539137,21.8237117
520128,Čertižné - Чертижне,323,49.3615802,21.8227733
520136,Čukalovce - nan,162,49.096789,22.1597444
520152,Dedačov,159,49.0350386,21.9818919
520161,Dlhé nad Cirochou,1893,48.9651277,22.0658884
520179,Dúbrava (SV),212,48.8803357,22.3531959
520187,Habura - nan,467,49.3371923,21.8686741
520195,Hankovce (HE),503,49.0297605,21.9408691
520209,Hostovice,252,49.1283513,22.1576912
520217,Hrabová Roztoka - nan,57,48.8760194,22.2886053
520225,Hrabovec nad Laborcom,501,49.0916033,21.9215921
520233,Hrubov,478,49.0932552,21.8693784
520241,Hudcovce,395,48.9118777,21.7925726
520250,Rokytov pri Humennom,280,49.1096119,22.0020028
520268,Chlmec,588,48.8834788,21.9410079
520276,Jabloň,392,49.0634955,21.9893282
520284,Jalová - Ялова,64,49.0393606,22.2326323
520292,Jankovce,267,49.0585437,21.803164
520314,Kalinov - Калинів,261,49.3324676,21.9333946
520322,Kalná Roztoka - Кална Розтока,539,48.9856386,22.3196841
520331,Kamenica nad Cirochou,2275,48.9365231,22.006355
520349,Kamienka (HE),526,48.9077863,21.9976369
520357,Karná,458,48.986972,21.7995829
520365,Klenová - Кленова,508,48.9473485,22.3329205
520373,Kochanovce (HE),737,48.9554464,21.9493129
520381,Kolbasov,68,49.0062129,22.377564
520390,Kolonica - Колоніця,538,48.9505692,22.251488
520403,Koškovce,574,49.0534959,21.9441914
520411,Krásny Brod - Красный Брід,467,49.2396091,21.9053847
520438,Ladomirov - Ладомирів,267,48.9221195,22.2895965
520446,Lieskovec (HE),434,48.9530913,21.8157611
520454,Ľubiša,818,49.0035253,21.9349167
520462,Lukačovce,465,49.024855,21.7881062
520471,Medzilaborce - Меджілабірцї,5965,49.2965271,21.9273813
520489,Michajlov,82,48.9089863,22.3357496
520497,Modra nad Cirochou,984,48.938195,22.0468268
520501,Myslina,583,48.9493918,21.8557853
520519,Ňagov - Няґів,390,49.2581173,21.9446208
520527,Nechválova Polianka - Нехвалёва Полянка,74,49.0772762,22.1050436
520535,Nižná Jablonka,147,49.1311798,22.0818853
520543,Nižné Ladičkovce,328,49.0168955,21.903712
520551,Nová Sedlica,251,49.0604567,22.523287
520560,Ohradzany,631,49.0046083,21.8388331
520578,Oľka - Олька,260,49.1524674,21.8462827
520586,Oľšinkov - Вільшинків,20,49.2048614,22.039851
520594,Osadné - Осадне,150,49.1610824,22.1698024
520616,Palota - Палота,193,49.2671528,22.0038796
520624,Papín,908,49.0987514,22.0613276
520632,Parihuzovce,20,49.1161344,22.2029814
520641,Pčoliné - Пчолине,551,49.0643879,22.1798793
520659,Pichne,559,49.0439881,22.1240828
520667,Porúbka (HE),257,48.8599838,21.9577052
520675,Príslop - Присліп,47,49.0413827,22.3182649
520683,Ptičie,638,48.9039558,21.9556483
520691,Radvaň nad Laborcom,526,49.1265833,21.9124387
520705,Repejov - Репеїв,119,49.2001009,21.8242039
520713,Roškovce - Рошківцї,141,49.2458731,21.8478139
520721,Rovné (HE),464,48.9741494,22.014804
520730,Runina - Рунина,77,49.0749796,22.4106096
520748,Ruská Volová,85,48.9545559,22.3690249
520764,Ruský Potok - Руськый Потік,129,49.0304218,22.4118807
520772,Slovenská Volová,561,48.9797338,21.8477797
520781,Slovenské Krivé,119,49.0727937,22.0171205
520802,Snina,18712,48.9905256,22.1586745
520811,Stakčínska Roztoka - Стащіньска Ростока,302,49.0115311,22.2936355
520829,Stakčín,2393,49.0757228,22.2778109
520845,Strihovce - Стриговець,142,48.8976434,22.2653662
520853,Sukov - Суків,153,49.221101,21.8687231
520861,Svetlice - Светліцї,89,49.1762029,22.0565372
520870,Šmigovec,81,48.8938266,22.315147
520888,Topoľa - Тополя,159,49.0499593,22.3596499
520896,Topoľovka,795,48.9273285,21.8052326
520900,Turcovce,301,49.0566906,21.8540401
520918,Ubľa,792,48.9062269,22.3908208
520926,Udavské,1231,48.9748647,21.9666165
520934,Ulič,825,48.9653593,22.4178557
520942,Uličské Krivé - Уліцьке Криве,245,48.998443,22.4448257
520951,Valentovce,42,49.1817763,21.9568131
520977,Veľopolie,362,48.9955567,21.9548416
520985,Víťazovce,300,49.0124554,21.8046988
520993,Volica - Воліця,264,49.1561608,21.9218435
521001,Výrava - Вырава,189,49.2054992,22.0054456
521019,Vyšná Jablonka - Вышня Яблінка,51,49.1708486,22.1129041
521027,Vyšné Ladičkovce,185,49.0524948,21.8939878
521035,Vyšný Hrušov,486,48.9973833,22.0151604
521043,Závadka (HE),538,48.9279395,21.8421453
521051,Zboj - Збой,285,49.0442661,22.4751186
521060,Zbojné - Збійне,162,49.1484426,21.9976473
521078,Zbudská Belá - Збудьска Біла,116,49.1644624,21.9578937
521086,Zbudské Dlhé,769,49.0789584,21.9538119
521108,Zemplínske Hámre,1270,48.9511086,22.1652322
521116,Zubné,354,49.0512096,22.0565488
521141,Bačkovík,579,48.7843314,21.433555
521159,Baška,713,48.709804,21.1779602
521167,Belža,411,48.5849983,21.2717182
521175,Beniakovce,785,48.7650496,21.3120809
521183,Bidovce,1629,48.7440727,21.4354146
521191,Blažice,651,48.6716666,21.4188773
521205,Bohdanovce,1127,48.655313,21.4036319
521213,Boliarov,980,48.8084865,21.4316258
521221,Budimír,1288,48.7994475,21.29543
521248,Bukovec (KS),851,48.7119722,21.1421899
521256,Bunetice,89,48.8644459,21.3940492
521264,Buzica - Buzita,1212,48.5260477,21.091417
521272,Cestice - Szeszta,831,48.5851643,21.0968249
521281,Čakanovce (KS),688,48.7721272,21.4351829
521299,Čaňa,5864,48.607581,21.3162458
521302,Čečejovce,2113,48.594474,21.0619438
521311,Čižatice,414,48.7914397,21.3872866
521329,Debraď - Debrőd,409,48.6532372,20.9768726
521337,Drienovec,2366,48.6178633,20.9417114
521345,Družstevná pri Hornáde,2764,48.8073449,21.2535707
521353,Ďurďošík,667,48.7388929,21.4053202
521361,Ďurkov,1926,48.7099022,21.443212
521370,Geča,1822,48.6236965,21.3094911
521388,Gyňov,669,48.5860334,21.3076352
521396,Hačava,203,48.6730185,20.8253541
521400,Haniska (KS),1494,48.6219457,21.2529217
521418,Herľany,286,48.799165,21.4896762
521426,Hodkovce,339,48.6797703,21.0941781
521442,Hrašovík,383,48.7442651,21.323722
521469,Hýľov,512,48.7327537,21.0808644
521477,Chrastné,632,48.7962405,21.3587728
521485,Janík - Jánok,614,48.5451741,20.9738246
521493,Jasov,3535,48.7000096,20.9519583
521507,Kalša,724,48.6128479,21.5210476
521523,Kecerovce,3794,48.8241437,21.4066696
521540,Kecerovský Lipovec,113,48.851024,21.4599522
521558,Kokšov-Bakša,1251,48.6420646,21.3213343
521566,Komárovce - Komaróc,405,48.5696154,21.1119334
521574,Košická Belá,986,48.8101557,21.0977632
521582,Košická Polianka,1030,48.694261,21.3547104
521591,Košické Oľšany,1348,48.7295367,21.3514504
521604,Košický Klečenov,296,48.7415882,21.5252878
521612,Kráľovce,1149,48.8058178,21.3357278
521639,Kysak,1469,48.8490095,21.1992811
521655,Malá Ida,1701,48.6768009,21.1661515
521663,Malá Lodina,228,48.8718351,21.1003271
521671,Medzev,4107,48.7084469,20.8714408
521680,Mokrance - Makranc,1367,48.5975862,21.0238658
521698,Moldava nad Bodvou - Szepsi,10305,48.6037857,20.9934064
521701,Mudrovce,65,48.8327628,21.4677182
521728,Nižná Kamenica,624,48.7670797,21.5032594
521736,Nižná Myšľa,1568,48.6300816,21.3594987
521744,Nižný Čaj,286,48.6700157,21.3918371
521752,Nižný Klátov,878,48.7342854,21.1488895
521761,Nižný Lánec - Alsólánc,447,48.5356785,21.1108687
521779,Turnianska Nová Ves - Tornaújfalu,308,48.5708547,20.8924974
521787,Nováčany,749,48.6968215,21.0639638
521795,Nová Polhora,504,48.8295239,21.3189925
521809,Nový Salaš,221,48.6027614,21.4909759
521817,Obišovce,471,48.8664755,21.2281778
521825,Olšovany,676,48.7112231,21.4008638
521833,Opátka,103,48.785087,21.0441314
521841,Opiná,196,48.8663147,21.4343389
521850,Paňovce,589,48.6489789,21.0662549
521868,Peder - Péder,389,48.5705458,20.9466611
521876,Perín-Chym - Perény - Hím,1532,48.5424183,21.1646044
521884,Ploské (KS),952,48.8234467,21.3416707
521892,Poproč (KS),2681,48.7316146,20.9752068
521906,Rákoš (KS),359,48.6404801,21.4327432
521914,Rankovce,954,48.8159423,21.4844122
521922,Rešica - Reste,335,48.5424454,21.0314185
521931,Rozhanovce,2591,48.7615198,21.3549759
521949,Rudník (KS),608,48.701636,21.0193986
521957,Ruskov,1572,48.6822057,21.4549478
521965,Sady nad Torysou,1964,48.7135598,21.357059
521973,Seňa,2170,48.5669207,21.2626285
521981,Skároš,1108,48.591809,21.4169213
522007,Slanec,1489,48.6374647,21.475703
522015,Slanská Huta,239,48.5784949,21.4977055
522023,Slanské Nové Mesto,464,48.6562057,21.5265307
522031,Sokoľ,1250,48.8159754,21.1961211
522040,Svinica,989,48.7237238,21.488796
522066,Šemša,846,48.6791641,21.1246279
522074,Štós,737,48.7092081,20.7905543
522082,Trebejov,206,48.8359629,21.2241555
522091,Trsťany,302,48.7611789,21.3986563
522104,Trstené pri Hornáde,1471,48.5715637,21.3469037
522121,Vajkovce,941,48.7874968,21.3277629
522139,Valaliky,4475,48.6370919,21.2877163
522147,Veľká Ida,3911,48.6052019,21.1383382
522155,Veľká Lodina,318,48.856366,21.1574252
522163,Vtáčkovce,1243,48.8372837,21.3789048
522171,Vyšná Hutka,508,48.6784198,21.3619658
522180,Vyšná Kamenica,331,48.7869403,21.5038436
522198,Vyšná Myšľa,957,48.6282477,21.3893933
522201,Vyšný Čaj,329,48.6848175,21.3939566
522210,Vyšný Klátov,470,48.7601093,21.1002751
522244,Zlatá Idka,392,48.7576981,21.0067295
522252,Žarnov - Zsarnó,433,48.5789735,20.9179982
522261,Ždaňa,1383,48.5995724,21.3567874
522279,Michalovce,36704,48.7542808,21.9135892
522287,Bajany,463,48.5955697,22.1142185
522295,Bánovce nad Ondavou,697,48.6744382,21.8126846
522309,Baškovce (SO),232,48.7855413,22.1991605
522317,Beňatina,189,48.8012143,22.3364567
522325,Bežovce,970,48.647057,22.1356372
522333,Blatná Polianka,166,48.6885275,22.1048443
522341,Blatné Remety,649,48.7086541,22.0973524
522350,Blatné Revištia,220,48.734524,22.0762441
522368,Bracovce,931,48.6413674,21.8235369
522376,Budkovce,1498,48.6327009,21.93385
522384,Bunkovce,392,48.721969,22.118766
522392,Čečehov,385,48.7223591,22.000048
522406,Dúbravka,674,48.6300271,21.8777007
522414,Falkušovce,662,48.6251066,21.8316486
522422,Fekišovce,290,48.7732911,22.0922171
522431,Hatalov,731,48.6568804,21.8919281
522449,Hažín,482,48.7357991,22.0433576
522457,Hlivištia,373,48.8214761,22.2257772
522465,Hnojné,232,48.7836084,22.0650791
522473,Horňa,338,48.7641182,22.2025067
522481,Horovce (MI),872,48.6940144,21.7703188
522490,Husák,176,48.6923765,22.2899765
522503,Choňkovce,502,48.7967756,22.2501899
522511,Iňačovce,825,48.6930112,22.0455808
522520,Inovce,207,48.8233682,22.3591736
522538,Jasenov (SO),286,48.7968206,22.1676436
522546,Jastrabie pri Michalovciach,297,48.7181632,22.0302059
522554,Jenkovce,423,48.6571662,22.2069602
522562,Jovsa,838,48.8232816,22.0943803
522571,Kačanov,506,48.6086491,21.8310622
522589,Kaluža,442,48.8142056,22.004557
522597,Klokočov (MI),409,48.8145726,22.0315039
522601,Kolibabovce,182,48.7164643,22.2505551
522627,Koňuš,332,48.776944,22.2997391
522635,Zemplínske Kopčany,486,48.5916261,21.9093072
522643,Koromľa,414,48.7242504,22.2979047
522651,Krásnovce,640,48.7195775,21.8924206
522660,Krčava,421,48.6838546,22.2507804
522678,Kristy,330,48.6803861,22.1791009
522686,Kusín,345,48.8221278,22.0588274
522694,Lastomír,1248,48.6993645,21.9244656
522708,Laškovce,745,48.6985009,21.8472992
522716,Lekárovce,870,48.6007976,22.1522826
522724,Lesné,451,48.7938829,21.8223608
522732,Ložín,829,48.6602366,21.8274889
522741,Lúčky (MI),603,48.7728928,22.03675
522759,Malčice,1482,48.5673865,21.8333475
522767,Malé Raškovce - Kisráska,222,48.5787438,21.9077959
522783,Markovce,1058,48.5968966,21.8429045
522791,Moravany,1031,48.736994,21.7935203
522805,Nacina Ves,1808,48.8182395,21.835435
522813,Nižná Rybnica,410,48.7487085,22.1432068
522821,Nižné Nemecké,329,48.6500768,22.2374927
522830,Orechová,241,48.7074217,22.228287
522848,Oreské (MI),492,48.8596067,21.9145029
522856,Ostrov (SO),330,48.718253,22.1611343
522864,Palín,865,48.6632624,21.9799642
522872,Pavlovce nad Uhom,4620,48.6183714,22.0515888
522881,Petrikovce,191,48.5474814,21.8535765
522899,Petrovce (SO),201,48.7119201,22.3331919
522902,Petrovce nad Laborcom,1065,48.7942741,21.8649174
522911,Pinkovce,180,48.6122119,22.1819904
522929,Podhoroď,337,48.8284811,22.2911779
522937,Porostov,198,48.6984471,22.1685366
522945,Poruba pod Vihorlatom,606,48.8526193,22.1422937
522953,Porúbka (SO),407,48.7396463,22.290211
522961,Pozdišovce,1334,48.7360846,21.8460381
522970,Priekopa,278,48.755901,22.291673
522988,Pusté Čemerné,366,48.844791,21.8096523
522996,Rakovec nad Ondavou,1015,48.7713137,21.7909042
523003,Remetské Hámre,551,48.8810998,22.1812538
523011,Ruská Bystrá,108,48.8560941,22.2924178
523020,Ruskovce (SO),252,48.773394,22.1594681
523038,Ruský Hrabovec,292,48.8534926,22.3489884
523046,Sejkov,192,48.6897081,22.2163101
523054,Senné (MI),737,48.6678662,22.0381518
523062,Slavkovce,705,48.6066727,21.9118757
523071,Sliepkovce,760,48.6568838,21.9412588
523089,Sobrance,5875,48.7439276,22.1808718
523097,Staré,755,48.8574078,21.8779268
523101,Strážske,4277,48.87634,21.824722
523119,Stretava,699,48.6403801,21.9967978
523127,Stretavka,156,48.6166597,21.9864518
523135,Suché,407,48.7700615,21.8376877
523143,Svätuš,105,48.6839598,22.1389125
523151,Šamudovce,620,48.7060944,21.8784445
523160,Tašuľa,199,48.6646161,22.1583235
523178,Tibava,536,48.7362543,22.2129871
523186,Trhovište,2090,48.6994602,21.8074822
523194,Trnava pri Laborci,586,48.8271212,21.9301181
523208,Tušice,668,48.7291788,21.7444258
523216,Tušická Nová Ves,524,48.7165888,21.7534131
523224,Úbrež,1022,48.7891543,22.1220238
523232,Veľké Revištia,503,48.7483071,22.1027454
523241,Zalužice,1186,48.7582103,21.9890745
523259,Vinné,1965,48.8081302,21.9681154
523267,Vojnatina,246,48.7344484,22.2344868
523275,Voľa,261,48.8421124,21.8436368
523283,Vrbnica,1194,48.6865814,21.878065
523291,Vysoká nad Uhom,786,48.6301843,22.0986288
523305,Vyšná Rybnica,389,48.8690228,22.2144112
523313,Vyšné Nemecké,238,48.65993,22.2638503
523321,Vyšné Remety,403,48.8240474,22.1603111
523330,Záhor,656,48.6284242,22.2027136
523348,Závadka (MI),456,48.760762,22.0683558
523356,Zbudza,535,48.8155141,21.8982139
523364,Zemplínska Široká,982,48.6969561,21.9732746
523372,Žbince,1022,48.6742164,21.8946707
523381,Poprad,49855,49.0630238,20.2948739
523399,Abrahámovce (KK),250,49.0428979,20.453029
523402,Batizovce,2457,49.0789929,20.1856692
523411,Bušovce,304,49.2196491,20.4781876
523429,Červený Kláštor,219,49.3938741,20.4125761
523437,Gánovce,1404,49.0253477,20.3138316
523445,Gerlachov (PP),835,49.0989351,20.2074209
523461,Havka,45,49.3418617,20.4052751
523470,Holumnica,925,49.2211284,20.5455525
523488,Hôrka,2108,49.0241378,20.3893037
523496,Hozelec,766,49.0281065,20.3405246
523500,Hradisko,96,49.0573417,20.5292585
523518,Hranovnica,3167,48.9746923,20.2905494
523526,Huncovce,3055,49.1266107,20.3726144
523534,Ihľany,1564,49.178892,20.566801
523542,Jánovce (PP),1647,49.0203879,20.4302134
523569,Jezersko,76,49.2925414,20.3380163
523577,Jurské,1372,49.2047782,20.5411169
523585,Kežmarok,15552,49.1495122,20.4342167
523593,Kravany (PP),897,48.9717019,20.1911239
523607,Krížová Ves,2281,49.1881326,20.4968759
523615,Lechnica,252,49.3752054,20.4142981
523623,Lendak,5409,49.2503261,20.3477314
523631,Liptovská Teplička,2405,48.9501483,20.0679242
523658,Lučivná,941,49.0499419,20.1422102
523674,Majere,114,49.3985296,20.3766034
523682,Ľubica,4476,49.1344621,20.5273734
523712,Matiašovce,809,49.3487687,20.3576783
523721,Mengusovce,685,49.0768764,20.1264407
523739,Mlynčeky,679,49.1701147,20.3961408
523747,Mlynica,627,49.1063491,20.3020285
523763,Nová Lesná,1657,49.1261457,20.2648292
523771,Osturňa,290,49.3180142,20.2332398
523780,Podhorany (KK),2705,49.2427164,20.4742674
523798,Rakúsy,3177,49.1907179,20.3783179
523801,Reľov,333,49.2892946,20.3825922
523810,Slovenská Ves,1879,49.2518225,20.4169617
523828,Spišská Belá,6646,49.1971165,20.4291085
523836,Spišská Stará Ves,2202,49.3812731,20.3552315
523844,Spišská Teplica,2253,49.0352735,20.2147302
523852,Spišské Bystré,2479,48.9767502,20.2345675
523861,Spišské Hanušovce,781,49.3200977,20.3465546
523879,Spišský Štiavnik,2698,48.9877294,20.3517533
523887,Stará Lesná,971,49.1356443,20.3045696
523909,Stráne pod Tatrami,2289,49.161874,20.3699375
523925,Svit,7743,49.0594745,20.1965161
523933,Štrba,3415,49.0814598,20.0557278
523950,Švábovce,1589,49.0291347,20.3612707
523976,Toporec,1988,49.2835746,20.4752941
523984,Tvarožná,729,49.0904128,20.5172126
523992,Veľká Franková,340,49.3326891,20.2960417
524000,Veľká Lomnica,5120,49.1176826,20.3465934
524018,Veľký Slavkov,1477,49.1001256,20.2670982
524026,Vernár,572,48.9113446,20.262145
524034,Vikartovce,1856,48.9673777,20.1440815
524042,Vlková,855,49.0576958,20.4348823
524051,Vlkovce,477,49.0533255,20.5014911
524069,Vojňany,307,49.2561154,20.4424273
524077,Vrbov,1534,49.0876321,20.4355329
524085,Výborná,1316,49.2426543,20.388113
524093,Vydrník,1288,49.0006501,20.4086436
524107,Šuňava,1957,49.0204436,20.0964216
524115,Zálesie (KK),84,49.3195732,20.3895023
524123,Žakovce,873,49.0716019,20.3898241
524131,Ždiar,1374,49.2716176,20.2406939
524140,Prešov,84824,48.9935451,21.2419361
524158,Abranovce,690,48.9375135,21.3588598
524174,Bajerov,420,48.9528212,21.1126403
524182,Bajerovce - Баєрівцї,281,49.2098075,20.7881103
524191,Bertotovce,510,49.0247016,21.0214327
524204,Bodovce,352,49.1306388,21.176681
524212,Brestov (PO),448,48.873774,21.348725
524221,Bretejovce,434,48.8272356,21.2826856
524239,Brezovica (SB),1690,49.1389878,20.8287091
524247,Brezovička,398,49.1211488,20.8430432
524255,Brežany,199,48.9783542,21.1089181
524263,Bzenov,748,48.9588733,21.1607685
524271,Čelovce (PO),355,49.0714045,21.4014961
524280,Červená Voda,505,49.1358851,21.0835328
524298,Červenica pri Sabinove,932,49.1445758,21.023965
524301,Červenica,1033,48.8970462,21.4554386
524310,Ďačov,727,49.1424827,20.9208174
524328,Daletice,96,49.0356826,21.0678503
524336,Demjata,1101,49.1119915,21.319257
524344,Drienica,759,49.1410267,21.1193478
524352,Drienov,2238,48.8809127,21.2847915
524361,Drienovská Nová Ves,805,48.9029899,21.234754
524379,Dubovica,1447,49.1204092,20.9370094
524387,Dulova Ves,1422,48.9514002,21.3078238
524395,Fintice,2167,49.0570678,21.2731086
524409,Fričovce,1136,49.0147466,20.9662211
524417,Fulianka,411,49.0665299,21.3277422
524425,Geraltov,122,49.1427632,21.2629306
524433,Gregorovce,898,49.0711512,21.2060826
524441,Hanigovce,126,49.1832519,21.0273047
524450,Hendrichovce,261,49.0226095,20.9911813
524468,Hermanovce,1658,49.0557688,21.0042741
524476,Hrabkov,698,48.9532526,21.0168091
524492,Hubošovce,514,49.0977037,21.207049
524506,Chmeľov,1066,49.0674233,21.4348894
524514,Chmeľovec,449,49.0868307,21.370138
524522,Chminianska Nová Ves,1259,49.0178053,21.0664093
524531,Chminianske Jakubovany,2775,48.9934091,21.0046179
524549,Chmiňany,1003,48.9998455,21.0665696
524557,Jakovany,350,49.1566571,21.0698757
524565,Jakubova Voľa,388,49.1214714,21.0103314
524573,Jakubovany (SB),947,49.1156281,21.139294
524581,Janov,327,48.9392146,21.1605196
524590,Janovík,385,48.8363987,21.2810502
524603,Jarovnice,7241,49.0622244,21.0515827
524611,Kamenica,1802,49.203449,20.9683844
524620,Kapušany,2187,49.0481333,21.3296546
524638,Kendice,2012,48.933412,21.2351696
524646,Klenov,239,48.9267343,21.0414219
524654,Kojatice,1154,48.989135,21.1354883
524662,Kokošovce,914,48.9573094,21.3489479
524671,Krásna Lúka,655,49.1956834,20.815061
524689,Krivany,1205,49.1861887,20.9078661
524697,Krížovany,351,48.9800947,21.0454798
524701,Kvačany (PO),283,48.9435606,21.0825949
524727,Lada,832,49.0441491,21.363358
524735,Lažany,176,49.0371399,21.0950854
524743,Lemešany,1995,48.8450744,21.2669217
524751,Lesíček,418,48.9261249,21.392792
524760,Ličartovce,948,48.8839115,21.2274144
524778,Lipany,6480,49.1635505,20.9636803
524786,Lipovce,501,49.061299,20.9342774
524794,Ľubovec,498,48.899534,21.1778771
524808,Lúčina,165,48.8954521,21.4278933
524816,Lúčka (SB),675,49.177119,20.9907431
524824,Ľutina,487,49.1669042,21.0477929
524832,Malý Slivník,1032,49.1197638,21.2641747
524841,Malý Šariš,1746,49.0158633,21.1784289
524867,Miklušovce,305,48.9141222,21.0723663
524875,Milpoš,653,49.1877842,21.0090117
524883,Mirkovce,1356,48.8941304,21.3296046
524905,Mošurov,180,49.1235935,21.24867
524913,Nemcovce (PO),476,49.0561543,21.3813005
524921,Nižný Slavkov,868,49.0966175,20.8594415
524930,Okružná,489,49.0142122,21.3856854
524948,Olejníkov,569,49.1908964,21.103795
524956,Oľšov,383,49.2002765,20.8659478
524964,Ondrašovce,60,48.9831501,21.0842639
524981,Ostrovany,2320,49.057495,21.1124682
524999,Ovčie,661,48.9669069,20.9819713
525006,Pečovská Nová Ves,2788,49.1264847,21.0513837
525014,Petrovany,1976,48.9232963,21.2736874
525022,Podhorany (PO),857,49.085876,21.3511498
525031,Podhradík,418,48.9969546,21.3710432
525049,Poloma,933,49.1713637,20.8153574
525057,Proč,402,49.1016403,21.3925825
525065,Pušovce,517,49.0911149,21.4209141
525073,Radatice,784,48.934495,21.1941353
525081,Ratvaj,147,49.1240676,21.19329
525090,Ražňany,1625,49.082029,21.0788139
525103,Renčišov,179,49.0897143,20.9504186
525111,Rokycany,1064,48.9595462,21.1376191
525120,Rožkovany,1306,49.124736,20.9806992
525138,Ruská Nová Ves,1305,48.9792554,21.3426193
525146,Sabinov,12349,49.1576367,21.1006387
525154,Sedlice,979,48.9170159,21.1099026
525162,Seniakovce,163,48.8182083,21.2938157
525171,Svinia,2384,49.0234105,21.1096701
525189,Šarišská Poruba,641,49.0349578,21.3963387
525197,Šarišská Trstená,356,49.0830884,21.3861963
525201,Šarišské Bohdanovce,949,48.8495806,21.319059
525219,Šarišské Dravce,1217,49.187315,20.8507391
525235,Šarišské Michaľany,2759,49.0726194,21.145695
525243,Šarišské Sokolovce,587,49.1278787,21.1594912
525251,Šindliar,557,49.034325,20.9246907
525260,Široké,2436,49.0029698,20.9192754
525278,Štefanovce (PO),199,49.0398929,20.9735338
525286,Teriakovce,850,48.9913124,21.3158796
525294,Terňa,1315,49.1327068,21.2137326
525308,Tichý Potok,327,49.1503614,20.740843
525316,Torysa,1559,49.1546371,20.8815939
525324,Trnkov,251,49.0324191,21.3612345
525332,Tuhrina,509,48.9028592,21.4056179
525341,Tulčík,1331,49.0839842,21.3143819
525359,Uzovce,532,49.0863192,21.180464
525367,Uzovské Pekľany,472,49.0932007,21.005703
525375,Uzovský Šalgov,638,49.0993483,21.0391814
525383,Varhaňovce,1504,48.853699,21.3620483
525391,Veľký Slivník,322,49.1112396,21.282024
525405,Veľký Šariš,6471,49.0451333,21.203783
525413,Víťaz,2017,48.9724386,20.9325157
525421,Vysoká (SB),121,49.1189711,20.8883382
525430,Vyšná Šebastová,1335,49.0193114,21.3282313
525448,Záborské,1080,48.9470515,21.285924
525456,Záhradné,1101,49.0850674,21.2712126
525472,Zlatá Baňa,456,48.950908,21.422472
525499,Žehňa,1277,48.9122146,21.3450177
525502,Žipov,294,48.9633155,21.0765141
525511,Župčany,1793,49.0107057,21.1524157
525529,Rožňava,17569,48.691193,20.5577338
525537,Ardovo - Pelsőcardó,158,48.5258024,20.4338446
525545,Betliar,923,48.7221374,20.523402
525553,Bohúňovo - Lekenye,282,48.5118345,20.3881511
525561,Bôrka - Barka,616,48.6416763,20.7792834
525570,Brdárka,63,48.7639103,20.3379214
525596,Čierna Lehota (RV),608,48.7390145,20.2244383
525600,Čoltovo - Csoltó,477,48.4750488,20.3404358
525618,Dedinky,237,48.8621202,20.3814128
525626,Dlhá Ves - Gömörhosszúszó,522,48.499851,20.4456461
525634,Dobšiná,5102,48.8354531,20.335275
525642,Drnava - Dernő,710,48.6512395,20.6641248
525651,Gemerská Hôrka - Gömörhorka,1288,48.5431143,20.3579112
525669,Gemerská Poloma,1945,48.7486331,20.4904488
525677,Gemerské Teplice,365,48.6045934,20.2800634
525685,Gemerský Sad - Gömörliget,299,48.5874757,20.3287338
525693,Gočaltovo,228,48.6406036,20.3252168
525707,Gočovo,316,48.7625366,20.4367935
525715,Hanková,83,48.7579395,20.3002581
525723,Henckovce,397,48.7079113,20.4333954
525731,Honce,336,48.672441,20.4098969
525740,Hrhov - Tornagörgő,1020,48.5952751,20.7533928
525758,Hrušov (RV) - Körtvélyes,335,48.5869374,20.6221613
525766,Hucín,939,48.5670678,20.3061344
525774,Chyžné,402,48.6948854,20.2028946
525782,Jablonov nad Turňou - Szádalmás,752,48.5889281,20.6741001
525791,Jelšava,3209,48.635745,20.2432987
525812,Kameňany,842,48.5753811,20.1826063
525821,Kečovo - Kecső,324,48.4930652,20.4811066
525839,Kobeliarovo,493,48.7497967,20.3684909
525847,Koceľovce,231,48.7157128,20.3419637
525855,Kováčová (RV) - Kiskovácsvágása,57,48.6459611,20.7003389
525863,Krásnohorská Dlhá Lúka - Várhosszúrét,700,48.6189466,20.5707296
