geometry,code
"{""type"":""Polygon"",""coordinates"":[[[17.679446,48.49402],[17.691122,48.480867],[17.683165,48.469684],[17.690201,48.453842],[17.683324,48.443808],[17.696166,48.427696],[17.722245,48.427479],[17.731195,48.418708],[17.719137,48.406229],[17.724411,48.377226],[17.704404,48.368782],[17.702161,48.355918],[17.732571,48.350837],[17.758012,48.340823],[17.788622,48.322197],[17.813767,48.329384],[17.803017,48.347506],[17.822776,48.355154],[17.843577,48.340447],[17.857084,48.347235],[17.904346,48.396669],[17.921321,48.428604],[17.95687,48.461529],[17.962148,48.459892],[17.915416,48.493259],[17.88932,48.505093],[17.84648,48.514026],[17.845545,48.521566],[17.817675,48.515751],[17.821842,48.503677],[17.799708,48.496961],[17.791474,48.510909],[17.770268,48.519668],[17.765932,48.48778],[17.751297,48.485674],[17.746168,48.472352],[17.705773,48.479031],[17.679446,48.49402]]]}",203
"{""type"":""Polygon"",""coordinates"":[[[17.577872,48.637736],[17.583937,48.619149],[17.569776,48.607493],[17.576643,48.59494],[17.556968,48.581618],[17.59113,48.567106],[17.597605,48.556852],[17.635806,48.528488],[17.632491,48.524181],[17.656572,48.509482],[17.661424,48.513607],[17.679446,48.49402],[17.705773,48.479031],[17.746168,48.472352],[17.751297,48.485674],[17.765932,48.48778],[17.770268,48.519668],[17.791474,48.510909],[17.799708,48.496961],[17.821842,48.503677],[17.817675,48.515751],[17.845545,48.521566],[17.865117,48.532761],[17.87147,48.561503],[17.883864,48.569908],[17.896465,48.592732],[17.924169,48.581598],[17.952849,48.583028],[17.949826,48.590559],[17.974379,48.591043],[17.985404,48.601529],[17.979097,48.612532],[17.963722,48.611415],[17.956715,48.622008],[17.931193,48.621788],[17.896081,48.631336],[17.880461,48.62762],[17.865162,48.638802],[17.856398,48.632248],[17.821709,48.653044],[17.820467,48.639371],[17.788072,48.636823],[17.744623,48.651281],[17.713738,48.677591],[17.701973,48.682505],[17.662748,48.665363],[17.646484,48.66284],[17.618332,48.669971],[17.625484,48.644477],[17.577872,48.637736]]]}",204
"{""type"":""Polygon"",""coordinates"":[[[17.35303,48.777528],[17.343479,48.758225],[17.320897,48.737756],[17.253902,48.72886],[17.257636,48.706712],[17.242995,48.70455],[17.202358,48.709001],[17.179491,48.696514],[17.177475,48.686122],[17.153438,48.683266],[17.14761,48.703234],[17.118264,48.691603],[17.102525,48.695906],[17.06454,48.684692],[17.045765,48.685826],[17.032233,48.675631],[17.004885,48.676995],[16.987044,48.6715],[16.97847,48.678711],[16.968135,48.66894],[16.969509,48.648262],[16.962313,48.632319],[16.939352,48.614426],[16.934278,48.601963],[16.935645,48.571415],[16.952206,48.546254],[16.949777,48.535801],[16.970887,48.537647],[16.96658,48.54722],[16.982979,48.551541],[17.058746,48.555554],[17.052308,48.563817],[17.090805,48.558448],[17.103789,48.563387],[17.125256,48.546733],[17.15647,48.551313],[17.220896,48.568376],[17.235785,48.567414],[17.234487,48.580775],[17.265736,48.589503],[17.282446,48.608472],[17.295267,48.607838],[17.327749,48.653997],[17.35531,48.645397],[17.369339,48.632158],[17.376745,48.612052],[17.371401,48.602887],[17.318355,48.561836],[17.279769,48.543464],[17.309914,48.532282],[17.326207,48.514681],[17.355044,48.506591],[17.354282,48.533181],[17.389968,48.56294],[17.427198,48.556732],[17.446805,48.566472],[17.454981,48.560134],[17.471943,48.573939],[17.470688,48.582079],[17.495943,48.589529],[17.496972,48.597175],[17.523104,48.624638],[17.533118,48.62662],[17.508102,48.647484],[17.501776,48.664857],[17.488195,48.670713],[17.479099,48.693883],[17.469567,48.696816],[17.477116,48.725301],[17.487444,48.724036],[17.488789,48.743187],[17.472805,48.760837],[17.427696,48.769038],[17.410906,48.787841],[17.39132,48.771975],[17.35303,48.777528]]]}",205
"{""type"":""Polygon"",""coordinates"":[[[16.97847,48.678711],[16.987044,48.6715],[17.004885,48.676995],[17.032233,48.675631],[17.045765,48.685826],[17.06454,48.684692],[17.102525,48.695906],[17.118264,48.691603],[17.14761,48.703234],[17.153438,48.683266],[17.177475,48.686122],[17.179491,48.696514],[17.202358,48.709001],[17.242995,48.70455],[17.257636,48.706712],[17.253902,48.72886],[17.320897,48.737756],[17.343479,48.758225],[17.35303,48.777528],[17.391739,48.794941],[17.396347,48.813215],[17.378459,48.819187],[17.363891,48.813553],[17.354175,48.822021],[17.311692,48.843345],[17.245743,48.867689],[17.192279,48.874697],[17.15476,48.845242],[17.114907,48.83325],[17.1052,48.82374],[17.105934,48.807821],[17.089547,48.786602],[17.045746,48.76622],[17.039224,48.752395],[16.999208,48.710428],[16.998511,48.693681],[16.97847,48.678711]]]}",206
"{""type"":""Polygon"",""coordinates"":[[[17.533118,48.62662],[17.523104,48.624638],[17.496972,48.597175],[17.495943,48.589529],[17.470688,48.582079],[17.471943,48.573939],[17.454981,48.560134],[17.446805,48.566472],[17.427198,48.556732],[17.389968,48.56294],[17.354282,48.533181],[17.355044,48.506591],[17.336607,48.497689],[17.328899,48.48024],[17.314142,48.481072],[17.302192,48.46594],[17.314324,48.455971],[17.346497,48.451884],[17.361576,48.438545],[17.392505,48.438636],[17.379895,48.429178],[17.401619,48.410714],[17.417236,48.404996],[17.420623,48.386651],[17.437293,48.370092],[17.452168,48.374478],[17.477538,48.352578],[17.462135,48.325129],[17.44928,48.319612],[17.459711,48.305812],[17.513757,48.279077],[17.561481,48.239763],[17.583156,48.250873],[17.606833,48.270417],[17.616823,48.266678],[17.652695,48.269322],[17.655395,48.279268],[17.68942,48.283623],[17.69764,48.300268],[17.687428,48.303925],[17.705269,48.316226],[17.730072,48.320143],[17.749792,48.317061],[17.758012,48.340823],[17.732571,48.350837],[17.702161,48.355918],[17.704404,48.368782],[17.724411,48.377226],[17.719137,48.406229],[17.731195,48.418708],[17.722245,48.427479],[17.696166,48.427696],[17.683324,48.443808],[17.690201,48.453842],[17.683165,48.469684],[17.691122,48.480867],[17.679446,48.49402],[17.661424,48.513607],[17.656572,48.509482],[17.632491,48.524181],[17.635806,48.528488],[17.597605,48.556852],[17.59113,48.567106],[17.556968,48.581618],[17.576643,48.59494],[17.569776,48.607493],[17.583937,48.619149],[17.577872,48.637736],[17.561112,48.644799],[17.533118,48.62662]]]}",207
"{""type"":""Polygon"",""coordinates"":[[[18.332507,48.895262],[18.302054,48.878411],[18.289248,48.886388],[18.228352,48.871979],[18.210954,48.836674],[18.211634,48.806957],[18.223626,48.792962],[18.22317,48.778526],[18.202316,48.7684],[18.177921,48.77975],[18.150225,48.772903],[18.153193,48.761256],[18.133569,48.759617],[18.126731,48.745133],[18.095443,48.737218],[18.076814,48.752391],[18.0364,48.763573],[18.029946,48.755666],[18.003476,48.747979],[17.998209,48.722808],[18.005519,48.713477],[18.025879,48.712948],[18.028127,48.70251],[18.083966,48.69547],[18.10604,48.695721],[18.142182,48.668762],[18.146438,48.656062],[18.164648,48.642882],[18.184487,48.646374],[18.209564,48.630636],[18.208134,48.650159],[18.225469,48.656602],[18.256887,48.648887],[18.283789,48.666622],[18.310136,48.666603],[18.329945,48.645511],[18.343408,48.65799],[18.339902,48.692317],[18.376905,48.703828],[18.362616,48.725281],[18.369831,48.735078],[18.407191,48.738917],[18.431899,48.751739],[18.438669,48.782113],[18.407207,48.817193],[18.419739,48.840359],[18.40902,48.854961],[18.388533,48.863385],[18.365086,48.864715],[18.35128,48.89168],[18.332507,48.895262]]]}",301
"{""type"":""Polygon"",""coordinates"":[[[18.118348,49.143457],[18.106742,49.134187],[18.121446,49.11735],[18.110263,49.11355],[18.115931,49.092142],[18.096841,49.067326],[18.102267,49.051909],[18.091659,49.021182],[18.116624,48.999153],[18.123903,48.979081],[18.14776,48.970753],[18.133761,48.959755],[18.144546,48.950288],[18.130555,48.932598],[18.154079,48.930284],[18.18383,48.911699],[18.207303,48.921045],[18.249586,48.912568],[18.278462,48.92489],[18.327074,48.923227],[18.335453,48.931724],[18.355948,48.925348],[18.372364,48.938619],[18.402935,48.92865],[18.405581,48.918111],[18.434317,48.912625],[18.447961,48.896012],[18.468061,48.908403],[18.485715,48.910502],[18.507063,48.933422],[18.504227,48.940134],[18.473765,48.94128],[18.464953,48.956359],[18.460611,48.975983],[18.437499,48.982225],[18.422268,48.971578],[18.397268,48.971924],[18.373258,48.980463],[18.378122,48.986829],[18.362835,49.007125],[18.33555,49.01476],[18.284026,49.052467],[18.265561,49.044017],[18.268073,49.033439],[18.249318,49.043859],[18.237187,49.060075],[18.22098,49.060021],[18.215385,49.074155],[18.168159,49.119146],[18.153128,49.121751],[18.15304,49.136517],[18.118348,49.143457]]]}",302
"{""type"":""Polygon"",""coordinates"":[[[17.396347,48.813215],[17.391739,48.794941],[17.35303,48.777528],[17.39132,48.771975],[17.410906,48.787841],[17.427696,48.769038],[17.472805,48.760837],[17.488789,48.743187],[17.487444,48.724036],[17.477116,48.725301],[17.469567,48.696816],[17.479099,48.693883],[17.488195,48.670713],[17.501776,48.664857],[17.508102,48.647484],[17.533118,48.62662],[17.561112,48.644799],[17.577872,48.637736],[17.625484,48.644477],[17.618332,48.669971],[17.646484,48.66284],[17.662748,48.665363],[17.701973,48.682505],[17.713738,48.677591],[17.720077,48.690366],[17.701,48.716693],[17.714519,48.738418],[17.700772,48.753661],[17.679064,48.764486],[17.643345,48.758917],[17.651506,48.765528],[17.624467,48.780898],[17.615067,48.833241],[17.620945,48.842024],[17.601788,48.840855],[17.588884,48.825187],[17.555344,48.82269],[17.51995,48.812765],[17.481414,48.8394],[17.453189,48.846744],[17.435857,48.840567],[17.427032,48.826301],[17.418466,48.829294],[17.396347,48.813215]]]}",303
"{""type"":""Polygon"",""coordinates"":[[[17.620945,48.842024],[17.615067,48.833241],[17.624467,48.780898],[17.651506,48.765528],[17.643345,48.758917],[17.679064,48.764486],[17.700772,48.753661],[17.714519,48.738418],[17.701,48.716693],[17.720077,48.690366],[17.713738,48.677591],[17.744623,48.651281],[17.788072,48.636823],[17.820467,48.639371],[17.821709,48.653044],[17.856398,48.632248],[17.865162,48.638802],[17.880461,48.62762],[17.896081,48.631336],[17.931193,48.621788],[17.956715,48.622008],[17.963722,48.611415],[17.979097,48.612532],[18.014386,48.623329],[18.017995,48.65447],[18.007775,48.658114],[17.991358,48.706393],[18.005519,48.713477],[17.998209,48.722808],[18.003476,48.747979],[17.983643,48.750371],[17.965705,48.777546],[17.966497,48.795552],[17.939303,48.793798],[17.928907,48.811355],[17.888689,48.81177],[17.87373,48.802853],[17.874573,48.821299],[17.861616,48.851841],[17.840907,48.868654],[17.830714,48.89037],[17.845519,48.903024],[17.844219,48.926401],[17.781313,48.925275],[17.782661,48.91669],[17.750325,48.89874],[17.736704,48.880837],[17.703332,48.860023],[17.682701,48.86088],[17.668493,48.854228],[17.632841,48.854847],[17.620945,48.842024]]]}",304
"{""type"":""Polygon"",""coordinates"":[[[18.209564,48.630636],[18.227126,48.629308],[18.256083,48.609358],[18.214316,48.576795],[18.227766,48.566426],[18.227676,48.55474],[18.257468,48.555069],[18.284517,48.541779],[18.307589,48.51412],[18.311378,48.496889],[18.342573,48.48998],[18.387108,48.500717],[18.414448,48.520989],[18.441304,48.52858],[18.478678,48.548604],[18.48734,48.549305],[18.497875,48.568578],[18.472302,48.588393],[18.465246,48.607456],[18.474184,48.616564],[18.438608,48.63688],[18.465815,48.653044],[18.456823,48.660034],[18.451096,48.683672],[18.427396,48.677397],[18.412764,48.681011],[18.402805,48.69591],[18.384668,48.693993],[18.376905,48.703828],[18.339902,48.692317],[18.343408,48.65799],[18.329945,48.645511],[18.310136,48.666603],[18.283789,48.666622],[18.256887,48.648887],[18.225469,48.656602],[18.208134,48.650159],[18.209564,48.630636]]]}",305
"{""type"":""Polygon"",""coordinates"":[[[18.322598,49.315108],[18.303127,49.305924],[18.248106,49.29474],[18.248113,49.274641],[18.262629,49.262188],[18.271419,49.233356],[18.290284,49.219601],[18.33082,49.21359],[18.323635,49.190938],[18.327161,49.181399],[18.358066,49.170701],[18.356244,49.161913],[18.376347,49.13928],[18.382396,49.119632],[18.398076,49.112213],[18.382717,49.101877],[18.394929,49.067884],[18.383616,49.047318],[18.404461,49.020696],[18.402511,49.005094],[18.420726,48.99826],[18.437499,48.982225],[18.460611,48.975983],[18.464953,48.956359],[18.49718,48.963534],[18.509471,48.982376],[18.52904,48.990106],[18.569629,48.998098],[18.599373,49.024037],[18.602604,49.041073],[18.598913,49.072743],[18.559572,49.093648],[18.590411,49.114002],[18.574679,49.1243],[18.574905,49.143186],[18.553353,49.146777],[18.555118,49.154832],[18.464148,49.19336],[18.464298,49.204571],[18.427135,49.248017],[18.430919,49.253844],[18.398317,49.28256],[18.391732,49.296317],[18.377521,49.303031],[18.373394,49.318982],[18.322598,49.315108]]]}",306
"{""type"":""Polygon"",""coordinates"":[[[18.504227,48.940134],[18.507063,48.933422],[18.485715,48.910502],[18.468061,48.908403],[18.447961,48.896012],[18.434317,48.912625],[18.405581,48.918111],[18.402935,48.92865],[18.372364,48.938619],[18.355948,48.925348],[18.335453,48.931724],[18.327074,48.923227],[18.324409,48.907828],[18.332507,48.895262],[18.35128,48.89168],[18.365086,48.864715],[18.388533,48.863385],[18.40902,48.854961],[18.419739,48.840359],[18.407207,48.817193],[18.438669,48.782113],[18.431899,48.751739],[18.407191,48.738917],[18.369831,48.735078],[18.362616,48.725281],[18.376905,48.703828],[18.384668,48.693993],[18.402805,48.69591],[18.412764,48.681011],[18.427396,48.677397],[18.451096,48.683672],[18.456823,48.660034],[18.465815,48.653044],[18.438608,48.63688],[18.474184,48.616564],[18.465246,48.607456],[18.472302,48.588393],[18.497875,48.568578],[18.530778,48.561328],[18.565175,48.570071],[18.577377,48.577448],[18.597682,48.575275],[18.599211,48.588939],[18.645395,48.633211],[18.698916,48.632992],[18.717237,48.626794],[18.713898,48.64657],[18.746906,48.668703],[18.750007,48.685282],[18.762762,48.69718],[18.78055,48.693826],[18.806898,48.712115],[18.826334,48.744056],[18.81013,48.769166],[18.776495,48.79106],[18.777449,48.813134],[18.750508,48.820174],[18.753576,48.825782],[18.69825,48.850022],[18.695856,48.881721],[18.707926,48.897488],[18.693178,48.911782],[18.694585,48.927928],[18.720264,48.937492],[18.694545,48.959174],[18.66534,48.956107],[18.633346,48.964795],[18.603174,48.963772],[18.593236,48.957073],[18.584102,48.971451],[18.559701,48.954726],[18.523397,48.937051],[18.504227,48.940134]]]}",307
"{""type"":""Polygon"",""coordinates"":[[[18.118348,49.143457],[18.15304,49.136517],[18.153128,49.121751],[18.168159,49.119146],[18.215385,49.074155],[18.22098,49.060021],[18.237187,49.060075],[18.249318,49.043859],[18.268073,49.033439],[18.265561,49.044017],[18.284026,49.052467],[18.33555,49.01476],[18.362835,49.007125],[18.378122,48.986829],[18.373258,48.980463],[18.397268,48.971924],[18.422268,48.971578],[18.437499,48.982225],[18.420726,48.99826],[18.402511,49.005094],[18.404461,49.020696],[18.383616,49.047318],[18.394929,49.067884],[18.382717,49.101877],[18.398076,49.112213],[18.382396,49.119632],[18.376347,49.13928],[18.356244,49.161913],[18.358066,49.170701],[18.327161,49.181399],[18.323635,49.190938],[18.33082,49.21359],[18.290284,49.219601],[18.271419,49.233356],[18.262629,49.262188],[18.248113,49.274641],[18.248106,49.29474],[18.221736,49.295333],[18.184018,49.286996],[18.184773,49.270637],[18.146964,49.24793],[18.144398,49.229236],[18.156264,49.229541],[18.149359,49.205066],[18.130836,49.188791],[18.136707,49.16102],[18.118764,49.152761],[18.118348,49.143457]]]}",308
"{""type"":""Polygon"",""coordinates"":[[[18.096841,49.067326],[18.082035,49.046164],[18.055473,49.031185],[18.007306,49.021333],[17.990908,49.028495],[17.974587,49.022551],[17.951279,49.025018],[17.92431,49.019961],[17.913882,49.010918],[17.914471,48.996411],[17.902725,48.981814],[17.903033,48.964181],[17.888922,48.944075],[17.885306,48.927676],[17.868891,48.922596],[17.844219,48.926401],[17.845519,48.903024],[17.830714,48.89037],[17.840907,48.868654],[17.861616,48.851841],[17.874573,48.821299],[17.87373,48.802853],[17.888689,48.81177],[17.928907,48.811355],[17.939303,48.793798],[17.966497,48.795552],[17.965705,48.777546],[17.983643,48.750371],[18.003476,48.747979],[18.029946,48.755666],[18.0364,48.763573],[18.076814,48.752391],[18.095443,48.737218],[18.126731,48.745133],[18.133569,48.759617],[18.153193,48.761256],[18.150225,48.772903],[18.177921,48.77975],[18.202316,48.7684],[18.22317,48.778526],[18.223626,48.792962],[18.211634,48.806957],[18.210954,48.836674],[18.228352,48.871979],[18.289248,48.886388],[18.302054,48.878411],[18.332507,48.895262],[18.324409,48.907828],[18.327074,48.923227],[18.278462,48.92489],[18.249586,48.912568],[18.207303,48.921045],[18.18383,48.911699],[18.154079,48.930284],[18.130555,48.932598],[18.144546,48.950288],[18.133761,48.959755],[18.14776,48.970753],[18.123903,48.979081],[18.116624,48.999153],[18.091659,49.021182],[18.102267,49.051909],[18.096841,49.067326]]]}",309
