IDN4,obec,IDN2,nationality_majority,SK-2021-rate,HU-2021-rate,RMY-2021-rate,RUE-2021-rate,obec_code,víťaz,Danko,Dubovský,Forró,Harabin,Korčok,Kotleba,Kubiš,Matovič,Náhlik,Pellegrini,Švec
515353,Radnovce - Nemesradnót,6,HU,2.5%,60.7%,33.8%,0.0%,515353.0,Forró,0.0,0.0,85.56,0.56,0.56,0.56,0.0,3.33,0.0,9.44,0.0
515361,Rašice - Felsőrás,6,HU,8.5%,90.6%,0.0%,0.0%,515361.0,Forró,0.0,0.0,68.0,0.0,8.0,2.0,0.0,2.0,0.0,20.0,0.0
515370,Ratková,6,SK,88.9%,1.0%,1.9%,0.3%,515370.0,Pellegrini,0.0,0.0,0.0,13.13,17.17,2.02,1.01,10.1,0.0,56.57,0.0
515388,Ratkovská Lehota,6,SK,100.0%,0.0%,0.0%,0.0%,515388.0,Korčok,0.0,0.0,4.0,24.0,36.0,8.0,0.0,0.0,0.0,28.0,0.0
515396,Ratkovská Suchá,6,SK,97.6%,0.0%,0.0%,0.0%,515396.0,Pellegrini,0.0,0.0,0.0,10.0,26.67,6.67,0.0,0.0,0.0,56.67,0.0
515400,Ratkovské Bystré,6,SK,94.1%,2.6%,0.0%,0.0%,515400.0,Pellegrini,0.0,0.83,0.0,14.88,13.22,3.31,0.83,0.83,0.0,66.12,0.0
515426,Rimavská Baňa,6,SK,96.4%,0.0%,0.0%,0.2%,515426.0,Pellegrini,0.0,0.0,0.0,20.96,25.15,0.6,2.4,1.2,0.0,49.7,0.0
515442,Rimavská Seč - Rimaszécs,6,HU,10.9%,80.3%,6.9%,0.1%,515442.0,Forró,0.0,1.27,63.69,2.87,5.1,0.32,0.64,14.01,0.0,12.1,0.0
515451,Rimavské Brezovo,6,SK,96.6%,0.4%,1.8%,0.0%,515451.0,Pellegrini,0.6,0.0,0.6,16.67,18.45,0.6,2.38,3.57,0.0,57.14,0.0
515469,Rimavské Janovce - Jánosi,6,SK,53.0%,37.7%,8.2%,0.0%,515469.0,Pellegrini,0.0,0.27,10.19,16.09,26.54,0.27,2.14,5.09,0.0,39.41,0.0
515485,Rovné (RS),6,SK,99.2%,0.0%,0.0%,0.0%,515485.0,Pellegrini,0.0,0.0,0.0,30.61,8.16,2.04,4.08,0.0,0.0,55.1,0.0
515493,Rumince - Runya,6,HU,35.8%,61.7%,1.1%,0.0%,515493.0,Pellegrini,0.0,1.82,38.18,11.82,5.45,0.91,0.0,0.91,0.0,40.91,0.0
515507,Rybník (RA),6,SK,93.7%,0.6%,0.6%,0.0%,515507.0,Pellegrini,2.22,0.0,0.0,6.67,4.44,0.0,4.44,4.44,0.0,77.78,0.0
515515,Selce (PT),6,SK,96.5%,1.8%,0.0%,0.0%,515515.0,Pellegrini,0.0,0.0,0.0,21.95,14.63,7.32,0.0,0.0,0.0,53.66,2.44
515523,Skerešovo - Szkáros,6,SK,53.2%,42.1%,1.4%,0.0%,515523.0,Pellegrini,0.0,0.0,27.59,6.9,18.97,3.45,0.0,1.72,1.72,39.66,0.0
515531,Slizké,6,SK,97.5%,2.1%,0.0%,0.0%,515531.0,Pellegrini,0.0,0.0,0.0,4.65,18.6,0.0,0.0,11.63,0.0,65.12,0.0
515540,Stará Bašta - Óbást,6,HU,9.1%,87.3%,0.0%,0.0%,515540.0,Forró,0.0,0.0,73.21,2.68,8.93,0.0,0.0,0.89,0.0,14.29,0.0
515566,Stránska - Oldalfala,6,SK,50.1%,47.8%,1.2%,0.0%,515566.0,Pellegrini,0.0,0.0,7.69,15.38,7.69,2.56,0.0,11.54,0.0,55.13,0.0
515574,Leváre - Lévárt,6,HU,8.8%,83.8%,1.3%,0.0%,515574.0,Forró,0.0,0.0,82.5,7.5,5.0,0.0,0.0,0.0,0.0,5.0,0.0
515582,Studená - Medveshidegkút,6,HU,18.3%,78.4%,2.9%,0.0%,515582.0,Forró,1.39,0.0,52.78,2.78,9.72,0.0,0.0,19.44,0.0,12.5,1.39
515591,Sušany,6,SK,97.4%,0.7%,0.0%,0.0%,515591.0,Pellegrini,0.0,2.31,0.46,8.33,34.26,2.31,2.31,1.39,0.0,48.61,0.0
515604,Sútor - Szútor,6,HU,6.0%,82.4%,8.8%,0.0%,515604.0,Pellegrini,0.0,0.0,4.35,0.0,13.04,0.0,0.0,8.7,0.0,73.91,0.0
515612,Tornaľa - Tornalja,6,HU,30.9%,58.3%,2.8%,0.0%,515612.0,Pellegrini,0.19,0.13,28.42,7.47,22.21,1.25,1.0,3.45,0.13,35.76,0.0
515621,Šimonovce - Rimasimonyi,6,HU,12.3%,71.4%,13.6%,0.0%,515621.0,Forró,0.0,0.0,36.89,1.94,7.77,0.97,0.0,19.42,0.0,33.01,0.0
515639,Širkovce - Serke,6,HU,8.6%,85.9%,2.7%,0.0%,515639.0,Forró,0.0,0.0,54.26,10.85,6.2,0.0,0.78,2.33,0.0,25.58,0.0
515647,Španie Pole,6,SK,96.1%,1.3%,0.0%,0.0%,515647.0,Pellegrini,0.0,0.0,5.56,22.22,5.56,8.33,0.0,0.0,0.0,58.33,0.0
515655,Štrkovec - Kövecses,6,HU,11.8%,67.9%,18.9%,0.0%,515655.0,Forró,0.0,0.0,52.38,8.57,6.67,0.0,0.0,3.81,0.0,28.57,0.0
515663,Tachty - Tajti,6,HU,10.6%,88.0%,0.0%,0.0%,515663.0,Forró,1.0,0.0,72.5,4.5,2.5,0.0,1.0,3.5,0.0,15.0,0.0
515671,Teplý Vrch,6,SK,93.5%,1.4%,0.0%,0.0%,515671.0,Pellegrini,1.5,0.0,1.5,19.55,22.56,0.0,3.01,0.0,0.0,51.88,0.0
515680,Tisovec,6,SK,96.3%,0.4%,0.3%,0.0%,515680.0,Pellegrini,0.15,0.23,0.08,16.02,28.93,1.82,2.58,1.82,0.15,48.22,0.0
515698,Tomášovce (RS) - Balogtamási,6,HU,12.2%,82.4%,2.0%,0.0%,515698.0,Pellegrini,0.0,0.0,31.91,8.51,10.64,4.26,0.0,2.13,0.0,42.55,0.0
515701,Uzovská Panica - Uzapanyit,6,HU,20.2%,62.6%,14.0%,0.0%,515701.0,Korčok,0.0,1.08,26.88,7.53,31.18,2.15,2.15,3.23,0.0,24.73,1.08
515710,Včelince - Méhi,6,HU,21.4%,61.6%,15.8%,0.0%,515710.0,Forró,0.0,0.0,37.07,8.62,26.72,0.0,1.72,0.86,0.86,24.14,0.0
515728,Večelkov - Vecseklő,6,HU,14.3%,81.8%,1.3%,0.0%,515728.0,Forró,0.0,0.0,71.62,2.7,8.11,4.05,0.0,1.35,0.0,12.16,0.0
515736,Veľké Teriakovce,6,SK,93.1%,3.2%,1.3%,0.0%,515736.0,Pellegrini,0.36,0.36,0.71,12.5,20.36,1.43,2.14,2.86,0.36,58.93,0.0
515744,Veľký Blh - Vámosbalog,6,HU,24.9%,56.1%,17.7%,0.0%,515744.0,Forró,0.0,0.0,40.2,7.04,18.59,0.5,0.0,3.02,0.0,30.65,0.0
515752,Vieska nad Blhom - Balogújfalu,6,HU,3.4%,93.8%,2.8%,0.0%,515752.0,Pellegrini,0.0,0.0,24.39,0.0,4.88,4.88,0.0,2.44,0.0,60.98,2.44
515761,Višňové (RA) - Kisvisnyó,6,SK,50.8%,47.5%,1.7%,0.0%,515761.0,Pellegrini,0.0,0.0,4.55,0.0,13.64,0.0,9.09,0.0,0.0,72.73,0.0
515779,Vlkyňa - Velkenye,6,HU,6.7%,87.4%,5.1%,0.0%,515779.0,Forró,0.0,0.0,68.75,4.69,6.25,1.56,0.0,3.12,0.0,15.62,0.0
515795,Valice - Alsóvály,6,HU,18.8%,76.2%,1.9%,0.0%,515795.0,Forró,1.56,0.0,34.38,4.69,10.94,1.56,1.56,25.0,0.0,20.31,0.0
515809,Vyšný Skálnik,6,SK,98.5%,0.7%,0.0%,0.0%,515809.0,Pellegrini,0.0,1.41,0.0,8.45,35.21,0.0,5.63,0.0,0.0,49.3,0.0
515817,Zádor - Zádorháza,6,HU,11.9%,74.8%,3.7%,0.0%,515817.0,Forró,0.0,0.0,64.52,6.45,9.68,0.0,0.0,0.0,0.0,19.35,0.0
515833,Žiar (RA) - Zsór,6,HU,36.0%,64.0%,0.0%,0.0%,515833.0,Forró,0.0,0.0,36.59,4.88,12.2,0.0,0.0,9.76,0.0,36.59,0.0
515841,Žíp - Zsip,6,HU,3.2%,92.2%,0.4%,0.0%,515841.0,Forró,8.77,0.0,50.88,8.77,0.0,1.75,0.0,12.28,0.0,17.54,0.0
515850,Veľký Krtíš,6,SK,84.5%,4.8%,0.4%,0.0%,515850.0,Pellegrini,0.0,0.62,1.37,12.24,34.76,0.92,1.62,2.16,0.0,46.27,0.03
515868,Balog nad Ipľom - Ipolybalog,6,HU,14.5%,82.3%,0.1%,0.0%,515868.0,Forró,0.0,0.29,70.35,2.03,9.88,0.87,0.0,2.33,0.0,14.24,0.0
515876,Bátorová,6,SK,86.7%,11.6%,0.0%,0.0%,515876.0,Pellegrini,0.0,0.75,7.52,11.28,24.81,0.75,1.5,6.77,0.0,46.62,0.0
515884,Brusník,6,SK,99.1%,0.0%,0.0%,0.0%,515884.0,Pellegrini,0.0,0.0,0.0,13.46,3.85,5.77,1.92,1.92,0.0,73.08,0.0
515892,Bušince - Bussa,6,SK,73.8%,20.4%,0.6%,0.0%,515892.0,Pellegrini,0.0,0.62,14.95,9.03,21.81,1.56,1.56,3.74,0.0,46.73,0.0
515906,Čebovce - Csáb,6,HU,42.8%,55.4%,0.1%,0.0%,515906.0,Pellegrini,0.0,0.93,27.73,9.97,22.74,0.0,0.62,1.56,0.0,36.14,0.31
515914,Čeláre - Csalár,6,SK,69.6%,24.2%,0.4%,0.0%,515914.0,Pellegrini,0.0,4.72,14.15,11.32,26.42,4.72,0.0,7.55,0.94,30.19,0.0
515922,Čelovce (VK),6,SK,96.3%,0.2%,0.7%,0.0%,515922.0,Pellegrini,0.91,0.0,0.0,9.09,15.45,3.64,0.91,1.82,0.91,66.36,0.91
515931,Červeňany,6,SK,100.0%,0.0%,0.0%,0.0%,515931.0,Pellegrini,0.0,0.0,0.0,18.75,37.5,0.0,0.0,0.0,0.0,43.75,0.0
515949,Dačov Lom,6,SK,95.5%,0.0%,0.0%,0.0%,515949.0,Pellegrini,0.0,0.0,0.0,14.29,19.55,0.0,0.75,2.26,0.0,63.16,0.0
515957,Dolinka - Inám,6,HU,12.1%,87.0%,0.0%,0.0%,515957.0,Forró,0.0,0.0,66.11,7.22,4.44,0.56,0.0,0.0,0.0,21.67,0.0
515965,Dolná Strehová,6,SK,96.4%,0.3%,0.2%,0.0%,515965.0,Pellegrini,0.0,0.24,0.0,11.98,30.81,1.71,1.96,3.42,0.24,49.63,0.0
515973,Dolné Plachtince,6,SK,87.1%,1.2%,1.2%,0.0%,515973.0,Pellegrini,0.39,0.0,0.78,15.95,27.24,2.33,1.56,1.17,0.0,50.58,0.0
515981,Dolné Strháre,6,SK,93.9%,2.0%,0.0%,0.5%,515981.0,Pellegrini,0.0,0.0,2.15,17.2,24.73,1.08,1.08,2.15,0.0,51.61,0.0
515990,Ďurkovce - Gyürki,6,SK,55.6%,42.1%,0.0%,0.0%,515990.0,Pellegrini,0.0,0.0,13.51,5.41,32.43,0.0,0.0,2.7,0.0,45.95,0.0
516007,Glabušovce - Galábocs,6,SK,70.8%,23.0%,1.8%,0.0%,516007.0,Pellegrini,0.0,0.0,20.0,21.67,18.33,0.0,0.0,13.33,0.0,25.0,1.67
516015,Horná Strehová,6,SK,98.7%,0.0%,0.0%,0.0%,516015.0,Pellegrini,0.0,0.0,0.0,9.09,38.18,3.64,1.82,5.45,0.0,41.82,0.0
516023,Horné Plachtince,6,SK,95.2%,1.4%,0.0%,0.0%,516023.0,Pellegrini,0.0,0.0,0.0,8.64,19.75,0.0,2.47,2.47,0.0,66.67,0.0
516031,Horné Strháre,6,SK,96.5%,1.6%,0.0%,0.0%,516031.0,Pellegrini,0.0,1.05,0.0,9.47,28.42,3.16,1.05,3.16,0.0,53.68,0.0
516040,Hrušov (VK),6,SK,93.9%,0.5%,0.0%,0.0%,516040.0,Pellegrini,0.0,1.78,1.02,9.14,28.93,1.52,2.79,2.03,0.0,52.79,0.0
516058,Chrastince,6,SK,81.7%,11.5%,2.9%,0.0%,516058.0,Pellegrini,0.0,0.0,3.51,24.56,21.05,1.75,0.0,0.0,0.0,49.12,0.0
516066,Chrťany,6,SK,99.1%,0.0%,0.0%,0.0%,516066.0,Pellegrini,2.27,0.0,0.0,9.09,18.18,2.27,0.0,2.27,0.0,63.64,2.27
516074,Ipeľské Predmostie - Ipolyhídvég,6,HU,24.6%,73.2%,0.0%,0.0%,516074.0,Forró,0.0,0.0,47.2,2.48,14.29,1.86,0.0,1.24,0.0,32.92,0.0
516082,Kamenné Kosihy - Kőkeszi,6,HU,35.6%,63.0%,0.0%,0.0%,516082.0,Pellegrini,0.0,0.68,29.93,8.16,23.81,2.04,0.0,3.4,0.0,31.97,0.0
516091,Kiarov - Ipolykér,6,HU,41.4%,57.1%,0.4%,0.0%,516091.0,Pellegrini,0.0,0.0,11.96,20.65,15.22,0.0,0.0,4.35,0.0,46.74,1.09
516104,Kleňany - Kelenye,6,HU,14.7%,82.7%,0.0%,0.0%,516104.0,Forró,0.0,0.0,52.81,13.48,7.87,1.12,0.0,5.62,0.0,19.1,0.0
516112,Koláre - Kóvár,6,HU,24.3%,73.3%,0.4%,0.0%,516112.0,Forró,0.0,0.0,43.53,2.35,16.47,2.35,1.18,0.0,0.0,34.12,0.0
516121,Kosihovce - Dacsókeszi,6,SK,72.1%,26.8%,0.5%,0.0%,516121.0,Pellegrini,0.0,0.0,7.25,19.57,23.19,0.72,0.72,2.17,0.0,46.38,0.0
516139,Kosihy nad Ipľom - Ipolykeszi,6,HU,18.8%,77.0%,0.0%,0.0%,516139.0,Forró,0.0,0.0,49.51,3.88,12.62,1.94,0.0,2.91,0.0,29.13,0.0
516147,Kováčovce - Szécsénykovácsi,6,HU,44.7%,52.5%,0.0%,0.0%,516147.0,Pellegrini,0.0,0.0,12.77,10.64,25.53,0.0,0.0,10.64,0.0,40.43,0.0
516155,Lesenice,6,SK,85.6%,10.3%,0.4%,0.0%,516155.0,Pellegrini,0.0,0.0,5.59,8.38,29.61,1.68,1.12,6.7,0.0,46.93,0.0
516163,Ľuboriečka,6,SK,93.8%,0.0%,0.0%,0.0%,516163.0,Pellegrini,0.0,0.0,0.0,29.89,11.49,1.15,1.15,4.6,0.0,51.72,0.0
516171,Malá Čalomija,6,SK,87.6%,9.3%,0.0%,0.0%,516171.0,Pellegrini,0.0,0.0,3.16,11.58,21.05,1.05,4.21,1.05,0.0,57.89,0.0
516198,Malé Zlievce,6,SK,94.9%,1.7%,0.0%,0.0%,516198.0,Pellegrini,0.0,0.0,0.8,10.4,32.0,1.6,1.6,3.2,1.6,48.8,0.0
516210,Modrý Kameň,6,SK,93.5%,1.5%,0.6%,0.0%,516210.0,Pellegrini,0.18,0.53,1.07,13.14,33.21,1.6,2.31,1.07,0.0,46.71,0.18
516228,Muľa,6,SK,79.4%,14.2%,0.0%,0.0%,516228.0,Pellegrini,0.0,0.0,14.29,8.57,17.14,2.86,0.0,25.71,0.0,31.43,0.0
516236,Nenince - Lukanénye,6,HU,43.9%,54.6%,0.0%,0.0%,516236.0,Forró,0.0,0.0,37.29,7.08,27.71,0.83,0.21,3.54,0.0,23.12,0.21
516244,Nová Ves,6,SK,89.8%,1.8%,0.0%,0.0%,516244.0,Pellegrini,0.58,1.16,0.58,19.08,19.65,0.58,0.58,1.73,0.0,55.49,0.58
516252,Obeckov,6,SK,94.4%,1.4%,0.2%,0.0%,516252.0,Pellegrini,0.6,0.0,1.2,13.25,16.27,1.2,3.01,0.0,0.0,64.46,0.0
516261,Olováry - Óvár,6,HU,27.7%,71.2%,0.0%,0.0%,516261.0,Pellegrini,0.0,3.42,27.35,7.69,23.93,1.71,0.0,4.27,0.0,31.62,0.0
516279,Opatovská Nová Ves - Apátújfalu,6,SK,49.8%,45.8%,0.0%,0.0%,516279.0,Pellegrini,0.0,0.64,22.93,8.92,24.2,3.18,1.91,3.18,0.0,35.03,0.0
516287,Opava,6,SK,83.6%,8.2%,0.0%,0.0%,516287.0,Pellegrini,0.0,0.0,3.45,0.0,20.69,0.0,0.0,0.0,0.0,75.86,0.0
516295,Pôtor,6,SK,95.7%,0.8%,0.9%,0.0%,516295.0,Pellegrini,0.0,0.0,0.39,19.46,23.74,1.95,1.17,5.84,0.39,47.08,0.0
516309,Pravica,6,SK,93.2%,0.0%,5.1%,0.0%,516309.0,Harabin,0.0,0.0,4.0,48.0,12.0,0.0,0.0,0.0,0.0,36.0,0.0
516317,Príbelce,6,SK,96.6%,0.7%,0.0%,0.0%,516317.0,Pellegrini,0.34,0.69,0.34,12.41,26.21,1.03,3.79,1.03,0.0,54.14,0.0
516333,Sečianky - Ipolyszécsényke,6,HU,20.9%,74.6%,1.8%,0.0%,516333.0,Forró,0.0,0.99,70.3,5.94,5.94,0.99,0.0,1.98,0.0,13.86,0.0
516341,Seľany - Szelény,6,SK,59.3%,34.6%,0.0%,0.0%,516341.0,Pellegrini,0.0,0.0,13.46,21.15,15.38,3.85,0.0,0.0,0.0,46.15,0.0
516368,Senné (VK),6,SK,96.8%,0.0%,1.6%,0.0%,516368.0,Pellegrini,0.0,0.0,0.0,20.0,20.0,1.18,0.0,0.0,0.0,58.82,0.0
516376,Sklabiná,6,SK,92.5%,0.8%,1.4%,0.1%,516376.0,Pellegrini,0.0,0.69,0.69,13.15,20.76,1.38,0.35,2.08,0.35,60.55,0.0
516384,Slovenské Ďarmoty,6,SK,67.7%,16.5%,6.9%,0.0%,516384.0,Pellegrini,0.0,0.0,5.0,10.83,25.83,2.5,0.0,5.83,0.0,50.0,0.0
516392,Slovenské Kľačany,6,SK,94.7%,1.2%,3.5%,0.0%,516392.0,Pellegrini,0.0,0.0,0.0,7.46,25.37,2.99,4.48,2.99,1.49,55.22,0.0
516406,Stredné Plachtince,6,SK,96.2%,0.2%,1.0%,0.0%,516406.0,Pellegrini,0.95,0.0,0.0,11.37,26.07,1.42,1.42,2.37,0.0,56.4,0.0
516414,Sucháň,6,SK,97.7%,0.0%,1.1%,0.0%,516414.0,Pellegrini,0.0,1.15,0.0,13.79,11.49,0.0,2.3,1.15,0.0,68.97,1.15
516422,Suché Brezovo,6,SK,97.9%,1.1%,0.0%,0.0%,516422.0,Pellegrini,0.0,0.0,0.0,12.5,32.5,0.0,0.0,7.5,0.0,47.5,0.0
516431,Širákov - Sirak,6,HU,42.1%,56.3%,0.0%,0.0%,516431.0,Pellegrini,0.0,0.0,11.94,11.94,19.4,1.49,0.0,4.48,0.0,50.75,0.0
516449,Šuľa,6,SK,97.3%,1.4%,0.0%,0.0%,516449.0,Pellegrini,0.0,0.0,0.0,19.51,7.32,0.0,0.0,2.44,0.0,70.73,0.0
516457,Trebušovce - Terbegec,6,HU,20.1%,78.7%,0.0%,0.0%,516457.0,Pellegrini,0.0,1.39,25.0,5.56,26.39,1.39,0.0,6.94,0.0,33.33,0.0
516465,Veľká Čalomija - Nagycsalomja,6,HU,39.6%,57.2%,0.0%,0.0%,516465.0,Pellegrini,0.0,0.0,27.75,7.49,19.38,1.76,1.32,1.76,0.0,40.53,0.0
516473,Veľká Ves nad Ipľom - Ipolynagyfalu,6,HU,34.8%,59.5%,1.7%,0.0%,516473.0,Forró,0.0,0.0,36.36,6.06,19.7,0.76,0.0,3.79,0.0,32.58,0.76
516490,Veľké Zlievce,6,SK,88.8%,7.8%,1.6%,0.0%,516490.0,Pellegrini,0.0,0.78,5.43,13.95,17.83,1.55,2.33,3.1,0.78,54.26,0.0
516503,Veľký Lom,6,SK,89.9%,0.0%,0.0%,0.0%,516503.0,Pellegrini,0.0,0.0,0.0,14.04,10.53,0.0,0.0,0.0,0.0,75.44,0.0
516511,Vieska (VK),6,SK,95.4%,0.0%,0.5%,0.0%,516511.0,Pellegrini,1.11,0.0,0.0,6.67,16.67,0.0,3.33,6.67,0.0,65.56,0.0
516520,Vinica - Ipolynyék,6,HU,17.7%,78.9%,0.1%,0.0%,516520.0,Forró,0.0,0.0,60.6,3.89,14.49,0.35,0.0,2.65,0.0,18.02,0.0
516538,Vrbovka - Ipolyvarbó,6,HU,27.4%,70.5%,0.0%,0.0%,516538.0,Forró,0.73,0.0,50.36,5.11,8.03,3.65,0.0,2.19,0.73,29.2,0.0
516546,Záhorce,6,SK,94.8%,2.8%,0.0%,0.0%,516546.0,Pellegrini,0.0,0.0,0.72,19.78,21.94,0.72,0.0,0.72,0.36,55.76,0.0
516554,Závada (VK),6,SK,91.6%,0.5%,0.2%,0.0%,516554.0,Pellegrini,0.64,0.64,0.0,7.05,31.41,0.0,1.92,0.64,0.0,57.69,0.0
516562,Zombor,6,SK,98.0%,0.7%,0.0%,0.0%,516562.0,Pellegrini,0.0,5.26,2.63,7.89,28.95,2.63,0.0,7.89,0.0,44.74,0.0
516571,Želovce,6,SK,86.5%,10.9%,0.0%,0.0%,516571.0,Pellegrini,0.0,0.25,5.6,13.49,28.75,1.53,1.02,1.27,0.0,48.09,0.0
516589,Žiar nad Hronom,6,SK,88.1%,0.4%,0.4%,0.1%,516589.0,Pellegrini,0.09,0.33,0.12,11.84,38.2,0.68,2.04,1.25,0.1,45.29,0.06
516597,Svätý Anton,6,SK,94.4%,0.2%,0.2%,0.0%,516597.0,Pellegrini,0.18,0.18,0.37,12.55,39.67,0.92,1.48,0.37,0.0,44.28,0.0
516601,Baďan,6,SK,76.0%,0.0%,21.0%,0.0%,516601.0,Pellegrini,0.0,0.0,0.0,12.05,19.28,1.2,2.41,2.41,0.0,62.65,0.0
516627,Banská Belá,6,SK,94.4%,0.1%,0.3%,0.0%,516627.0,Korčok,0.19,0.57,0.0,9.35,42.94,0.57,2.29,1.34,0.38,41.79,0.57
516643,Banská Štiavnica,6,SK,95.7%,0.3%,0.5%,0.0%,516643.0,Korčok,0.07,0.6,0.07,12.65,41.96,0.74,2.1,1.33,0.26,40.15,0.07
516651,Banský Studenec,6,SK,97.2%,0.0%,1.1%,0.0%,516651.0,Pellegrini,0.0,0.52,0.0,4.64,30.93,4.12,2.58,1.55,0.0,55.67,0.0
516660,Bartošova Lehôtka,6,SK,95.5%,0.0%,0.0%,0.0%,516660.0,Pellegrini,0.56,1.13,0.0,19.77,30.51,2.26,3.39,1.13,0.0,40.11,1.13
516678,Beluj,6,SK,94.9%,0.0%,0.0%,0.0%,516678.0,Korčok,0.0,0.0,0.0,23.64,36.36,0.0,3.64,0.0,0.0,36.36,0.0
516708,Bzenica,6,SK,97.9%,0.0%,0.2%,0.0%,516708.0,Pellegrini,0.0,0.0,0.0,19.44,26.65,0.63,0.94,0.94,0.0,51.41,0.0
516716,Dekýš,6,SK,100.0%,0.0%,0.0%,0.0%,516716.0,Pellegrini,0.0,1.1,0.0,15.38,36.26,0.0,0.0,0.0,0.0,47.25,0.0
516724,Dolná Trnávka,6,SK,99.1%,0.0%,0.0%,0.0%,516724.0,Korčok,0.0,3.08,0.0,13.33,37.95,7.18,1.54,3.08,0.0,33.85,0.0
516732,Dolná Ves,6,SK,95.0%,0.0%,0.0%,0.0%,516732.0,Pellegrini,0.0,2.0,0.0,11.0,36.0,1.0,1.0,0.0,1.0,48.0,0.0
516741,Dolná Ždaňa,6,SK,92.2%,0.0%,1.5%,0.0%,516741.0,Pellegrini,0.29,0.29,0.0,18.16,35.16,0.58,1.73,1.44,0.29,42.07,0.0
516759,Hodruša-Hámre,6,SK,92.6%,0.0%,0.4%,0.1%,516759.0,Pellegrini,0.0,0.43,0.0,14.33,30.05,1.18,1.82,1.28,0.11,50.8,0.0
516767,Hliník nad Hronom,6,SK,92.0%,0.1%,0.2%,0.0%,516767.0,Pellegrini,0.0,0.95,0.08,14.03,34.04,0.95,3.86,2.05,0.16,43.74,0.16
516791,Horná Ždaňa,6,SK,97.2%,0.2%,0.0%,0.0%,516791.0,Pellegrini,0.0,1.26,0.0,11.34,36.55,0.84,2.94,1.68,0.0,45.38,0.0
516805,Horné Hámre,6,SK,97.0%,0.3%,0.2%,0.0%,516805.0,Korčok,0.0,1.79,0.0,12.2,39.58,0.6,3.57,3.27,0.0,38.99,0.0
516813,Hrabičov,6,SK,97.2%,0.4%,0.0%,0.0%,516813.0,Pellegrini,0.0,0.0,0.0,20.6,22.75,1.72,0.86,1.29,0.0,52.79,0.0
516821,Hronská Dúbrava,6,SK,93.5%,0.2%,0.7%,0.0%,516821.0,Pellegrini,0.0,0.0,0.0,13.47,31.09,0.52,3.11,1.04,0.0,50.78,0.0
516830,Hronský Beňadik,6,SK,96.8%,0.1%,0.4%,0.0%,516830.0,Pellegrini,0.2,1.98,0.2,11.49,23.76,1.39,2.18,1.39,0.2,57.23,0.0
516848,Ihráč,6,SK,98.6%,0.0%,0.0%,0.0%,516848.0,Pellegrini,0.0,1.31,0.44,12.66,37.99,1.31,3.06,2.62,0.0,40.17,0.44
516856,Ilija,6,SK,99.7%,0.0%,0.0%,0.0%,516856.0,Pellegrini,0.0,0.0,0.0,9.23,38.97,1.03,2.05,1.03,0.51,47.18,0.0
516872,Janova Lehota,6,SK,93.2%,0.0%,0.4%,0.5%,516872.0,Pellegrini,0.0,0.24,0.24,4.83,31.16,1.69,1.45,1.93,0.0,58.45,0.0
516881,Jastrabá,6,SK,95.6%,0.2%,0.0%,0.0%,516881.0,Korčok,0.0,0.75,0.0,14.61,48.31,0.37,1.87,0.0,0.0,33.71,0.37
516902,Kľak,6,SK,96.1%,0.0%,0.0%,0.0%,516902.0,Pellegrini,0.0,0.0,0.0,6.74,30.34,3.37,2.25,0.0,1.12,55.06,1.12
516937,Kopernica,6,SK,93.2%,0.3%,0.0%,0.0%,516937.0,Korčok,0.0,0.79,0.0,23.62,34.65,0.79,3.15,1.57,0.79,33.86,0.79
516945,Kosorín,6,SK,95.2%,0.2%,0.0%,0.0%,516945.0,Pellegrini,0.44,0.0,0.0,7.49,26.43,3.52,2.64,2.64,0.44,56.39,0.0
516953,Kozelník,6,SK,98.8%,0.0%,0.0%,0.0%,516953.0,Pellegrini,0.0,0.0,0.0,15.0,28.75,1.25,6.25,1.25,0.0,47.5,0.0
516961,Krahule,6,SK,91.9%,0.4%,0.0%,0.0%,516961.0,Korčok,0.7,1.41,0.0,3.52,56.34,1.41,3.52,2.11,0.0,30.99,0.0
516970,Kremnica,6,SK,93.4%,0.2%,0.7%,0.1%,516970.0,Korčok,0.19,0.44,0.0,8.97,55.46,0.93,1.95,1.27,0.05,30.7,0.05
516988,Kremnické Bane,6,SK,93.7%,0.0%,0.0%,0.0%,516988.0,Korčok,0.0,2.86,0.0,9.52,41.9,0.0,3.81,0.95,0.95,40.0,0.0
516996,Kunešov,6,SK,88.6%,0.0%,0.0%,0.0%,516996.0,Pellegrini,1.23,0.0,0.0,4.94,39.51,3.7,3.7,1.23,1.23,44.44,0.0
517011,Lehôtka pod Brehmi,6,SK,89.4%,0.3%,2.0%,0.0%,517011.0,Pellegrini,0.0,0.0,0.0,9.78,25.0,1.63,2.17,2.72,0.0,58.7,0.0
517020,Lovča,6,SK,98.1%,0.1%,0.0%,0.0%,517020.0,Pellegrini,0.31,0.92,0.0,13.76,37.92,0.0,2.75,1.83,0.0,42.2,0.31
517038,Lovčica-Trubín,6,SK,98.3%,0.0%,0.1%,0.0%,517038.0,Pellegrini,0.26,0.38,0.26,11.65,39.69,0.9,2.3,1.02,0.26,43.28,0.0
517046,Lúčky (ZH),6,SK,97.4%,0.5%,0.0%,0.0%,517046.0,Korčok,0.0,2.44,0.0,19.51,46.34,0.0,3.66,2.44,0.0,25.61,0.0
