obec_code,víťaz,Korčok,Pellegrini
528641,Pellegrini,0.0,100.0
528650,Korčok,0.0,0.0
528668,Korčok,0.0,0.0
528676,Pellegrini,9.09,90.91
528684,Korčok,100.0,0.0
528692,Korčok,0.0,0.0
528706,Korčok,0.0,0.0
528714,Korčok,0.0,0.0
528722,Pellegrini,15.38,84.62
528731,Pellegrini,40.0,60.0
528749,Korčok,0.0,0.0
528757,Pellegrini,0.0,100.0
528765,Pellegrini,0.0,100.0
528773,Korčok,0.0,0.0
528781,Korčok,0.0,0.0
528790,Pellegrini,0.0,100.0
528803,Korčok,50.0,50.0
528811,Korčok,0.0,0.0
528820,Pellegrini,0.0,100.0
528838,Pellegrini,0.0,100.0
528846,Korčok,0.0,0.0
528854,Pellegrini,25.0,75.0
528862,Pellegrini,0.0,100.0
528871,Korčok,100.0,0.0
528889,Korčok,0.0,0.0
528897,Pellegrini,0.0,100.0
528901,Pellegrini,20.0,80.0
528919,Pellegrini,0.0,100.0
528927,Pellegrini,0.0,100.0
528935,Korčok,0.0,0.0
528943,Pellegrini,25.0,75.0
528951,Pellegrini,0.0,100.0
528960,Pellegrini,0.0,100.0
528978,Pellegrini,0.0,100.0
528986,Korčok,0.0,0.0
528994,Korčok,0.0,0.0
529001,Korčok,0.0,0.0
529010,Korčok,0.0,0.0
529028,Korčok,0.0,0.0
529036,Korčok,0.0,0.0
529044,Korčok,0.0,0.0
529052,Korčok,50.0,50.0
529061,Korčok,0.0,0.0
529079,Pellegrini,0.0,100.0
529087,Korčok,0.0,0.0
529095,Pellegrini,0.0,100.0
529109,Korčok,0.0,0.0
529117,Korčok,0.0,0.0
529125,Pellegrini,16.67,83.33
529133,Pellegrini,20.0,80.0
529141,Pellegrini,0.0,100.0
529150,Korčok,0.0,0.0
529168,Pellegrini,0.0,100.0
529176,Pellegrini,0.0,100.0
529184,Pellegrini,0.0,100.0
529192,Pellegrini,0.0,100.0
529206,Korčok,0.0,0.0
529214,Korčok,0.0,0.0
529222,Pellegrini,0.0,100.0
529231,Pellegrini,20.0,80.0
529249,Pellegrini,0.0,100.0
529257,Pellegrini,33.33,66.67
529265,Pellegrini,25.0,75.0
529273,Korčok,0.0,0.0
529281,Korčok,0.0,0.0
529290,Korčok,0.0,0.0
542652,Pellegrini,17.78,82.22
542661,Korčok,0.0,0.0
542695,Korčok,100.0,0.0
542709,Korčok,100.0,0.0
542717,Pellegrini,0.0,100.0
542733,Pellegrini,12.5,87.5
542741,Korčok,0.0,0.0
542776,Korčok,0.0,0.0
542792,Korčok,100.0,0.0
542806,Korčok,0.0,0.0
542822,Pellegrini,0.0,100.0
542849,Pellegrini,0.0,100.0
542857,Korčok,100.0,0.0
542873,Korčok,0.0,0.0
542881,Korčok,0.0,0.0
542890,Pellegrini,0.0,100.0
542920,Korčok,100.0,0.0
542938,Pellegrini,0.0,100.0
542954,Pellegrini,25.0,75.0
542962,Korčok,0.0,0.0
542971,Pellegrini,0.0,100.0
543004,Pellegrini,15.79,84.21
543039,Pellegrini,0.0,100.0
543047,Pellegrini,0.0,100.0
543055,Pellegrini,0.0,100.0
543063,Pellegrini,16.67,83.33
543071,Pellegrini,0.0,100.0
543080,Korčok,100.0,0.0
543101,Pellegrini,0.0,100.0
543110,Pellegrini,0.0,100.0
543136,Korčok,0.0,0.0
543144,Korčok,0.0,0.0
543152,Pellegrini,0.0,100.0
543161,Pellegrini,0.0,100.0
543179,Pellegrini,0.0,100.0
543187,Korčok,66.67,33.33
543195,Pellegrini,0.0,100.0
543209,Korčok,0.0,0.0
543225,Pellegrini,0.0,100.0
543233,Pellegrini,20.0,80.0
543241,Pellegrini,33.33,66.67
543250,Korčok,0.0,0.0
543268,Pellegrini,41.67,58.33
543276,Pellegrini,0.0,100.0
543284,Pellegrini,0.0,100.0
543292,Pellegrini,4.76,95.24
543306,Pellegrini,0.0,100.0
543314,Korčok,0.0,0.0
543322,Pellegrini,0.0,100.0
543331,Pellegrini,14.29,85.71
543349,Pellegrini,33.33,66.67
543357,Pellegrini,0.0,100.0
543365,Pellegrini,0.0,100.0
543373,Korčok,50.0,50.0
543381,Korčok,60.0,40.0
543390,Korčok,0.0,0.0
543403,Pellegrini,0.0,100.0
543411,Pellegrini,40.0,60.0
543420,Korčok,0.0,0.0
543438,Pellegrini,0.0,100.0
543446,Korčok,0.0,0.0
543454,Korčok,0.0,0.0
543462,Korčok,50.0,50.0
543471,Korčok,0.0,0.0
543489,Pellegrini,0.0,100.0
543497,Pellegrini,28.57,71.43
543501,Korčok,50.0,50.0
543519,Pellegrini,0.0,100.0
543527,Pellegrini,0.0,100.0
543535,Pellegrini,25.0,75.0
543551,Korčok,0.0,0.0
543560,Pellegrini,0.0,100.0
543578,Pellegrini,0.0,100.0
543586,Pellegrini,11.11,88.89
543594,Pellegrini,0.0,100.0
543608,Pellegrini,0.0,100.0
543616,Pellegrini,0.0,100.0
543624,Pellegrini,28.57,71.43
543632,Pellegrini,0.0,100.0
543641,Pellegrini,0.0,100.0
543659,Korčok,50.0,50.0
543667,Pellegrini,0.0,100.0
543675,Pellegrini,0.0,100.0
543683,Korčok,0.0,0.0
543691,Korčok,0.0,0.0
543705,Korčok,0.0,0.0
543713,Korčok,0.0,0.0
543721,Pellegrini,0.0,100.0
543730,Korčok,0.0,0.0
543748,Korčok,100.0,0.0
543756,Korčok,0.0,0.0
543764,Korčok,0.0,0.0
543772,Pellegrini,0.0,100.0
543781,Pellegrini,0.0,100.0
543799,Korčok,0.0,0.0
543802,Pellegrini,0.0,100.0
543811,Korčok,0.0,0.0
543829,Korčok,100.0,0.0
543845,Pellegrini,33.33,66.67
543853,Pellegrini,25.0,75.0
543861,Korčok,66.67,33.33
543870,Korčok,0.0,0.0
543888,Korčok,0.0,0.0
543896,Korčok,0.0,0.0
543900,Pellegrini,0.0,100.0
543918,Pellegrini,0.0,100.0
543926,Korčok,0.0,0.0
543934,Pellegrini,0.0,100.0
543942,Korčok,0.0,0.0
543951,Pellegrini,0.0,100.0
543969,Korčok,0.0,0.0
543977,Korčok,100.0,0.0
543985,Korčok,0.0,0.0
543993,Korčok,0.0,0.0
544001,Korčok,50.0,50.0
544019,Korčok,66.67,33.33
544027,Pellegrini,0.0,100.0
544035,Pellegrini,0.0,100.0
544043,Pellegrini,0.0,100.0
544051,Pellegrini,2.27,97.73
544060,Korčok,0.0,0.0
544078,Korčok,0.0,0.0
544086,Pellegrini,0.0,100.0
544094,Pellegrini,12.5,87.5
544108,Pellegrini,0.0,100.0
544116,Pellegrini,0.0,100.0
544124,Pellegrini,0.0,100.0
544132,Pellegrini,0.0,100.0
544141,Pellegrini,0.0,100.0
544159,Korčok,100.0,0.0
544167,Korčok,0.0,0.0
544175,Pellegrini,0.0,100.0
544183,Korčok,0.0,0.0
544191,Korčok,0.0,0.0
544205,Korčok,0.0,0.0
544213,Pellegrini,37.5,62.5
544221,Pellegrini,33.33,66.67
544230,Pellegrini,33.33,66.67
545333,Pellegrini,0.0,100.0
545350,Pellegrini,0.0,100.0
545589,Pellegrini,18.18,81.82
545635,Pellegrini,0.0,100.0
545651,Pellegrini,0.0,100.0
545686,Pellegrini,14.29,85.71
545741,Pellegrini,11.76,88.24
545961,Pellegrini,0.0,100.0
546640,Pellegrini,33.33,66.67
546682,Pellegrini,0.0,100.0
547522,Pellegrini,0.0,100.0
547557,Pellegrini,33.33,66.67
547590,Pellegrini,0.0,100.0
547611,Pellegrini,0.0,100.0
547620,Pellegrini,0.0,100.0
555487,Pellegrini,0.0,100.0
555495,Pellegrini,0.0,100.0
555509,Pellegrini,0.0,100.0
555517,Korčok,0.0,0.0
555541,Korčok,100.0,0.0
555568,Pellegrini,0.0,100.0
555576,Korčok,50.0,50.0
555606,Pellegrini,0.0,100.0
555649,Korčok,0.0,0.0
555665,Pellegrini,0.0,100.0
555673,Pellegrini,0.0,100.0
555720,Pellegrini,0.0,100.0
555746,Pellegrini,0.0,100.0
555754,Pellegrini,0.0,100.0
555789,Pellegrini,0.0,100.0
555819,Korčok,0.0,0.0
555827,Pellegrini,0.0,100.0
555843,Korčok,0.0,0.0
555851,Pellegrini,0.0,100.0
555860,Pellegrini,0.0,100.0
555878,Pellegrini,0.0,100.0
555886,Pellegrini,0.0,100.0
555908,Pellegrini,0.0,100.0
555916,Pellegrini,0.0,100.0
555924,Pellegrini,0.0,100.0
555932,Pellegrini,16.67,83.33
555959,Korčok,0.0,0.0
555967,Korčok,100.0,0.0
555991,Pellegrini,0.0,100.0
556025,Pellegrini,25.0,75.0
556033,Korčok,0.0,0.0
556050,Pellegrini,0.0,100.0
556092,Pellegrini,0.0,100.0
556114,Pellegrini,22.22,77.78
556122,Korčok,100.0,0.0
556131,Pellegrini,0.0,100.0
556149,Pellegrini,20.0,80.0
556157,Pellegrini,33.33,66.67
556165,Pellegrini,0.0,100.0
556173,Korčok,0.0,0.0
556190,Pellegrini,0.0,100.0
556211,Korčok,66.67,33.33
556220,Pellegrini,0.0,100.0
556238,Pellegrini,0.0,100.0
556246,Pellegrini,0.0,100.0
556262,Pellegrini,0.0,100.0
556271,Pellegrini,0.0,100.0
556289,Pellegrini,0.0,100.0
556297,Pellegrini,0.0,100.0
556327,Pellegrini,0.0,100.0
556351,Korčok,0.0,0.0
556360,Korčok,0.0,0.0
556408,Korčok,0.0,0.0
556416,Pellegrini,0.0,100.0
556424,Pellegrini,0.0,100.0
556441,Korčok,100.0,0.0
556459,Pellegrini,0.0,100.0
556475,Pellegrini,0.0,100.0
556483,Pellegrini,15.38,84.62
556491,Pellegrini,0.0,100.0
556513,Pellegrini,20.0,80.0
556521,Korčok,0.0,0.0
556530,Pellegrini,0.0,100.0
556548,Pellegrini,0.0,100.0
556556,Pellegrini,0.0,100.0
556564,Pellegrini,0.0,100.0
556572,Pellegrini,0.0,100.0
556581,Pellegrini,25.0,75.0
556599,Pellegrini,0.0,100.0
556602,Pellegrini,0.0,100.0
556611,Korčok,0.0,0.0
556645,Korčok,0.0,0.0
556653,Pellegrini,20.0,80.0
556661,Korčok,50.0,50.0
556670,Pellegrini,0.0,100.0
556688,Korčok,0.0,0.0
556696,Pellegrini,0.0,100.0
556742,Korčok,0.0,0.0
556777,Korčok,0.0,0.0
556785,Korčok,0.0,0.0
556793,Korčok,0.0,0.0
556807,Korčok,0.0,0.0
556823,Pellegrini,0.0,100.0
557251,Pellegrini,0.0,100.0
557269,Korčok,0.0,0.0
557277,Pellegrini,0.0,100.0
557285,Pellegrini,0.0,100.0
557293,Korčok,0.0,0.0
557307,Pellegrini,0.0,100.0
557315,Korčok,50.0,50.0
557323,Korčok,0.0,0.0
557331,Korčok,0.0,0.0
557340,Korčok,0.0,0.0
557358,Pellegrini,2.63,97.37
557391,Korčok,50.0,50.0
557404,Pellegrini,25.0,75.0
557412,Pellegrini,0.0,100.0
557421,Pellegrini,33.33,66.67
557439,Pellegrini,0.0,100.0
557447,Korčok,66.67,33.33
557471,Pellegrini,12.5,87.5
557480,Korčok,0.0,0.0
557498,Pellegrini,0.0,100.0
557501,Pellegrini,0.0,100.0
557510,Pellegrini,33.33,66.67
557552,Pellegrini,0.0,100.0
557561,Korčok,66.67,33.33
557579,Pellegrini,12.5,87.5
557595,Pellegrini,0.0,100.0
557609,Pellegrini,0.0,100.0
557617,Pellegrini,0.0,100.0
557625,Pellegrini,0.0,100.0
557633,Pellegrini,0.0,100.0
557692,Pellegrini,0.0,100.0
557706,Pellegrini,0.0,100.0
557714,Korčok,0.0,0.0
557757,Pellegrini,0.0,100.0
557765,Korčok,0.0,0.0
557790,Pellegrini,0.0,100.0
557811,Korčok,0.0,0.0
557820,Korčok,0.0,0.0
557854,Korčok,66.67,33.33
557889,Korčok,0.0,0.0
557901,Korčok,0.0,0.0
557919,Korčok,0.0,0.0
557927,Korčok,0.0,0.0
557935,Pellegrini,33.33,66.67
557960,Pellegrini,0.0,100.0
557986,Korčok,50.0,50.0
557994,Pellegrini,40.0,60.0
558087,Pellegrini,0.0,100.0
558133,Pellegrini,0.0,100.0
558168,Korčok,0.0,0.0
558192,Pellegrini,0.0,100.0
558206,Korčok,0.0,0.0
558214,Korčok,100.0,0.0
558222,Korčok,0.0,0.0
558273,Korčok,0.0,0.0
558281,Pellegrini,0.0,100.0
558320,Pellegrini,15.0,85.0
558338,Pellegrini,0.0,100.0
558354,Pellegrini,0.0,100.0
558397,Korčok,0.0,0.0
559547,Pellegrini,0.0,100.0
559598,Korčok,0.0,0.0
559610,Korčok,0.0,0.0
559636,Korčok,0.0,0.0
559644,Korčok,0.0,0.0
559652,Korčok,0.0,0.0
559687,Korčok,0.0,0.0
559784,Pellegrini,0.0,100.0
559831,Pellegrini,0.0,100.0
559865,Pellegrini,0.0,100.0
559873,Korčok,50.0,50.0
559881,Korčok,0.0,0.0
559890,Pellegrini,0.0,100.0
559938,Korčok,0.0,0.0
559971,Korčok,0.0,0.0
559989,Pellegrini,0.0,100.0
560022,Korčok,0.0,0.0
560031,Pellegrini,0.0,100.0
560049,Korčok,0.0,0.0
560065,Pellegrini,0.0,100.0
560073,Korčok,0.0,0.0
560103,Pellegrini,5.26,94.74
560154,Pellegrini,13.64,86.36
580236,Pellegrini,0.0,100.0
580244,Pellegrini,0.0,100.0
580252,Korčok,0.0,0.0
580287,Korčok,50.0,50.0
580309,Pellegrini,0.0,100.0
580317,Pellegrini,0.0,100.0
580368,Pellegrini,0.0,100.0
580384,Pellegrini,0.0,100.0
580449,Korčok,100.0,0.0
580457,Pellegrini,0.0,100.0
580473,Pellegrini,0.0,100.0
580520,Pellegrini,33.33,66.67
580546,Pellegrini,0.0,100.0
580554,Pellegrini,0.0,100.0
580597,Pellegrini,0.0,100.0
580601,Pellegrini,0.0,100.0
580791,Pellegrini,0.0,100.0
580813,Pellegrini,0.0,100.0
580856,Pellegrini,0.0,100.0
580864,Pellegrini,0.0,100.0
580899,Pellegrini,0.0,100.0
580911,Korčok,0.0,0.0
580937,Korčok,0.0,0.0
580953,Pellegrini,0.0,100.0
581020,Pellegrini,0.0,100.0
581097,Korčok,0.0,0.0
581135,Korčok,0.0,0.0
581160,Pellegrini,0.0,100.0
581241,Pellegrini,0.0,100.0
581305,Pellegrini,0.0,100.0
581348,Korčok,0.0,0.0
581399,Pellegrini,33.33,66.67
581488,Pellegrini,0.0,100.0
581585,Pellegrini,0.0,100.0
581607,Pellegrini,33.33,66.67
581623,Pellegrini,0.0,100.0
581640,Korčok,50.0,50.0
581658,Pellegrini,0.0,100.0
581674,Pellegrini,0.0,100.0
581691,Pellegrini,0.0,100.0
581704,Pellegrini,0.0,100.0
581712,Pellegrini,0.0,100.0
581747,Pellegrini,0.0,100.0
581895,Korčok,0.0,0.0
581984,Pellegrini,0.0,100.0
582000,Pellegrini,4.06,95.94
582051,Korčok,0.0,0.0
582093,Korčok,0.0,0.0
582140,Pellegrini,0.0,100.0
582301,Pellegrini,0.0,100.0
582361,Pellegrini,0.0,100.0
582387,Pellegrini,0.0,100.0
582425,Korčok,100.0,0.0
582514,Pellegrini,42.86,57.14
582522,Korčok,0.0,0.0
582549,Korčok,100.0,0.0
582638,Pellegrini,0.0,100.0
582697,Pellegrini,0.0,100.0
582719,Pellegrini,0.0,100.0
582816,Pellegrini,0.0,100.0
599310,Korčok,0.0,0.0
599328,Pellegrini,0.0,100.0
599336,Pellegrini,33.33,66.67
599981,Pellegrini,6.91,93.09
