IDN4,obec,IDN2,nationality_majority,SK-2021-rate,HU-2021-rate,RMY-2021-rate,RUE-2021-rate,obec_code,Danko,Dubovský,Forró,Harabin,Korčok,Kotleba,Kubiš,Matovič,Náhlik,Pellegrini,Švec,voted,voters,turnout
501719,Kútniky - Hegyéte,2,HU,18.5%,77.2%,0.1%,0.0%,501719.0,1.0,9.0,143.0,40.0,122.0,1.0,2.0,7.0,0.0,100.0,0.0,425.0,1211.0,35.09
501727,Kvetoslavov,2,SK,79.1%,15.2%,0.0%,0.1%,501727.0,1.0,9.0,31.0,58.0,679.0,2.0,21.0,12.0,3.0,178.0,1.0,995.0,1572.0,63.3
501735,Lehnice - Lég,2,SK,47.9%,46.9%,0.5%,0.1%,501735.0,1.0,4.0,159.0,105.0,436.0,4.0,18.0,36.0,2.0,311.0,1.0,1077.0,2566.0,41.97
501743,Lúč na Ostrove - Lúcs,2,HU,12.2%,85.7%,0.0%,0.0%,501743.0,1.0,1.0,105.0,11.0,38.0,1.0,1.0,7.0,1.0,52.0,0.0,218.0,631.0,34.55
501760,Medveďov - Medve,2,HU,16.7%,80.8%,0.0%,0.0%,501760.0,0.0,1.0,64.0,5.0,21.0,0.0,0.0,1.0,0.0,37.0,0.0,129.0,469.0,27.51
501778,Mierovo - Béke,2,HU,22.1%,73.0%,0.5%,0.0%,501778.0,0.0,0.0,61.0,17.0,60.0,0.0,3.0,5.0,0.0,44.0,0.0,190.0,376.0,50.53
501786,Michal na Ostrove - Szentmihályfa,2,HU,27.3%,67.2%,0.2%,0.0%,501786.0,0.0,3.0,99.0,41.0,101.0,1.0,3.0,9.0,0.0,94.0,0.0,351.0,914.0,38.4
501808,Nový Život - Illésháza,2,HU,28.5%,67.4%,1.4%,0.0%,501808.0,0.0,2.0,254.0,61.0,218.0,1.0,3.0,31.0,0.0,144.0,1.0,715.0,1840.0,38.86
501816,Ohrady - Csallóközkürt,2,HU,8.1%,90.7%,0.0%,0.0%,501816.0,0.0,2.0,191.0,27.0,52.0,2.0,1.0,5.0,0.0,60.0,0.0,340.0,1138.0,29.88
501824,Okoč - Ekecs,2,HU,10.2%,85.6%,0.3%,0.0%,501824.0,0.0,2.0,574.0,21.0,82.0,0.0,1.0,15.0,1.0,134.0,0.0,830.0,3122.0,26.59
501832,Oľdza - Olgya,2,SK,55.6%,41.7%,0.0%,0.2%,501832.0,0.0,3.0,35.0,26.0,140.0,1.0,6.0,2.0,0.0,59.0,0.0,272.0,484.0,56.2
501859,Orechová Potôň - Diósförgepatony,2,HU,19.5%,77.5%,0.3%,0.0%,501859.0,1.0,2.0,186.0,23.0,158.0,1.0,2.0,17.0,0.0,78.0,1.0,469.0,1421.0,33.0
501867,Padáň - Padány,2,HU,14.6%,82.9%,0.2%,0.0%,501867.0,0.0,2.0,89.0,12.0,31.0,0.0,1.0,5.0,0.0,49.0,0.0,189.0,742.0,25.47
501875,Sap - Szap,2,HU,12.4%,84.4%,0.0%,0.0%,501875.0,0.0,0.0,133.0,5.0,11.0,1.0,0.0,0.0,0.0,32.0,0.0,182.0,434.0,41.94
501883,Pataš - Csilizpatas,2,HU,15.5%,79.8%,2.7%,0.0%,501883.0,0.0,1.0,116.0,10.0,18.0,2.0,1.0,5.0,0.0,37.0,0.0,190.0,635.0,29.92
501891,Rohovce - Nagyszarva,2,HU,21.5%,74.7%,0.2%,0.0%,501891.0,1.0,2.0,155.0,29.0,99.0,1.0,0.0,8.0,0.0,46.0,0.0,341.0,878.0,38.84
501905,Šamorín - Somorja,2,HU,41.1%,49.5%,0.2%,0.0%,501905.0,6.0,38.0,999.0,374.0,2460.0,11.0,58.0,119.0,2.0,1073.0,1.0,5141.0,10895.0,47.19
501913,Štvrtok na Ostrove - Csallóközcsütörtök,2,HU,29.8%,67.2%,0.7%,0.0%,501913.0,1.0,2.0,140.0,54.0,226.0,1.0,7.0,15.0,0.0,115.0,0.0,561.0,1451.0,38.66
501921,Topoľníky - Nyárasd,2,HU,10.1%,86.5%,0.1%,0.0%,501921.0,1.0,3.0,428.0,43.0,96.0,1.0,6.0,18.0,0.0,190.0,0.0,786.0,2595.0,30.29
501930,Ňárad - Csiliznyárad,2,HU,7.4%,90.6%,0.0%,0.0%,501930.0,0.0,2.0,132.0,11.0,34.0,0.0,1.0,5.0,1.0,31.0,0.0,217.0,536.0,40.49
501956,Trnávka (DS) - Csallóköztárnok,2,HU,32.8%,63.2%,0.0%,0.2%,501956.0,0.0,2.0,64.0,9.0,65.0,0.0,0.0,6.0,1.0,44.0,1.0,192.0,441.0,43.54
501964,Trstená na Ostrove - Csallóköznádasd,2,HU,15.9%,82.7%,0.0%,0.0%,501964.0,0.0,1.0,90.0,12.0,57.0,1.0,1.0,5.0,0.0,35.0,0.0,202.0,526.0,38.4
501972,Veľká Paka - Nagypaka,2,SK,60.9%,36.5%,0.0%,0.1%,501972.0,0.0,1.0,52.0,53.0,219.0,3.0,9.0,9.0,0.0,96.0,1.0,443.0,819.0,54.09
501981,Veľké Blahovo - Nagyabony,2,HU,22.2%,66.3%,1.1%,0.1%,501981.0,0.0,2.0,154.0,32.0,68.0,0.0,1.0,11.0,0.0,91.0,1.0,360.0,1276.0,28.21
501999,Vojka nad Dunajom - Vajka,2,HU,33.9%,60.2%,0.0%,0.0%,501999.0,0.0,5.0,46.0,18.0,105.0,0.0,4.0,6.0,1.0,47.0,1.0,233.0,436.0,53.44
502006,Vrakúň - Nyékvárkony,2,HU,16.1%,79.1%,0.7%,0.0%,502006.0,1.0,6.0,432.0,39.0,124.0,0.0,3.0,14.0,2.0,111.0,0.0,732.0,2379.0,30.77
502014,Vydrany - Nemeshodos,2,HU,16.7%,77.5%,0.4%,0.0%,502014.0,1.0,5.0,188.0,27.0,101.0,1.0,3.0,22.0,0.0,118.0,0.0,466.0,1568.0,29.72
502022,Zlaté Klasy - Nagymagyar,2,SK,34.2%,32.0%,25.1%,0.0%,502022.0,0.0,4.0,135.0,39.0,158.0,1.0,3.0,32.0,1.0,174.0,0.0,547.0,2721.0,20.1
502031,Levice,4,SK,83.4%,8.3%,0.4%,0.0%,502031.0,6.0,71.0,386.0,1328.0,6267.0,74.0,230.0,263.0,21.0,4454.0,6.0,13106.0,25738.0,50.92
502049,Bajka,4,SK,81.1%,9.5%,0.0%,0.0%,502049.0,2.0,0.0,2.0,14.0,24.0,1.0,0.0,3.0,0.0,22.0,0.0,68.0,241.0,28.22
502057,Bátovce,4,SK,93.4%,0.5%,0.2%,0.1%,502057.0,2.0,0.0,0.0,78.0,142.0,3.0,14.0,3.0,0.0,270.0,2.0,514.0,980.0,52.45
502065,Beša (LV) - Barsbese,4,SK,62.7%,29.6%,2.2%,0.2%,502065.0,0.0,0.0,39.0,24.0,60.0,3.0,1.0,6.0,2.0,77.0,0.0,212.0,512.0,41.41
502073,Bielovce - Ipolybél,4,HU,18.7%,77.3%,0.0%,0.0%,502073.0,0.0,0.0,42.0,1.0,4.0,2.0,0.0,4.0,0.0,25.0,0.0,78.0,179.0,43.58
502090,Bory - Bori,4,SK,71.0%,25.2%,0.0%,0.0%,502090.0,0.0,0.0,17.0,28.0,35.0,1.0,0.0,7.0,0.0,47.0,0.0,135.0,262.0,51.53
502103,Brhlovce,4,SK,98.3%,0.0%,0.0%,0.0%,502103.0,0.0,0.0,0.0,24.0,52.0,2.0,1.0,2.0,0.0,76.0,0.0,157.0,245.0,64.08
502111,Čajkov,4,SK,98.0%,0.4%,0.0%,0.0%,502111.0,0.0,3.0,0.0,48.0,215.0,2.0,4.0,4.0,1.0,214.0,0.0,491.0,769.0,63.85
502120,Čaka,4,SK,94.8%,1.1%,0.9%,0.0%,502120.0,3.0,0.0,0.0,43.0,65.0,3.0,8.0,3.0,0.0,153.0,0.0,278.0,600.0,46.33
502154,Demandice,4,SK,72.8%,18.3%,0.0%,0.0%,502154.0,0.0,2.0,34.0,43.0,129.0,4.0,7.0,11.0,0.0,87.0,0.0,317.0,729.0,43.48
502162,Devičany,4,SK,94.4%,0.5%,0.0%,0.0%,502162.0,0.0,1.0,2.0,19.0,72.0,2.0,2.0,2.0,0.0,108.0,1.0,209.0,333.0,62.76
502171,Dolná Seč,4,SK,88.2%,5.1%,1.1%,0.0%,502171.0,0.0,1.0,5.0,27.0,92.0,2.0,3.0,2.0,0.0,77.0,0.0,209.0,444.0,47.07
502189,Dolné Semerovce - Alsószemeréd,4,XR,24.4%,31.9%,36.9%,0.0%,502189.0,0.0,0.0,34.0,8.0,6.0,1.0,2.0,4.0,0.0,54.0,0.0,109.0,437.0,24.94
502197,Dolný Pial,4,SK,92.9%,2.4%,0.4%,0.0%,502197.0,0.0,1.0,3.0,64.0,105.0,6.0,6.0,12.0,1.0,163.0,1.0,362.0,737.0,49.12
502201,Domadice,4,SK,92.1%,0.8%,0.0%,0.0%,502201.0,0.0,1.0,1.0,14.0,38.0,1.0,4.0,1.0,0.0,58.0,0.0,118.0,200.0,59.0
502219,Drženice,4,SK,91.6%,0.8%,0.3%,0.0%,502219.0,0.0,0.0,0.0,39.0,58.0,2.0,3.0,7.0,0.0,89.0,0.0,198.0,327.0,60.55
502227,Farná - Farnad,4,HU,27.9%,64.0%,2.9%,0.0%,502227.0,1.0,0.0,228.0,19.0,68.0,2.0,1.0,6.0,0.0,93.0,1.0,419.0,1119.0,37.44
502243,Hokovce - Egeg,4,SK,57.6%,32.9%,0.0%,0.0%,502243.0,0.0,0.0,41.0,22.0,54.0,1.0,0.0,5.0,0.0,67.0,0.0,190.0,397.0,47.86
502251,Hontianska Vrbica - Hontfüzesgyarmat,4,SK,69.1%,25.2%,0.0%,0.0%,502251.0,0.0,1.0,29.0,38.0,59.0,0.0,6.0,8.0,0.0,78.0,0.0,219.0,476.0,46.01
502260,Horná Seč,4,SK,84.9%,12.8%,0.2%,0.2%,502260.0,0.0,2.0,24.0,25.0,168.0,1.0,7.0,6.0,0.0,88.0,0.0,321.0,498.0,64.46
502278,Horné Semerovce - Felsőszemeréd,4,SK,51.0%,38.2%,0.2%,0.0%,502278.0,0.0,0.0,25.0,26.0,40.0,1.0,0.0,7.0,0.0,75.0,0.0,174.0,490.0,35.51
502286,Horné Turovce - Felsőtúr,4,HU,38.4%,58.7%,0.7%,0.0%,502286.0,1.0,0.0,52.0,16.0,42.0,1.0,2.0,7.0,0.0,63.0,0.0,184.0,464.0,39.66
502294,Horný Pial - Felsőpél,4,SK,66.0%,26.9%,1.1%,0.0%,502294.0,0.0,0.0,17.0,9.0,30.0,0.0,0.0,3.0,0.0,35.0,0.0,94.0,237.0,39.66
502324,Hronovce - Lekér,4,SK,55.0%,37.7%,0.5%,0.0%,502324.0,0.0,0.0,89.0,74.0,87.0,5.0,8.0,18.0,0.0,154.0,1.0,436.0,1174.0,37.14
502332,Hronské Kľačany,4,SK,95.4%,0.6%,0.0%,0.0%,502332.0,0.0,9.0,0.0,85.0,323.0,4.0,17.0,12.0,3.0,239.0,4.0,696.0,1138.0,61.16
502341,Hronské Kosihy,4,SK,91.9%,1.1%,0.0%,0.0%,502341.0,0.0,0.0,1.0,40.0,127.0,2.0,7.0,15.0,1.0,126.0,0.0,319.0,632.0,50.47
502359,Iňa,4,SK,89.5%,3.5%,0.0%,0.0%,502359.0,0.0,2.0,2.0,13.0,33.0,1.0,2.0,2.0,1.0,58.0,0.0,114.0,183.0,62.3
502367,Ipeľské Úľany - Ipolyfödémes,4,HU,19.3%,78.5%,0.0%,0.0%,502367.0,0.0,0.0,68.0,7.0,19.0,1.0,0.0,0.0,1.0,15.0,0.0,111.0,224.0,49.55
502375,Ipeľský Sokolec - Ipolyszakállos,4,HU,30.6%,58.9%,3.6%,0.0%,502375.0,0.0,0.0,120.0,11.0,27.0,2.0,0.0,11.0,0.0,40.0,0.0,211.0,659.0,32.02
502383,Jabloňovce,4,SK,92.3%,0.0%,0.0%,0.0%,502383.0,1.0,0.0,1.0,28.0,35.0,0.0,2.0,1.0,0.0,51.0,0.0,119.0,190.0,62.63
502391,Jur nad Hronom - Garamszentgyörgy,4,SK,67.9%,25.8%,0.0%,0.1%,502391.0,0.0,3.0,68.0,40.0,120.0,2.0,3.0,8.0,0.0,152.0,3.0,399.0,804.0,49.63
502413,Kalná nad Hronom,4,SK,75.8%,10.2%,0.0%,0.0%,502413.0,3.0,3.0,40.0,130.0,335.0,6.0,12.0,11.0,2.0,243.0,1.0,786.0,1658.0,47.41
502421,Kozárovce,4,SK,93.9%,0.5%,0.8%,0.0%,502421.0,3.0,11.0,3.0,121.0,280.0,3.0,28.0,14.0,1.0,413.0,2.0,879.0,1645.0,53.43
502430,Krškany,4,SK,94.6%,1.4%,0.0%,0.0%,502430.0,5.0,7.0,0.0,43.0,147.0,2.0,9.0,5.0,0.0,146.0,0.0,364.0,679.0,53.61
502448,Kubáňovo - Szete,4,HU,26.2%,70.3%,0.0%,0.0%,502448.0,0.0,0.0,38.0,7.0,9.0,1.0,0.0,3.0,0.0,20.0,0.0,78.0,218.0,35.78
502456,Kukučínov,4,SK,71.2%,16.5%,0.2%,0.0%,502456.0,0.0,1.0,8.0,15.0,38.0,1.0,1.0,12.0,0.0,71.0,0.0,147.0,447.0,32.89
502464,Kuraľany,4,SK,91.4%,3.8%,0.0%,0.0%,502464.0,0.0,1.0,0.0,32.0,49.0,1.0,3.0,4.0,0.0,132.0,0.0,222.0,409.0,54.28
502472,Keť - Érsekkéty,4,HU,13.2%,82.5%,0.0%,0.0%,502472.0,0.0,1.0,163.0,8.0,15.0,0.0,1.0,1.0,0.0,33.0,0.0,222.0,475.0,46.74
502481,Lok,4,SK,79.0%,8.2%,0.2%,0.0%,502481.0,0.0,1.0,3.0,57.0,83.0,1.0,2.0,3.0,1.0,165.0,0.0,316.0,836.0,37.8
502499,Lontov - Lontó,4,SK,46.8%,44.0%,2.9%,0.0%,502499.0,1.0,0.0,43.0,21.0,21.0,2.0,0.0,10.0,0.0,38.0,1.0,137.0,500.0,27.4
502502,Lula,4,SK,98.3%,1.1%,0.0%,0.0%,502502.0,0.0,0.0,0.0,16.0,9.0,1.0,1.0,0.0,1.0,52.0,0.0,80.0,145.0,55.17
502511,Málaš - Málas,4,SK,63.1%,27.1%,0.2%,0.2%,502511.0,0.0,0.0,27.0,14.0,33.0,1.0,2.0,3.0,0.0,57.0,0.0,137.0,402.0,34.08
502537,Malé Ludince - Kisölved,4,HU,15.9%,78.8%,0.0%,0.0%,502537.0,0.0,1.0,39.0,1.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,55.0,138.0,39.86
502570,Mýtne Ludany - Vámosladány,4,SK,67.0%,24.5%,0.1%,0.0%,502570.0,0.0,2.0,69.0,36.0,98.0,0.0,1.0,10.0,0.0,107.0,1.0,324.0,807.0,40.15
502588,Nová Dedina,4,SK,96.8%,0.7%,0.0%,0.1%,502588.0,0.0,8.0,1.0,110.0,278.0,6.0,16.0,13.0,0.0,298.0,0.0,730.0,1197.0,60.99
502596,Nový Tekov,4,SK,88.2%,5.4%,0.0%,0.0%,502596.0,0.0,3.0,7.0,46.0,179.0,6.0,5.0,14.0,1.0,174.0,0.0,435.0,748.0,58.16
502600,Nýrovce - Nyírágó,4,HU,36.9%,56.2%,0.0%,0.0%,502600.0,0.0,0.0,52.0,24.0,27.0,2.0,0.0,4.0,0.0,53.0,0.0,162.0,435.0,37.24
502618,Ondrejovce,4,SK,79.8%,15.0%,0.2%,0.0%,502618.0,1.0,0.0,15.0,19.0,72.0,0.0,1.0,5.0,0.0,59.0,1.0,173.0,350.0,49.43
502626,Pastovce - Ipolypásztó,4,HU,34.1%,60.0%,0.2%,0.0%,502626.0,0.0,1.0,37.0,13.0,25.0,0.0,0.0,10.0,0.0,33.0,0.0,119.0,433.0,27.48
502634,Pečenice,4,SK,96.9%,0.0%,0.0%,0.0%,502634.0,0.0,0.0,0.0,6.0,35.0,1.0,1.0,1.0,0.0,36.0,0.0,80.0,112.0,71.43
502642,Plášťovce - Palást,4,HU,38.0%,59.7%,0.5%,0.0%,502642.0,0.0,1.0,158.0,50.0,97.0,2.0,5.0,14.0,2.0,141.0,3.0,473.0,1250.0,37.84
502651,Plavé Vozokany,4,SK,75.3%,0.6%,2.2%,0.0%,502651.0,0.0,1.0,0.0,18.0,65.0,3.0,0.0,5.0,0.0,143.0,0.0,235.0,575.0,40.87
502669,Podlužany (LV),4,SK,97.5%,0.5%,0.0%,0.0%,502669.0,1.0,2.0,0.0,48.0,158.0,1.0,5.0,7.0,1.0,162.0,1.0,386.0,633.0,60.98
502677,Pohronský Ruskov - Oroszka,4,HU,41.8%,45.4%,2.7%,0.1%,502677.0,1.0,1.0,129.0,31.0,53.0,4.0,3.0,11.0,0.0,122.0,0.0,355.0,987.0,35.97
502693,Pukanec,4,SK,91.5%,0.3%,0.6%,0.0%,502693.0,1.0,0.0,3.0,127.0,253.0,5.0,16.0,10.0,4.0,435.0,1.0,855.0,1556.0,54.95
502707,Rybník (LV),4,SK,96.9%,0.4%,0.0%,0.0%,502707.0,2.0,1.0,0.0,99.0,245.0,3.0,11.0,8.0,0.0,331.0,1.0,701.0,1153.0,60.8
502715,Santovka,4,SK,88.3%,5.0%,1.7%,0.3%,502715.0,1.0,5.0,3.0,41.0,112.0,3.0,6.0,10.0,0.0,151.0,0.0,332.0,603.0,55.06
502723,Sazdice - Százd,4,SK,48.0%,44.7%,0.0%,0.0%,502723.0,0.0,0.0,51.0,11.0,32.0,0.0,2.0,4.0,0.0,21.0,0.0,121.0,349.0,34.67
502731,Sikenica - Peszektergenye,4,SK,68.3%,20.7%,0.0%,0.0%,502731.0,0.0,0.0,18.0,12.0,30.0,2.0,1.0,13.0,1.0,40.0,0.0,117.0,499.0,23.45
502740,Slatina - Szalatnya,4,SK,57.4%,34.6%,0.0%,0.0%,502740.0,0.0,0.0,28.0,14.0,12.0,2.0,0.0,2.0,0.0,14.0,0.0,72.0,240.0,30.0
502758,Starý Hrádok,4,SK,82.1%,15.0%,0.0%,0.0%,502758.0,0.0,0.0,6.0,6.0,37.0,0.0,2.0,4.0,0.0,20.0,0.0,75.0,167.0,44.91
502766,Starý Tekov,4,SK,95.1%,0.5%,0.0%,0.0%,502766.0,0.0,7.0,1.0,81.0,350.0,3.0,23.0,16.0,4.0,309.0,2.0,796.0,1264.0,62.97
502782,Šahy - Ipolyság,4,HU,36.3%,57.3%,0.4%,0.0%,502782.0,0.0,7.0,531.0,141.0,589.0,15.0,26.0,68.0,2.0,655.0,4.0,2038.0,5759.0,35.39
502791,Šalov - Garamsalló,4,HU,29.0%,53.4%,6.0%,0.0%,502791.0,0.0,0.0,17.0,6.0,3.0,1.0,0.0,0.0,0.0,17.0,0.0,44.0,263.0,16.73
502804,Šarovce - Sáró,4,SK,49.5%,36.5%,1.4%,0.0%,502804.0,0.0,0.0,23.0,35.0,89.0,2.0,2.0,33.0,0.0,117.0,0.0,301.0,1276.0,23.59
502812,Tehla,4,SK,79.6%,11.6%,0.0%,0.0%,502812.0,1.0,1.0,16.0,26.0,44.0,6.0,5.0,7.0,1.0,70.0,0.0,177.0,377.0,46.95
502821,Tekovské Lužany - Nagysalló,4,SK,68.4%,23.1%,0.3%,0.0%,502821.0,0.0,2.0,118.0,124.0,275.0,5.0,5.0,34.0,0.0,294.0,2.0,859.0,2280.0,37.68
502847,Tekovský Hrádok - Barsvárad,4,SK,65.5%,31.6%,0.0%,0.8%,502847.0,0.0,0.0,13.0,21.0,32.0,0.0,0.0,1.0,0.0,51.0,0.0,118.0,313.0,37.7
502863,Tlmače,4,SK,91.4%,0.9%,0.1%,0.1%,502863.0,1.0,7.0,1.0,191.0,556.0,11.0,31.0,35.0,4.0,759.0,0.0,1596.0,2990.0,53.38
502871,Tupá - Kistompa,4,SK,72.2%,25.2%,0.0%,0.0%,502871.0,0.0,1.0,23.0,26.0,64.0,9.0,2.0,10.0,0.0,94.0,0.0,229.0,476.0,48.11
502880,Turá - Tőre,4,SK,62.3%,34.0%,0.0%,0.0%,502880.0,0.0,1.0,3.0,18.0,10.0,1.0,1.0,2.0,0.0,34.0,0.0,70.0,187.0,37.43
502898,Uhliská,4,SK,92.8%,1.1%,0.0%,0.0%,502898.0,0.0,1.0,0.0,17.0,20.0,0.0,1.0,2.0,0.0,43.0,0.0,84.0,173.0,48.55
502910,Veľké Ludince - Nagyölved,4,HU,24.5%,69.2%,2.0%,0.0%,502910.0,1.0,2.0,219.0,28.0,48.0,1.0,3.0,6.0,0.0,107.0,0.0,415.0,1231.0,33.71
502928,Veľké Turovce - Nagytúr,4,HU,43.9%,53.5%,0.0%,0.0%,502928.0,1.0,0.0,58.0,25.0,70.0,0.0,7.0,9.0,0.0,107.0,0.0,277.0,639.0,43.35
502936,Veľký Ďur,4,SK,91.7%,1.8%,0.3%,0.0%,502936.0,0.0,4.0,2.0,61.0,208.0,19.0,10.0,10.0,0.0,248.0,1.0,563.0,1065.0,52.86
502944,Vyškovce nad Ipľom - Ipolyvisk,4,HU,29.8%,57.9%,6.3%,0.0%,502944.0,0.0,0.0,68.0,9.0,33.0,10.0,1.0,10.0,0.0,49.0,0.0,180.0,541.0,33.27
502952,Vyšné nad Hronom - Nagyod,4,SK,50.9%,41.7%,0.6%,0.0%,502952.0,0.0,0.0,23.0,5.0,13.0,1.0,0.0,2.0,0.0,23.0,0.0,67.0,143.0,46.85
502961,Zalaba - Zalaba,4,HU,17.0%,82.3%,0.0%,0.0%,502961.0,0.0,0.0,30.0,6.0,6.0,0.0,0.0,3.0,0.0,16.0,0.0,61.0,110.0,55.45
502979,Zbrojníky - Kétfegyvernek,4,SK,72.9%,23.3%,0.0%,0.0%,502979.0,0.0,0.0,26.0,17.0,67.0,1.0,0.0,1.0,0.0,68.0,0.0,180.0,411.0,43.8
502987,Želiezovce - Zselíz,4,SK,49.9%,41.7%,0.1%,0.0%,502987.0,3.0,11.0,427.0,188.0,806.0,12.0,24.0,79.0,2.0,748.0,4.0,2304.0,5619.0,41.0
502995,Žemberovce,4,SK,92.6%,1.1%,0.1%,0.1%,502995.0,0.0,1.0,1.0,60.0,190.0,6.0,10.0,6.0,3.0,243.0,0.0,520.0,1008.0,51.59
503002,Žemliare - Zsemlér,4,HU,40.7%,57.3%,0.0%,0.0%,503002.0,0.0,0.0,33.0,3.0,9.0,0.0,0.0,0.0,0.0,26.0,1.0,72.0,129.0,55.81
503011,Nové Zámky - Érsekújvár,4,SK,70.2%,21.4%,0.1%,0.0%,503011.0,7.0,65.0,991.0,1322.0,6827.0,52.0,225.0,394.0,7.0,4723.0,19.0,14632.0,30419.0,48.1
503029,Andovce - Andód,4,SK,50.7%,42.8%,0.0%,0.0%,503029.0,0.0,0.0,114.0,46.0,287.0,2.0,7.0,19.0,2.0,181.0,0.0,658.0,1401.0,46.97
503037,Bajtava - Bajta,4,HU,11.7%,79.1%,0.3%,0.0%,503037.0,0.0,0.0,47.0,9.0,9.0,0.0,0.0,1.0,0.0,26.0,0.0,92.0,304.0,30.26
503045,Bánov,4,SK,92.7%,1.1%,0.1%,0.0%,503045.0,3.0,11.0,3.0,185.0,553.0,7.0,50.0,24.0,1.0,742.0,2.0,1581.0,2902.0,54.48
503053,Bardoňovo - Barsbaracska,4,SK,67.2%,29.3%,0.0%,0.0%,503053.0,2.0,3.0,36.0,26.0,67.0,1.0,4.0,6.0,1.0,115.0,2.0,263.0,587.0,44.8
503061,Belá (NZ) - Béla,4,HU,23.4%,71.4%,0.0%,0.0%,503061.0,1.0,0.0,46.0,5.0,18.0,0.0,1.0,2.0,0.0,42.0,0.0,115.0,286.0,40.21
503070,Bešeňov - Zsitvabesenyő,4,HU,30.6%,68.0%,0.0%,0.0%,503070.0,0.0,0.0,170.0,31.0,122.0,0.0,0.0,21.0,0.0,109.0,0.0,453.0,1325.0,34.19
503088,Bíňa - Bény,4,HU,15.1%,74.2%,0.3%,0.0%,503088.0,0.0,3.0,212.0,23.0,25.0,5.0,0.0,9.0,0.0,86.0,0.0,363.0,1172.0,30.97
503096,Branovo,4,SK,93.8%,4.7%,0.0%,0.0%,503096.0,0.0,1.0,4.0,31.0,124.0,0.0,3.0,2.0,0.0,120.0,0.0,285.0,480.0,59.38
503100,Bruty - Bart,4,HU,13.8%,77.2%,0.2%,0.0%,503100.0,0.0,0.0,120.0,9.0,19.0,0.0,1.0,2.0,0.0,26.0,0.0,177.0,482.0,36.72
503118,Čechy,4,SK,94.4%,3.0%,0.0%,0.0%,503118.0,0.0,0.0,1.0,18.0,32.0,3.0,3.0,4.0,1.0,61.0,0.0,123.0,240.0,51.25
503126,Černík,4,SK,93.0%,0.5%,0.0%,0.0%,503126.0,1.0,6.0,1.0,91.0,142.0,1.0,9.0,6.0,4.0,276.0,0.0,537.0,843.0,63.7
503134,Dedinka,4,SK,95.7%,0.9%,0.0%,0.0%,503134.0,0.0,2.0,0.0,38.0,81.0,2.0,2.0,4.0,0.0,175.0,0.0,304.0,552.0,55.07
503151,Dolný Ohaj,4,SK,93.4%,0.7%,0.3%,0.0%,503151.0,2.0,4.0,0.0,65.0,214.0,2.0,8.0,11.0,2.0,422.0,0.0,730.0,1251.0,58.35
503169,Dubník - Csúz,4,HU,45.2%,48.6%,0.0%,0.0%,503169.0,2.0,0.0,65.0,42.0,147.0,2.0,5.0,26.0,0.0,124.0,0.0,413.0,1240.0,33.31
503177,Dvory nad Žitavou - Udvard,4,HU,34.3%,52.9%,0.6%,0.0%,503177.0,2.0,3.0,325.0,105.0,515.0,6.0,9.0,58.0,2.0,430.0,1.0,1456.0,4033.0,36.1
503185,Gbelce - Köbölkút,4,HU,28.6%,64.2%,0.0%,0.0%,503185.0,2.0,2.0,298.0,39.0,114.0,1.0,2.0,16.0,0.0,192.0,0.0,666.0,1739.0,38.3
503193,Hul,4,SK,96.3%,0.6%,0.0%,0.0%,503193.0,0.0,3.0,1.0,81.0,165.0,3.0,5.0,6.0,0.0,299.0,1.0,564.0,1009.0,55.9
503207,Chľaba - Helemba,4,HU,24.1%,73.5%,0.0%,0.0%,503207.0,0.0,1.0,84.0,19.0,25.0,0.0,3.0,2.0,0.0,59.0,0.0,193.0,590.0,32.71
503215,Jasová,4,SK,89.4%,2.0%,0.1%,0.0%,503215.0,2.0,6.0,1.0,66.0,183.0,3.0,5.0,16.0,3.0,241.0,1.0,527.0,941.0,56.0
503223,Jatov,4,SK,91.4%,4.3%,0.0%,0.0%,503223.0,1.0,0.0,1.0,33.0,96.0,5.0,6.0,6.0,0.0,213.0,1.0,362.0,618.0,58.58
503231,Kamenica nad Hronom - Garamkövesd,4,HU,20.5%,69.6%,0.6%,0.0%,503231.0,1.0,0.0,77.0,18.0,61.0,1.0,4.0,8.0,0.0,111.0,0.0,281.0,1031.0,27.26
503240,Kamenín - Kéménd,4,HU,18.1%,70.0%,0.4%,0.0%,503240.0,0.0,2.0,144.0,29.0,45.0,0.0,0.0,3.0,1.0,85.0,0.0,309.0,1219.0,25.35
503258,Kamenný Most - Kőhídgyarmat,4,HU,14.1%,79.4%,0.3%,0.0%,503258.0,0.0,0.0,156.0,18.0,44.0,1.0,3.0,7.0,0.0,79.0,0.0,308.0,864.0,35.65
503266,Kmeťovo,4,SK,96.3%,0.4%,0.0%,0.0%,503266.0,1.0,12.0,0.0,54.0,151.0,5.0,2.0,14.0,1.0,207.0,0.0,447.0,700.0,63.86
503274,Kolta,4,SK,92.5%,1.7%,0.1%,0.0%,503274.0,2.0,1.0,1.0,105.0,163.0,3.0,7.0,9.0,0.0,292.0,0.0,583.0,1077.0,54.13
503282,Komjatice,4,SK,90.3%,0.6%,0.1%,0.0%,503282.0,2.0,17.0,2.0,185.0,570.0,6.0,28.0,35.0,2.0,908.0,3.0,1758.0,3321.0,52.94
