IDN4,obec,IDN2,nationality_majority,SK-2021-rate,HU-2021-rate,RMY-2021-rate,RUE-2021-rate,obec_code,Korčok,Pellegrini,voted,voters,turnout
543152,Chrasť nad Hornádom,8,SK,90.7%,0.0%,1.3%,0.1%,543152.0,107.0,211.0,318.0,631.0,50.4
543161,Iliašovce,8,SK,91.9%,0.0%,2.8%,0.1%,543161.0,206.0,231.0,437.0,777.0,56.24
543179,Jablonov,7,SK,81.2%,0.1%,5.2%,0.0%,543179.0,153.0,213.0,366.0,740.0,49.46
543187,Jaklovce,8,SK,94.7%,0.1%,0.4%,0.0%,543187.0,305.0,594.0,899.0,1492.0,60.25
543195,Jamník (SN),8,SK,99.3%,0.0%,0.0%,0.0%,543195.0,317.0,315.0,632.0,915.0,69.07
543209,Kaľava,8,SK,87.3%,0.0%,9.9%,0.0%,543209.0,29.0,134.0,163.0,291.0,56.01
543225,Klčov,7,SK,98.4%,0.0%,0.0%,0.0%,543225.0,143.0,181.0,324.0,489.0,66.26
543233,Kluknava,8,SK,97.5%,0.0%,0.0%,0.0%,543233.0,263.0,532.0,795.0,1235.0,64.37
543241,Kojšov,8,SK,96.7%,0.0%,1.1%,0.7%,543241.0,91.0,251.0,342.0,569.0,60.11
543250,Kolinovce,8,SK,93.7%,0.0%,2.2%,0.0%,543250.0,73.0,130.0,203.0,439.0,46.24
543268,Krompachy,8,SK,85.8%,0.0%,2.5%,0.1%,543268.0,991.0,1926.0,2917.0,6282.0,46.43
543276,Kurimany,7,SK,98.4%,0.0%,0.0%,0.0%,543276.0,144.0,72.0,216.0,312.0,69.23
543284,Letanovce,8,SK,94.9%,0.0%,2.6%,0.2%,543284.0,355.0,236.0,591.0,1566.0,37.74
543292,Levoča,7,SK,94.1%,0.1%,2.2%,0.3%,543292.0,2515.0,2906.0,5421.0,10940.0,49.55
543306,Lieskovany,8,SK,97.8%,0.0%,0.0%,0.3%,543306.0,127.0,83.0,210.0,295.0,71.19
543314,Lúčka (LE),7,SK,94.7%,0.0%,0.0%,0.0%,543314.0,19.0,50.0,69.0,107.0,64.49
543322,Margecany,8,SK,98.3%,0.0%,0.0%,0.1%,543322.0,469.0,614.0,1083.0,1580.0,68.54
543331,Markušovce,8,SK,88.8%,0.1%,5.9%,0.0%,543331.0,313.0,547.0,860.0,3024.0,28.44
543349,Matejovce nad Hornádom,8,SK,98.2%,0.0%,0.0%,0.0%,543349.0,133.0,144.0,277.0,434.0,63.82
543357,Mlynky,8,SK,96.1%,0.0%,0.2%,0.0%,543357.0,110.0,193.0,303.0,439.0,69.02
543365,Mníšek nad Hnilcom,8,SK,88.5%,0.1%,1.8%,0.1%,543365.0,112.0,363.0,475.0,1259.0,37.73
543373,Nálepkovo,8,SK,95.2%,0.1%,1.4%,0.1%,543373.0,218.0,488.0,706.0,2258.0,31.27
543381,Nemešany,7,SK,98.8%,0.0%,0.0%,0.0%,543381.0,147.0,103.0,250.0,351.0,71.23
543390,Nižné Repaše,7,SK,89.3%,0.0%,0.0%,6.3%,543390.0,25.0,75.0,100.0,131.0,76.34
543403,Odorín,8,SK,98.3%,0.0%,0.0%,0.0%,543403.0,255.0,257.0,512.0,786.0,65.14
543411,Olcnava,8,SK,92.8%,0.0%,0.0%,0.4%,543411.0,171.0,311.0,482.0,788.0,61.17
543420,Oľšavica,7,SK,85.2%,0.0%,0.0%,12.9%,543420.0,49.0,102.0,151.0,198.0,76.26
543438,Oľšavka (SN),8,SK,97.8%,0.0%,0.0%,0.0%,543438.0,41.0,64.0,105.0,152.0,69.08
543446,Ordzovany,7,SK,99.4%,0.0%,0.0%,0.6%,543446.0,43.0,44.0,87.0,137.0,63.5
543454,Pavľany,7,SK,97.6%,0.0%,0.0%,0.0%,543454.0,7.0,32.0,39.0,54.0,72.22
543462,Poľanovce,7,SK,98.8%,0.6%,0.0%,0.0%,543462.0,54.0,46.0,100.0,140.0,71.43
543471,Pongrácovce,7,SK,98.4%,0.8%,0.0%,0.0%,543471.0,35.0,39.0,74.0,103.0,71.84
543489,Poráč,8,SK,85.2%,0.0%,2.5%,7.7%,543489.0,139.0,224.0,363.0,796.0,45.6
543497,Prakovce,8,SK,95.5%,0.2%,0.8%,0.1%,543497.0,295.0,877.0,1172.0,2567.0,45.66
543501,Richnava,8,SK,49.8%,0.0%,48.9%,0.0%,543501.0,121.0,244.0,365.0,1733.0,21.06
543519,Rudňany,8,SK,84.2%,0.1%,8.3%,0.0%,543519.0,237.0,587.0,824.0,2777.0,29.67
543527,Slatvina,8,SK,99.4%,0.3%,0.0%,0.0%,543527.0,92.0,93.0,185.0,247.0,74.9
543535,Slovinky,8,SK,91.6%,0.1%,1.8%,2.7%,543535.0,172.0,598.0,770.0,1426.0,54.0
543551,Smolnícka Huta,8,SK,87.0%,0.0%,3.7%,0.0%,543551.0,87.0,108.0,195.0,380.0,51.32
543560,Smolník,8,SK,89.6%,0.4%,0.6%,0.0%,543560.0,170.0,226.0,396.0,790.0,50.13
543578,Spišské Podhradie,7,SK,89.8%,0.1%,3.5%,0.4%,543578.0,626.0,962.0,1588.0,2991.0,53.09
543586,Spišské Tomášovce,8,SK,85.5%,0.0%,5.4%,0.2%,543586.0,369.0,376.0,745.0,1648.0,45.21
543594,Spišské Vlachy,8,SK,92.7%,0.1%,1.1%,0.1%,543594.0,714.0,813.0,1527.0,2612.0,58.46
543608,Spišský Hrhov,7,SK,92.8%,0.1%,1.7%,0.3%,543608.0,346.0,368.0,714.0,1299.0,54.97
543616,Spišský Hrušov,8,SK,96.7%,0.1%,0.0%,0.0%,543616.0,231.0,397.0,628.0,1049.0,59.87
543624,Spišský Štvrtok,7,SK,92.3%,0.0%,3.3%,0.0%,543624.0,495.0,408.0,903.0,2007.0,44.99
543632,Stará Voda,8,SK,98.4%,0.0%,0.0%,0.0%,543632.0,55.0,61.0,116.0,167.0,69.46
543641,Studenec,7,SK,96.3%,0.0%,0.0%,0.0%,543641.0,165.0,114.0,279.0,422.0,66.11
543659,Švedlár,8,SK,83.3%,0.0%,8.8%,0.0%,543659.0,96.0,425.0,521.0,1562.0,33.35
543667,Teplička,8,SK,90.8%,0.1%,0.7%,0.1%,543667.0,277.0,263.0,540.0,888.0,60.81
543675,Torysky - Торискы,7,SK,65.4%,0.0%,0.0%,31.5%,543675.0,40.0,155.0,195.0,301.0,64.78
543683,Úhorná,8,SK,69.5%,0.0%,20.6%,0.0%,543683.0,44.0,45.0,89.0,132.0,67.42
543691,Uloža,7,SK,96.8%,1.4%,0.0%,0.5%,543691.0,68.0,68.0,136.0,196.0,69.39
543705,Veľký Folkmar,8,SK,95.7%,0.1%,0.0%,0.0%,543705.0,184.0,329.0,513.0,756.0,67.86
543713,Vítkovce,8,SK,88.6%,0.0%,6.9%,0.0%,543713.0,66.0,125.0,191.0,457.0,41.79
543721,Vojkovce,8,SK,93.4%,0.2%,1.9%,0.0%,543721.0,94.0,106.0,200.0,328.0,60.98
543730,Sirník,8,SK,78.1%,16.9%,0.4%,0.0%,543730.0,56.0,120.0,176.0,472.0,37.29
543748,Slivník,8,SK,97.7%,0.1%,0.0%,0.0%,543748.0,131.0,255.0,386.0,623.0,61.96
543756,Slovenské Nové Mesto,8,SK,78.0%,10.2%,7.8%,0.1%,543756.0,118.0,250.0,368.0,856.0,42.99
543764,Soľnička - Szolnocska,8,HU,18.2%,79.1%,0.0%,0.0%,543764.0,9.0,58.0,67.0,195.0,34.36
543772,Somotor - Szomotor,8,HU,32.0%,64.9%,0.3%,0.0%,543772.0,144.0,324.0,468.0,1137.0,41.16
543781,Stankovce,8,SK,96.7%,0.0%,0.0%,0.0%,543781.0,37.0,38.0,75.0,119.0,63.03
543799,Strážne - Őrös,8,HU,13.3%,81.0%,0.0%,0.2%,543799.0,26.0,113.0,139.0,474.0,29.32
543802,Streda nad Bodrogom - Bodrogszerdahely,8,HU,41.5%,51.7%,0.7%,0.1%,543802.0,235.0,392.0,627.0,1900.0,33.0
543811,Svinice - Szinyér,8,HU,13.9%,86.1%,0.0%,0.0%,543811.0,11.0,50.0,61.0,177.0,34.46
543829,Trnávka (TV),8,SK,91.9%,0.0%,6.4%,0.0%,543829.0,31.0,52.0,83.0,139.0,59.71
543845,Veľaty,8,SK,93.6%,0.4%,0.2%,0.0%,543845.0,124.0,235.0,359.0,656.0,54.73
543853,Veľké Kapušany - Nagykapos,8,HU,32.9%,53.0%,4.4%,0.0%,543853.0,729.0,1682.0,2411.0,6961.0,34.64
543861,Veľké Ozorovce,8,SK,92.3%,0.4%,3.3%,0.1%,543861.0,78.0,226.0,304.0,580.0,52.41
543870,Veľké Raškovce - Nagyráska,8,HU,26.5%,67.2%,0.0%,0.0%,543870.0,26.0,75.0,101.0,270.0,37.41
543888,Veľké Slemence - Nagyszelmenc,8,HU,9.9%,80.6%,3.4%,0.0%,543888.0,19.0,125.0,144.0,443.0,32.51
543896,Veľké Trakany - Nagytárkány,8,HU,22.6%,72.7%,0.3%,0.1%,543896.0,68.0,300.0,368.0,1200.0,30.67
543900,Veľký Horeš - Nagygéres,8,HU,32.9%,61.9%,1.0%,0.0%,543900.0,45.0,213.0,258.0,842.0,30.64
543918,Veľký Kamenec - Nagykövesd,8,HU,17.9%,79.4%,0.7%,0.0%,543918.0,54.0,170.0,224.0,619.0,36.19
543926,Viničky - Szőlőske,8,HU,42.6%,53.6%,0.0%,0.0%,543926.0,50.0,111.0,161.0,371.0,43.4
543934,Višňov,8,SK,97.6%,0.4%,0.0%,0.4%,543934.0,25.0,84.0,109.0,204.0,53.43
543942,Vojany - Vaján,8,HU,25.4%,44.2%,20.5%,0.0%,543942.0,37.0,144.0,181.0,666.0,27.18
543951,Vojčice,8,SK,94.4%,0.5%,3.2%,0.0%,543951.0,176.0,488.0,664.0,1634.0,40.64
543969,Vojka - Véke,8,HU,27.0%,62.2%,8.3%,0.0%,543969.0,31.0,37.0,68.0,410.0,16.59
543977,Zatín - Zétény,8,HU,23.2%,72.8%,1.2%,0.3%,543977.0,32.0,137.0,169.0,588.0,28.74
543985,Zbehňov,8,SK,73.7%,0.0%,24.9%,0.3%,543985.0,59.0,91.0,150.0,285.0,52.63
543993,Zemplín - Zemplén,8,HU,35.1%,61.8%,0.8%,0.0%,543993.0,28.0,90.0,118.0,313.0,37.7
544001,Zemplínska Nová Ves,8,SK,90.1%,0.3%,0.0%,0.0%,544001.0,122.0,245.0,367.0,727.0,50.48
544019,Zemplínska Teplica,8,SK,95.3%,0.2%,1.1%,0.1%,544019.0,211.0,408.0,619.0,1261.0,49.09
544027,Zemplínske Hradište,8,SK,94.0%,2.9%,0.0%,0.1%,544027.0,151.0,313.0,464.0,918.0,50.54
544035,Zemplínske Jastrabie,8,SK,95.3%,0.6%,0.3%,0.5%,544035.0,77.0,191.0,268.0,493.0,54.36
544043,Zemplínsky Branč,8,SK,91.9%,0.4%,4.0%,0.0%,544043.0,40.0,120.0,160.0,392.0,40.82
544051,Vranov nad Topľou,7,SK,90.3%,0.1%,0.8%,0.4%,544051.0,2971.0,6145.0,9116.0,16422.0,55.51
544060,Babie,7,SK,96.5%,0.0%,0.0%,0.0%,544060.0,42.0,87.0,129.0,194.0,66.49
544078,Banské,7,SK,79.5%,0.1%,17.4%,0.2%,544078.0,105.0,496.0,601.0,1336.0,44.99
544086,Benkovce,7,SK,97.8%,0.0%,0.5%,0.4%,544086.0,82.0,169.0,251.0,438.0,57.31
544094,Bystré,7,SK,95.6%,0.1%,2.4%,0.1%,544094.0,270.0,843.0,1113.0,2121.0,52.48
544108,Cabov,7,SK,98.7%,0.0%,0.0%,0.0%,544108.0,47.0,179.0,226.0,300.0,75.33
544116,Čaklov,7,SK,85.8%,0.0%,11.9%,0.2%,544116.0,267.0,670.0,937.0,1942.0,48.25
544124,Čičava,7,SK,90.1%,0.2%,5.7%,0.0%,544124.0,90.0,233.0,323.0,871.0,37.08
544132,Čierne nad Topľou,7,SK,98.5%,0.0%,0.0%,0.1%,544132.0,119.0,281.0,400.0,576.0,69.44
544141,Ďapalovce,7,SK,97.5%,0.0%,0.0%,0.7%,544141.0,32.0,207.0,239.0,331.0,72.21
544159,Davidov,7,SK,98.8%,0.1%,0.0%,0.1%,544159.0,79.0,336.0,415.0,621.0,66.83
544167,Detrík,7,SK,100.0%,0.0%,0.0%,0.0%,544167.0,8.0,19.0,27.0,47.0,57.45
544175,Dlhé Klčovo,7,SK,95.7%,0.0%,0.3%,0.0%,544175.0,152.0,490.0,642.0,1077.0,59.61
544183,Ďurďoš,7,SK,87.5%,0.0%,7.8%,0.0%,544183.0,25.0,56.0,81.0,196.0,41.33
544191,Giglovce,7,SK,100.0%,0.0%,0.0%,0.0%,544191.0,15.0,65.0,80.0,123.0,65.04
544205,Girovce,7,SK,98.2%,0.0%,0.0%,1.8%,544205.0,9.0,34.0,43.0,52.0,82.69
544213,Hanušovce nad Topľou,7,SK,89.4%,0.1%,3.4%,0.2%,544213.0,434.0,896.0,1330.0,2789.0,47.69
544221,Hermanovce nad Topľou,7,SK,96.9%,0.0%,0.1%,0.4%,544221.0,140.0,232.0,372.0,574.0,64.81
544230,Hlinné,7,SK,91.7%,0.1%,6.1%,0.0%,544230.0,146.0,310.0,456.0,1351.0,33.75
545333,Dunajská Lužná,1,SK,86.3%,3.2%,0.1%,0.1%,545333.0,2774.0,1481.0,4255.0,5835.0,72.92
545350,Hontianske Trsťany,4,SK,98.0%,0.0%,0.0%,0.0%,545350.0,76.0,106.0,182.0,269.0,67.66
545589,Cabaj-Čápor,4,SK,91.2%,0.2%,0.1%,0.0%,545589.0,850.0,1318.0,2168.0,3411.0,63.56
545635,Horné Lefantovce,4,SK,94.2%,0.8%,0.0%,0.0%,545635.0,191.0,327.0,518.0,714.0,72.55
545651,Veľké Držkovce,3,SK,98.2%,0.0%,0.0%,0.0%,545651.0,136.0,261.0,397.0,535.0,74.21
545686,Melčice-Lieskové,3,SK,96.4%,0.2%,0.0%,0.1%,545686.0,390.0,555.0,945.0,1320.0,71.59
545741,Trenčianske Stankovce,3,SK,96.9%,0.1%,0.0%,0.0%,545741.0,889.0,1083.0,1972.0,2717.0,72.58
545961,Turčianske Jaseno,5,SK,97.1%,0.0%,0.2%,0.0%,545961.0,130.0,143.0,273.0,389.0,70.18
546640,Dolný Lieskov,3,SK,97.6%,0.2%,0.1%,0.0%,546640.0,129.0,265.0,394.0,675.0,58.37
546682,Skalka nad Váhom,3,SK,97.6%,0.3%,0.0%,0.0%,546682.0,312.0,371.0,683.0,993.0,68.78
547522,Bitarová,5,SK,97.8%,0.1%,0.0%,0.0%,547522.0,200.0,279.0,479.0,678.0,70.65
547557,Brezany,5,SK,98.8%,0.2%,0.2%,0.0%,547557.0,187.0,205.0,392.0,521.0,75.24
547590,Hričovské Podhradie,5,SK,98.3%,0.0%,0.0%,0.0%,547590.0,46.0,168.0,214.0,292.0,73.29
547611,Ovčiarsko,5,SK,98.2%,0.0%,0.0%,0.0%,547611.0,196.0,221.0,417.0,540.0,77.22
547620,Paština Závada,5,SK,97.5%,0.0%,0.0%,0.0%,547620.0,56.0,93.0,149.0,209.0,71.29
555487,Igram,1,SK,94.9%,0.5%,0.0%,0.2%,555487.0,205.0,124.0,329.0,455.0,72.31
555495,Kaplna,1,SK,94.6%,0.7%,0.0%,0.0%,555495.0,286.0,228.0,514.0,727.0,70.7
555509,Zálesie (SC),1,SK,94.0%,1.1%,0.0%,0.2%,555509.0,967.0,435.0,1402.0,1816.0,77.2
555517,Bellova Ves,2,SK,78.8%,19.3%,0.0%,0.0%,555517.0,110.0,85.0,195.0,284.0,68.66
555541,Dunajský Klátov - Dunatőkés,2,HU,14.0%,83.8%,0.0%,0.0%,555541.0,96.0,125.0,221.0,674.0,32.79
555568,Horné Mýto - Felsővámos,2,HU,12.6%,85.2%,0.3%,0.0%,555568.0,69.0,142.0,211.0,782.0,26.98
555576,Trhová Hradská - Vásárút,2,HU,11.2%,85.2%,0.5%,0.0%,555576.0,190.0,349.0,539.0,1823.0,29.57
555606,Macov - Macháza,2,SK,64.1%,25.1%,0.2%,0.2%,555606.0,129.0,149.0,278.0,417.0,66.67
555649,Mad - Nagymad,2,HU,10.7%,85.1%,0.0%,0.0%,555649.0,51.0,151.0,202.0,486.0,41.56
555665,Malé Dvorníky - Kisudvarnok,2,HU,13.2%,84.6%,0.1%,0.0%,555665.0,198.0,251.0,449.0,975.0,46.05
555673,Veľké Dvorníky - Nagyudvarnok,2,HU,12.4%,78.4%,0.5%,0.0%,555673.0,147.0,206.0,353.0,1100.0,32.09
555720,Povoda - Pódatejed,2,HU,21.2%,76.3%,0.0%,0.0%,555720.0,125.0,174.0,299.0,791.0,37.8
555746,Vieska (DS) - Dunakisfalud,2,HU,19.2%,76.7%,0.0%,0.0%,555746.0,59.0,115.0,174.0,352.0,49.43
555754,Matúškovo - Taksonyfalva,2,HU,45.6%,52.0%,0.0%,0.0%,555754.0,546.0,533.0,1079.0,1844.0,58.51
555789,Dolná Streda,2,SK,94.7%,1.3%,0.0%,0.0%,555789.0,445.0,468.0,913.0,1408.0,64.84
555819,Bodzianske Lúky - Bogyarét,4,HU,9.4%,84.3%,0.0%,0.0%,555819.0,14.0,38.0,52.0,155.0,33.55
555827,Virt - Virt,4,HU,34.0%,64.4%,0.0%,0.0%,555827.0,34.0,87.0,121.0,268.0,45.15
555843,Čata - Csata,4,HU,37.4%,53.3%,2.9%,0.0%,555843.0,85.0,246.0,331.0,857.0,38.62
555851,Malý Lapáš,4,SK,97.0%,1.1%,0.0%,0.0%,555851.0,442.0,353.0,795.0,1057.0,75.21
555860,Veľký Lapáš,4,SK,96.1%,1.3%,0.0%,0.1%,555860.0,535.0,564.0,1099.0,1568.0,70.09
555878,Horná Kráľová,4,SK,83.5%,10.1%,0.1%,0.1%,555878.0,417.0,517.0,934.0,1531.0,61.01
555886,Čechynce - Nyitracsehi,4,SK,66.7%,32.4%,0.0%,0.0%,555886.0,324.0,380.0,704.0,1030.0,68.35
555908,Malý Cetín,4,SK,88.9%,8.0%,0.0%,0.0%,555908.0,112.0,163.0,275.0,401.0,68.58
555916,Červený Hrádok,4,SK,96.7%,0.5%,0.0%,0.0%,555916.0,114.0,143.0,257.0,366.0,70.22
555924,Malé Vozokany,4,SK,96.7%,0.3%,0.3%,0.0%,555924.0,59.0,129.0,188.0,280.0,67.14
555932,Veľké Vozokany,4,SK,98.2%,0.0%,0.0%,0.0%,555932.0,83.0,176.0,259.0,342.0,75.73
555959,Hosťová - Nyitrageszte,4,HU,42.3%,55.1%,0.0%,0.0%,555959.0,121.0,76.0,197.0,343.0,57.43
555967,Telince,4,SK,84.8%,6.2%,0.0%,0.0%,555967.0,63.0,80.0,143.0,309.0,46.28
555991,Svätoplukovo,4,SK,96.3%,0.4%,0.1%,0.1%,555991.0,206.0,529.0,735.0,1142.0,64.36
556025,Vlkas,4,SK,98.1%,0.9%,0.0%,0.0%,556025.0,62.0,144.0,206.0,266.0,77.44
556033,Pavlová - Garampáld,4,HU,8.0%,88.3%,0.0%,0.0%,556033.0,9.0,81.0,90.0,185.0,48.65
556050,Úľany nad Žitavou,4,SK,96.8%,0.3%,0.1%,0.0%,556050.0,213.0,649.0,862.0,1314.0,65.6
556092,Nána - Nána,4,HU,26.4%,66.6%,0.0%,0.0%,556092.0,151.0,267.0,418.0,1002.0,41.72
556114,Sekule,2,SK,95.2%,0.1%,0.0%,0.1%,556114.0,504.0,554.0,1058.0,1559.0,67.86
556122,Rohov,2,SK,98.2%,0.3%,0.0%,0.0%,556122.0,101.0,85.0,186.0,328.0,56.71
556131,Rybky,2,SK,98.3%,0.0%,0.0%,0.0%,556131.0,141.0,96.0,237.0,354.0,66.95
556149,Krušovce,4,SK,92.9%,0.1%,0.1%,0.0%,556149.0,304.0,617.0,921.0,1449.0,63.56
556157,Jacovce,4,SK,96.6%,0.1%,0.0%,0.1%,556157.0,364.0,629.0,993.0,1507.0,65.89
556165,Chrabrany,4,SK,95.1%,0.0%,0.0%,0.0%,556165.0,194.0,354.0,548.0,739.0,74.15
556173,Livina,3,SK,98.3%,0.0%,0.0%,0.0%,556173.0,16.0,53.0,69.0,101.0,68.32
556190,Livinské Opatovce,3,SK,98.2%,0.0%,0.0%,0.0%,556190.0,37.0,122.0,159.0,216.0,73.61
556211,Orešany,4,SK,96.7%,0.3%,0.0%,0.0%,556211.0,43.0,129.0,172.0,282.0,60.99
556220,Ardanovce,4,SK,96.6%,0.0%,0.0%,0.0%,556220.0,26.0,91.0,117.0,190.0,61.58
556238,Svrbice,4,SK,97.3%,0.0%,0.0%,0.0%,556238.0,44.0,65.0,109.0,170.0,64.12
556246,Krásno,3,SK,94.5%,1.0%,0.6%,0.0%,556246.0,119.0,196.0,315.0,419.0,75.18
556262,Dvorany nad Nitrou,4,SK,95.2%,0.0%,0.0%,0.0%,556262.0,146.0,309.0,455.0,663.0,68.63
556271,Turčianky,3,SK,97.1%,0.0%,0.0%,0.7%,556271.0,41.0,47.0,88.0,119.0,73.95
556289,Otrhánky,3,SK,98.5%,0.0%,0.0%,0.0%,556289.0,73.0,158.0,231.0,312.0,74.04
556297,Čeľadince,4,SK,94.1%,0.2%,0.0%,0.0%,556297.0,61.0,212.0,273.0,415.0,65.78
556327,Solčianky,4,SK,97.3%,0.4%,0.0%,0.0%,556327.0,48.0,105.0,153.0,239.0,64.02
556351,Horné Chlebany,4,SK,98.9%,0.0%,0.0%,0.0%,556351.0,63.0,125.0,188.0,293.0,64.16
556360,Libichava,3,SK,95.8%,0.0%,0.0%,0.0%,556360.0,29.0,61.0,90.0,123.0,73.17
556408,Chudá Lehota,3,SK,99.1%,0.0%,0.0%,0.0%,556408.0,27.0,111.0,138.0,183.0,75.41
556416,Ješkova Ves,3,SK,97.8%,0.0%,0.0%,0.0%,556416.0,79.0,208.0,287.0,416.0,68.99
556424,Haluzice,3,SK,94.7%,0.0%,0.0%,0.0%,556424.0,24.0,45.0,69.0,84.0,82.14
556441,Zemianske Podhradie,3,SK,96.6%,0.0%,0.0%,0.0%,556441.0,167.0,233.0,400.0,631.0,63.39
556459,Nová Ves nad Váhom,3,SK,98.7%,0.0%,0.0%,0.0%,556459.0,153.0,163.0,316.0,447.0,70.69
556475,Zamarovce,3,SK,95.3%,0.1%,0.0%,0.0%,556475.0,370.0,357.0,727.0,918.0,79.19
556483,Križovany nad Dudváhom,2,SK,95.4%,0.3%,0.0%,0.1%,556483.0,590.0,408.0,998.0,1454.0,68.64
556491,Opoj,2,SK,94.3%,0.2%,0.0%,0.1%,556491.0,374.0,350.0,724.0,1017.0,71.19
556513,Vlčkovce,2,SK,93.9%,0.3%,0.1%,0.1%,556513.0,415.0,378.0,793.0,1111.0,71.38
556521,Dolné Zelenice,2,SK,97.0%,0.0%,0.2%,0.0%,556521.0,162.0,207.0,369.0,496.0,74.4
556530,Horné Zelenice,2,SK,96.4%,0.1%,0.1%,0.0%,556530.0,151.0,216.0,367.0,562.0,65.3
556548,Šterusy,2,SK,96.5%,0.0%,0.0%,0.0%,556548.0,76.0,172.0,248.0,378.0,65.61
556556,Pavlice,2,SK,97.1%,0.4%,0.0%,0.2%,556556.0,170.0,148.0,318.0,445.0,71.46
556564,Slovenská Nová Ves,2,SK,96.9%,0.4%,0.0%,0.0%,556564.0,154.0,136.0,290.0,429.0,67.6
556572,Veľké Orvište,2,SK,88.7%,0.2%,0.0%,0.1%,556572.0,240.0,316.0,556.0,856.0,64.95
556581,Hubina,2,SK,95.4%,0.0%,0.0%,0.0%,556581.0,89.0,213.0,302.0,445.0,67.87
556599,Dlhá,2,SK,96.6%,0.5%,0.5%,0.0%,556599.0,99.0,147.0,246.0,360.0,68.33
556602,Horné Trhovište,2,SK,97.3%,0.3%,0.0%,0.0%,556602.0,107.0,258.0,365.0,503.0,72.56
556611,Tekolďany,2,SK,93.9%,0.0%,0.0%,0.0%,556611.0,17.0,56.0,73.0,110.0,66.36
556645,Tepličky,2,SK,91.3%,0.0%,0.0%,0.0%,556645.0,52.0,139.0,191.0,273.0,69.96
556653,Radošovce (TT),2,SK,97.1%,0.0%,0.0%,0.0%,556653.0,96.0,118.0,214.0,299.0,71.57
556661,Dolné Lovčice,2,SK,96.8%,0.1%,0.0%,0.5%,556661.0,197.0,277.0,474.0,651.0,72.81
556670,Šelpice,2,SK,91.1%,0.7%,0.1%,0.0%,556670.0,277.0,213.0,490.0,726.0,67.49
556688,Lošonec,2,SK,98.1%,0.3%,0.0%,0.0%,556688.0,154.0,178.0,332.0,513.0,64.72
556696,Nitrianske Hrnčiarovce,4,SK,78.7%,13.9%,0.1%,0.0%,556696.0,778.0,520.0,1298.0,1935.0,67.08
556742,Pochabany,3,SK,97.7%,0.4%,0.0%,0.0%,556742.0,41.0,110.0,151.0,214.0,70.56
556777,Jesenské (LV),4,SK,91.8%,2.0%,0.0%,0.0%,556777.0,4.0,20.0,24.0,34.0,70.59
556785,Malé Chyndice,4,SK,94.3%,0.3%,0.0%,0.0%,556785.0,58.0,158.0,216.0,310.0,69.68
556793,Borčany,3,SK,98.5%,0.0%,0.0%,0.0%,556793.0,38.0,95.0,133.0,216.0,61.57
556807,Ižipovce,5,SK,98.9%,0.0%,0.0%,0.0%,556807.0,21.0,29.0,50.0,80.0,62.5
556823,Medzany,7,SK,98.4%,0.0%,0.2%,0.0%,556823.0,301.0,218.0,519.0,772.0,67.23
557251,Bystrá (BR),6,SK,95.7%,0.0%,0.0%,0.0%,557251.0,137.0,94.0,231.0,268.0,86.19
557269,Turecká,6,SK,96.9%,0.0%,0.0%,0.0%,557269.0,43.0,74.0,117.0,149.0,78.52
557277,Kynceľová,6,SK,97.2%,0.3%,0.0%,0.0%,557277.0,100.0,133.0,233.0,327.0,71.25
557285,Nemce,6,SK,95.7%,0.1%,0.0%,0.1%,557285.0,310.0,376.0,686.0,926.0,74.08
557293,Vlkanová,6,SK,93.9%,0.2%,0.5%,0.1%,557293.0,269.0,368.0,637.0,1054.0,60.44
557307,Vidiná,6,SK,93.2%,2.2%,0.0%,0.0%,557307.0,353.0,616.0,969.0,1419.0,68.29
557315,Biskupice - Fülekpüspöki,6,HU,21.1%,70.6%,0.6%,0.0%,557315.0,108.0,178.0,286.0,909.0,31.46
557323,Ďubákovo,6,SK,94.9%,0.0%,0.0%,0.0%,557323.0,13.0,51.0,64.0,82.0,78.05
557331,Gregorova Vieska,6,SK,95.1%,0.7%,2.1%,0.0%,557331.0,36.0,40.0,76.0,124.0,61.29
557340,Trenč,6,SK,77.1%,8.2%,1.1%,0.0%,557340.0,24.0,86.0,110.0,356.0,30.9
557358,Vrútky,5,SK,93.2%,0.2%,1.3%,0.0%,557358.0,1876.0,2041.0,3917.0,6027.0,64.99
557391,Borčice,3,SK,94.2%,0.0%,0.0%,0.0%,557391.0,184.0,228.0,412.0,558.0,73.84
557404,Kameničany,3,SK,98.6%,0.0%,0.0%,0.0%,557404.0,146.0,195.0,341.0,439.0,77.68
557412,Sedmerovec,3,SK,99.3%,0.0%,0.0%,0.0%,557412.0,94.0,146.0,240.0,349.0,68.77
557421,Slavnica,3,SK,98.7%,0.0%,0.0%,0.0%,557421.0,174.0,260.0,434.0,727.0,59.7
557439,Dolné Kočkovce,3,SK,97.4%,0.0%,0.0%,0.0%,557439.0,226.0,463.0,689.0,981.0,70.23
557447,Nimnica,3,SK,97.5%,0.0%,0.0%,0.0%,557447.0,166.0,304.0,470.0,643.0,73.09
557471,Streženice,3,SK,97.0%,0.1%,0.0%,0.2%,557471.0,231.0,362.0,593.0,846.0,70.09
557480,Slopná,3,SK,99.0%,0.0%,0.0%,0.0%,557480.0,74.0,219.0,293.0,398.0,73.62
557498,Vydrná,3,SK,98.7%,0.0%,0.0%,0.0%,557498.0,66.0,102.0,168.0,242.0,69.42
