IDN4,obec,populace,centroid-lat,centroid-lon,obec_code,Korčok,Pellegrini,voted,voters,turnout
519537,Lúčka (SK),520,49.1083638,21.4786029,519537.0,122.0,130.0,252.0,416.0,60.58
519545,Lukavica (BJ),374,49.2605545,21.320809,519545.0,62.0,164.0,226.0,303.0,74.59
519553,Lukov,652,49.2775081,21.0745441,519553.0,38.0,211.0,249.0,454.0,54.85
519561,Lužany pri Topli,248,49.1251245,21.5044713,519561.0,66.0,71.0,137.0,199.0,68.84
519570,Malcov,1604,49.2970523,21.0443317,519570.0,204.0,468.0,672.0,1101.0,61.04
519588,Marhaň,952,49.1784343,21.4568535,519588.0,112.0,261.0,373.0,694.0,53.75
519596,Mičakovce,125,49.0838152,21.5293331,519596.0,8.0,56.0,64.0,98.0,65.31
519600,Mikulášová - Никлёва,122,49.3835656,21.3946057,519600.0,8.0,67.0,75.0,127.0,59.06
519618,Mokroluh,771,49.3068885,21.2119051,519618.0,223.0,174.0,397.0,598.0,66.39
519626,Nemcovce (BJ),261,49.2168881,21.4273713,519626.0,62.0,87.0,149.0,205.0,72.68
519634,Nižná Polianka,221,49.4085371,21.4095477,519634.0,50.0,89.0,139.0,197.0,70.56
519642,Nižná Voľa,274,49.2208344,21.3660284,519642.0,32.0,107.0,139.0,219.0,63.47
519669,Nižný Tvarožec,539,49.3671509,21.1881574,519669.0,43.0,122.0,165.0,370.0,44.59
519677,Oľšavce,165,49.202195,21.3729656,519677.0,19.0,71.0,90.0,136.0,66.18
519685,Ondavka - Ондавка,15,49.4421916,21.3355175,519685.0,6.0,12.0,18.0,19.0,94.74
519693,Ortuťová,192,49.2725163,21.4609498,519693.0,23.0,76.0,99.0,155.0,63.87
519707,Osikov,989,49.1680382,21.2505862,519707.0,262.0,280.0,542.0,788.0,68.78
519715,Petrová,943,49.3985312,21.1098687,519715.0,15.0,88.0,103.0,577.0,17.85
519723,Poliakovce,379,49.253616,21.3999811,519723.0,82.0,87.0,169.0,302.0,55.96
519731,Porúbka (BJ),223,49.1980339,21.4250063,519731.0,53.0,61.0,114.0,170.0,67.06
519740,Regetovka,46,49.4311521,21.2671344,519740.0,25.0,21.0,46.0,63.0,73.02
519758,Rešov,303,49.2313448,21.3309513,519758.0,51.0,104.0,155.0,259.0,59.85
519766,Richvald,996,49.2716004,21.1855188,519766.0,138.0,367.0,505.0,799.0,63.2
519774,Rokytov,552,49.3145882,21.1891487,519774.0,124.0,150.0,274.0,451.0,60.75
519782,Smilno,678,49.3807708,21.3523895,519782.0,148.0,249.0,397.0,568.0,69.89
519791,Snakov,675,49.339042,21.0426676,519791.0,54.0,203.0,257.0,478.0,53.77
519804,Stebnícka Huta,204,49.4136908,21.2465505,519804.0,27.0,90.0,117.0,184.0,63.59
519812,Stebník,305,49.3833769,21.2448292,519812.0,56.0,132.0,188.0,250.0,75.2
519821,Stuľany,553,49.1408649,21.4085198,519821.0,95.0,137.0,232.0,434.0,53.46
519839,Sveržov,617,49.3393814,21.1637274,519839.0,145.0,146.0,291.0,471.0,61.78
519847,Šarišské Čierne,300,49.3417166,21.3843072,519847.0,32.0,121.0,153.0,250.0,61.2
519855,Šašová,164,49.2571762,21.4535056,519855.0,36.0,40.0,76.0,126.0,60.32
519863,Šiba,633,49.2260641,21.2020116,519863.0,113.0,197.0,310.0,466.0,66.52
519871,Tarnov,404,49.3196719,21.1647347,519871.0,102.0,111.0,213.0,302.0,70.53
519880,Tročany,284,49.1891068,21.3310166,519880.0,108.0,66.0,174.0,234.0,74.36
519901,Varadka,248,49.4195514,21.385495,519901.0,13.0,34.0,47.0,171.0,27.49
519910,Vyšná Polianka - Вышня Полянка,109,49.4294647,21.3567131,519910.0,21.0,49.0,70.0,104.0,67.31
519928,Vyšná Voľa,393,49.2467623,21.361476,519928.0,66.0,142.0,208.0,321.0,64.8
519936,Raslavice,2792,49.141853,21.3220503,519936.0,670.0,572.0,1242.0,2083.0,59.63
519944,Vyšný Kručov,151,49.1631349,21.4368265,519944.0,9.0,81.0,90.0,116.0,77.59
519952,Vyšný Tvarožec - Вышнїй Тварожець,121,49.3890276,21.1957624,519952.0,16.0,56.0,72.0,97.0,74.23
519961,Zborov,3533,49.3662203,21.3044113,519961.0,377.0,475.0,852.0,2443.0,34.88
519979,Zlaté,764,49.3436074,21.2119633,519979.0,165.0,259.0,424.0,617.0,68.72
519987,Železník,462,49.0864356,21.5069597,519987.0,68.0,159.0,227.0,370.0,61.35
519995,Želmanovce,327,49.1177805,21.4280833,519995.0,56.0,115.0,171.0,259.0,66.02
520004,Humenné,31359,48.9388858,21.9065015,520004.0,5070.0,8203.0,13273.0,24554.0,54.06
520012,Adidovce,227,49.0214932,22.0549488,520012.0,25.0,85.0,110.0,174.0,63.22
520021,Baškovce (HE),403,49.0312574,21.8427687,520021.0,56.0,153.0,209.0,315.0,66.35
520039,Belá nad Cirochou,3369,48.9696116,22.1069148,520039.0,481.0,1006.0,1487.0,2672.0,55.65
520055,Brekov,1332,48.9044756,21.8412008,520055.0,193.0,337.0,530.0,1012.0,52.37
520063,Brestov (HE),595,48.9745682,21.8921922,520063.0,121.0,184.0,305.0,469.0,65.03
520071,Brestov nad Laborcom,106,49.1127588,21.9514178,520071.0,9.0,29.0,38.0,105.0,36.19
520080,Brezovec - Березовець,39,48.9398845,22.3930039,520080.0,1.0,19.0,20.0,34.0,58.82
520098,Čabalovce - Чабалівцї,322,49.2287319,21.9683319,520098.0,24.0,134.0,158.0,271.0,58.3
520101,Čabiny - Грабова Розтока,320,49.1897684,21.9043428,520101.0,22.0,148.0,170.0,266.0,63.91
520110,Černina,154,49.0539137,21.8237117,520110.0,17.0,79.0,96.0,116.0,82.76
520128,Čertižné - Чертижне,323,49.3615802,21.8227733,520128.0,36.0,155.0,191.0,274.0,69.71
520136,Čukalovce - nan,162,49.096789,22.1597444,520136.0,14.0,84.0,98.0,149.0,65.77
520152,Dedačov,159,49.0350386,21.9818919,520152.0,8.0,70.0,78.0,134.0,58.21
520161,Dlhé nad Cirochou,1893,48.9651277,22.0658884,520161.0,271.0,590.0,861.0,1510.0,57.02
520179,Dúbrava (SV),212,48.8803357,22.3531959,520179.0,17.0,96.0,113.0,179.0,63.13
520187,Habura - nan,467,49.3371923,21.8686741,520187.0,64.0,206.0,270.0,414.0,65.22
520195,Hankovce (HE),503,49.0297605,21.9408691,520195.0,138.0,140.0,278.0,407.0,68.3
520209,Hostovice,252,49.1283513,22.1576912,520209.0,24.0,118.0,142.0,217.0,65.44
520217,Hrabová Roztoka - nan,57,48.8760194,22.2886053,520217.0,5.0,36.0,41.0,51.0,80.39
520225,Hrabovec nad Laborcom,501,49.0916033,21.9215921,520225.0,115.0,158.0,273.0,423.0,64.54
520233,Hrubov,478,49.0932552,21.8693784,520233.0,74.0,140.0,214.0,390.0,54.87
520241,Hudcovce,395,48.9118777,21.7925726,520241.0,73.0,154.0,227.0,322.0,70.5
520250,Rokytov pri Humennom,280,49.1096119,22.0020028,520250.0,33.0,141.0,174.0,264.0,65.91
520268,Chlmec,588,48.8834788,21.9410079,520268.0,77.0,245.0,322.0,482.0,66.8
520276,Jabloň,392,49.0634955,21.9893282,520276.0,59.0,102.0,161.0,314.0,51.27
520284,Jalová - Ялова,64,49.0393606,22.2326323,520284.0,2.0,30.0,32.0,52.0,61.54
520292,Jankovce,267,49.0585437,21.803164,520292.0,32.0,113.0,145.0,216.0,67.13
520314,Kalinov - Калинів,261,49.3324676,21.9333946,520314.0,32.0,82.0,114.0,229.0,49.78
520322,Kalná Roztoka - Кална Розтока,539,48.9856386,22.3196841,520322.0,34.0,204.0,238.0,420.0,56.67
520331,Kamenica nad Cirochou,2275,48.9365231,22.006355,520331.0,283.0,765.0,1048.0,1879.0,55.77
520349,Kamienka (HE),526,48.9077863,21.9976369,520349.0,64.0,194.0,258.0,439.0,58.77
520357,Karná,458,48.986972,21.7995829,520357.0,25.0,137.0,162.0,368.0,44.02
520365,Klenová - Кленова,508,48.9473485,22.3329205,520365.0,27.0,191.0,218.0,398.0,54.77
520373,Kochanovce (HE),737,48.9554464,21.9493129,520373.0,120.0,253.0,373.0,592.0,63.01
520381,Kolbasov,68,49.0062129,22.377564,520381.0,12.0,35.0,47.0,67.0,70.15
520390,Kolonica - Колоніця,538,48.9505692,22.251488,520390.0,45.0,194.0,239.0,432.0,55.32
520403,Koškovce,574,49.0534959,21.9441914,520403.0,120.0,133.0,253.0,440.0,57.5
520411,Krásny Brod - Красный Брід,467,49.2396091,21.9053847,520411.0,44.0,144.0,188.0,325.0,57.85
520438,Ladomirov - Ладомирів,267,48.9221195,22.2895965,520438.0,25.0,87.0,112.0,223.0,50.22
520446,Lieskovec (HE),434,48.9530913,21.8157611,520446.0,77.0,159.0,236.0,348.0,67.82
520454,Ľubiša,818,49.0035253,21.9349167,520454.0,158.0,229.0,387.0,636.0,60.85
520462,Lukačovce,465,49.024855,21.7881062,520462.0,58.0,148.0,206.0,356.0,57.87
520471,Medzilaborce - Меджілабірцї,5965,49.2965271,21.9273813,520471.0,583.0,1734.0,2317.0,4596.0,50.41
520489,Michajlov,82,48.9089863,22.3357496,520489.0,10.0,35.0,45.0,70.0,64.29
520497,Modra nad Cirochou,984,48.938195,22.0468268,520497.0,139.0,353.0,492.0,756.0,65.08
520501,Myslina,583,48.9493918,21.8557853,520501.0,105.0,152.0,257.0,463.0,55.51
520519,Ňagov - Няґів,390,49.2581173,21.9446208,520519.0,43.0,120.0,163.0,291.0,56.01
520527,Nechválova Polianka - Нехвалёва Полянка,74,49.0772762,22.1050436,520527.0,16.0,51.0,67.0,104.0,64.42
520535,Nižná Jablonka,147,49.1311798,22.0818853,520535.0,10.0,44.0,54.0,119.0,45.38
520543,Nižné Ladičkovce,328,49.0168955,21.903712,520543.0,58.0,109.0,167.0,265.0,63.02
520551,Nová Sedlica,251,49.0604567,22.523287,520551.0,9.0,129.0,138.0,223.0,61.88
520560,Ohradzany,631,49.0046083,21.8388331,520560.0,94.0,222.0,316.0,471.0,67.09
520578,Oľka - Олька,260,49.1524674,21.8462827,520578.0,41.0,96.0,137.0,215.0,63.72
520586,Oľšinkov - Вільшинків,20,49.2048614,22.039851,520586.0,2.0,24.0,26.0,29.0,89.66
520594,Osadné - Осадне,150,49.1610824,22.1698024,520594.0,12.0,80.0,92.0,141.0,65.25
520616,Palota - Палота,193,49.2671528,22.0038796,520616.0,17.0,40.0,57.0,135.0,42.22
520624,Papín,908,49.0987514,22.0613276,520624.0,96.0,352.0,448.0,740.0,60.54
520632,Parihuzovce,20,49.1161344,22.2029814,520632.0,4.0,17.0,21.0,32.0,65.62
520641,Pčoliné - Пчолине,551,49.0643879,22.1798793,520641.0,53.0,254.0,307.0,445.0,68.99
520659,Pichne,559,49.0439881,22.1240828,520659.0,55.0,236.0,291.0,430.0,67.67
520667,Porúbka (HE),257,48.8599838,21.9577052,520667.0,37.0,100.0,137.0,220.0,62.27
520675,Príslop - Присліп,47,49.0413827,22.3182649,520675.0,2.0,21.0,23.0,41.0,56.1
520683,Ptičie,638,48.9039558,21.9556483,520683.0,126.0,216.0,342.0,516.0,66.28
520691,Radvaň nad Laborcom,526,49.1265833,21.9124387,520691.0,58.0,182.0,240.0,422.0,56.87
520705,Repejov - Репеїв,119,49.2001009,21.8242039,520705.0,14.0,51.0,65.0,99.0,65.66
520713,Roškovce - Рошківцї,141,49.2458731,21.8478139,520713.0,6.0,81.0,87.0,116.0,75.0
520721,Rovné (HE),464,48.9741494,22.014804,520721.0,80.0,121.0,201.0,364.0,55.22
520730,Runina - Рунина,77,49.0749796,22.4106096,520730.0,13.0,39.0,52.0,72.0,72.22
520748,Ruská Volová,85,48.9545559,22.3690249,520748.0,11.0,43.0,54.0,79.0,68.35
520764,Ruský Potok - Руськый Потік,129,49.0304218,22.4118807,520764.0,7.0,55.0,62.0,106.0,58.49
520772,Slovenská Volová,561,48.9797338,21.8477797,520772.0,67.0,140.0,207.0,408.0,50.74
520781,Slovenské Krivé,119,49.0727937,22.0171205,520781.0,28.0,44.0,72.0,122.0,59.02
520802,Snina,18712,48.9905256,22.1586745,520802.0,2284.0,5484.0,7768.0,14694.0,52.87
520811,Stakčínska Roztoka - Стащіньска Ростока,302,49.0115311,22.2936355,520811.0,16.0,146.0,162.0,240.0,67.5
520829,Stakčín,2393,49.0757228,22.2778109,520829.0,169.0,851.0,1020.0,1851.0,55.11
520845,Strihovce - Стриговець,142,48.8976434,22.2653662,520845.0,14.0,64.0,78.0,111.0,70.27
520853,Sukov - Суків,153,49.221101,21.8687231,520853.0,15.0,45.0,60.0,102.0,58.82
520861,Svetlice - Светліцї,89,49.1762029,22.0565372,520861.0,17.0,45.0,62.0,90.0,68.89
520870,Šmigovec,81,48.8938266,22.315147,520870.0,7.0,29.0,36.0,75.0,48.0
520888,Topoľa - Тополя,159,49.0499593,22.3596499,520888.0,13.0,64.0,77.0,145.0,53.1
520896,Topoľovka,795,48.9273285,21.8052326,520896.0,123.0,287.0,410.0,659.0,62.22
520900,Turcovce,301,49.0566906,21.8540401,520900.0,22.0,136.0,158.0,235.0,67.23
520918,Ubľa,792,48.9062269,22.3908208,520918.0,47.0,308.0,355.0,618.0,57.44
520926,Udavské,1231,48.9748647,21.9666165,520926.0,147.0,436.0,583.0,983.0,59.31
520934,Ulič,825,48.9653593,22.4178557,520934.0,56.0,238.0,294.0,652.0,45.09
520942,Uličské Krivé - Уліцьке Криве,245,48.998443,22.4448257,520942.0,15.0,94.0,109.0,185.0,58.92
520951,Valentovce,42,49.1817763,21.9568131,520951.0,1.0,31.0,32.0,44.0,72.73
520977,Veľopolie,362,48.9955567,21.9548416,520977.0,61.0,128.0,189.0,294.0,64.29
520985,Víťazovce,300,49.0124554,21.8046988,520985.0,59.0,98.0,157.0,269.0,58.36
520993,Volica - Воліця,264,49.1561608,21.9218435,520993.0,35.0,90.0,125.0,228.0,54.82
521001,Výrava - Вырава,189,49.2054992,22.0054456,521001.0,22.0,63.0,85.0,168.0,50.6
521019,Vyšná Jablonka - Вышня Яблінка,51,49.1708486,22.1129041,521019.0,7.0,48.0,55.0,70.0,78.57
521027,Vyšné Ladičkovce,185,49.0524948,21.8939878,521027.0,26.0,71.0,97.0,156.0,62.18
521035,Vyšný Hrušov,486,48.9973833,22.0151604,521035.0,40.0,127.0,167.0,384.0,43.49
521043,Závadka (HE),538,48.9279395,21.8421453,521043.0,58.0,228.0,286.0,454.0,63.0
521051,Zboj - Збой,285,49.0442661,22.4751186,521051.0,22.0,135.0,157.0,253.0,62.06
521060,Zbojné - Збійне,162,49.1484426,21.9976473,521060.0,7.0,89.0,96.0,149.0,64.43
521078,Zbudská Belá - Збудьска Біла,116,49.1644624,21.9578937,521078.0,11.0,63.0,74.0,105.0,70.48
521086,Zbudské Dlhé,769,49.0789584,21.9538119,521086.0,59.0,175.0,234.0,508.0,46.06
521108,Zemplínske Hámre,1270,48.9511086,22.1652322,521108.0,125.0,495.0,620.0,1012.0,61.26
521116,Zubné,354,49.0512096,22.0565488,521116.0,35.0,142.0,177.0,281.0,62.99
521141,Bačkovík,579,48.7843314,21.433555,521141.0,68.0,109.0,177.0,413.0,42.86
521159,Baška,713,48.709804,21.1779602,521159.0,298.0,140.0,438.0,582.0,75.26
521167,Belža,411,48.5849983,21.2717182,521167.0,134.0,126.0,260.0,366.0,71.04
521175,Beniakovce,785,48.7650496,21.3120809,521175.0,219.0,178.0,397.0,644.0,61.65
521183,Bidovce,1629,48.7440727,21.4354146,521183.0,284.0,357.0,641.0,1211.0,52.93
521191,Blažice,651,48.6716666,21.4188773,521191.0,102.0,137.0,239.0,472.0,50.64
521205,Bohdanovce,1127,48.655313,21.4036319,521205.0,303.0,284.0,587.0,920.0,63.8
521213,Boliarov,980,48.8084865,21.4316258,521213.0,49.0,96.0,145.0,592.0,24.49
521221,Budimír,1288,48.7994475,21.29543,521221.0,434.0,360.0,794.0,1035.0,76.71
521248,Bukovec (KS),851,48.7119722,21.1421899,521248.0,305.0,189.0,494.0,744.0,66.4
521256,Bunetice,89,48.8644459,21.3940492,521256.0,19.0,28.0,47.0,71.0,66.2
521264,Buzica - Buzita,1212,48.5260477,21.091417,521264.0,146.0,208.0,354.0,968.0,36.57
521272,Cestice - Szeszta,831,48.5851643,21.0968249,521272.0,154.0,195.0,349.0,712.0,49.02
521281,Čakanovce (KS),688,48.7721272,21.4351829,521281.0,81.0,150.0,231.0,533.0,43.34
521299,Čaňa,5864,48.607581,21.3162458,521299.0,1065.0,1275.0,2340.0,4594.0,50.94
521302,Čečejovce,2113,48.594474,21.0619438,521302.0,467.0,461.0,928.0,1688.0,54.98
521311,Čižatice,414,48.7914397,21.3872866,521311.0,104.0,109.0,213.0,332.0,64.16
521329,Debraď - Debrőd,409,48.6532372,20.9768726,521329.0,73.0,101.0,174.0,347.0,50.14
521337,Drienovec,2366,48.6178633,20.9417114,521337.0,199.0,432.0,631.0,1687.0,37.4
521345,Družstevná pri Hornáde,2764,48.8073449,21.2535707,521345.0,487.0,613.0,1100.0,2117.0,51.96
521353,Ďurďošík,667,48.7388929,21.4053202,521353.0,204.0,207.0,411.0,574.0,71.6
521361,Ďurkov,1926,48.7099022,21.443212,521361.0,210.0,397.0,607.0,1405.0,43.2
521370,Geča,1822,48.6236965,21.3094911,521370.0,500.0,474.0,974.0,1500.0,64.93
521388,Gyňov,669,48.5860334,21.3076352,521388.0,154.0,198.0,352.0,544.0,64.71
521396,Hačava,203,48.6730185,20.8253541,521396.0,22.0,40.0,62.0,174.0,35.63
521400,Haniska (KS),1494,48.6219457,21.2529217,521400.0,405.0,381.0,786.0,1206.0,65.17
521418,Herľany,286,48.799165,21.4896762,521418.0,74.0,99.0,173.0,232.0,74.57
521426,Hodkovce,339,48.6797703,21.0941781,521426.0,120.0,96.0,216.0,304.0,71.05
521442,Hrašovík,383,48.7442651,21.323722,521442.0,120.0,116.0,236.0,323.0,73.07
521469,Hýľov,512,48.7327537,21.0808644,521469.0,183.0,133.0,316.0,436.0,72.48
521477,Chrastné,632,48.7962405,21.3587728,521477.0,126.0,186.0,312.0,522.0,59.77
521485,Janík - Jánok,614,48.5451741,20.9738246,521485.0,119.0,144.0,263.0,494.0,53.24
521493,Jasov,3535,48.7000096,20.9519583,521493.0,342.0,537.0,879.0,2512.0,34.99
521507,Kalša,724,48.6128479,21.5210476,521507.0,153.0,226.0,379.0,588.0,64.46
521523,Kecerovce,3794,48.8241437,21.4066696,521523.0,119.0,177.0,296.0,2329.0,12.71
521540,Kecerovský Lipovec,113,48.851024,21.4599522,521540.0,36.0,37.0,73.0,96.0,76.04
521558,Kokšov-Bakša,1251,48.6420646,21.3213343,521558.0,335.0,328.0,663.0,1024.0,64.75
521566,Komárovce - Komaróc,405,48.5696154,21.1119334,521566.0,46.0,133.0,179.0,328.0,54.57
521574,Košická Belá,986,48.8101557,21.0977632,521574.0,263.0,283.0,546.0,856.0,63.79
521582,Košická Polianka,1030,48.694261,21.3547104,521582.0,224.0,282.0,506.0,854.0,59.25
521591,Košické Oľšany,1348,48.7295367,21.3514504,521591.0,265.0,269.0,534.0,1048.0,50.95
521604,Košický Klečenov,296,48.7415882,21.5252878,521604.0,74.0,92.0,166.0,258.0,64.34
521612,Kráľovce,1149,48.8058178,21.3357278,521612.0,192.0,213.0,405.0,944.0,42.9
521639,Kysak,1469,48.8490095,21.1992811,521639.0,461.0,331.0,792.0,1159.0,68.33
521655,Malá Ida,1701,48.6768009,21.1661515,521655.0,662.0,388.0,1050.0,1477.0,71.09
521663,Malá Lodina,228,48.8718351,21.1003271,521663.0,74.0,89.0,163.0,231.0,70.56
521671,Medzev,4107,48.7084469,20.8714408,521671.0,579.0,597.0,1176.0,3107.0,37.85
521680,Mokrance - Makranc,1367,48.5975862,21.0238658,521680.0,382.0,325.0,707.0,1246.0,56.74
521698,Moldava nad Bodvou - Szepsi,10305,48.6037857,20.9934064,521698.0,1414.0,1737.0,3151.0,7759.0,40.61
521701,Mudrovce,65,48.8327628,21.4677182,521701.0,10.0,21.0,31.0,61.0,50.82
521728,Nižná Kamenica,624,48.7670797,21.5032594,521728.0,175.0,172.0,347.0,545.0,63.67
521736,Nižná Myšľa,1568,48.6300816,21.3594987,521736.0,316.0,307.0,623.0,1168.0,53.34
521744,Nižný Čaj,286,48.6700157,21.3918371,521744.0,48.0,94.0,142.0,229.0,62.01
521752,Nižný Klátov,878,48.7342854,21.1488895,521752.0,275.0,270.0,545.0,746.0,73.06
521761,Nižný Lánec - Alsólánc,447,48.5356785,21.1108687,521761.0,39.0,51.0,90.0,333.0,27.03
521779,Turnianska Nová Ves - Tornaújfalu,308,48.5708547,20.8924974,521779.0,41.0,97.0,138.0,235.0,58.72
521787,Nováčany,749,48.6968215,21.0639638,521787.0,141.0,192.0,333.0,608.0,54.77
521795,Nová Polhora,504,48.8295239,21.3189925,521795.0,125.0,176.0,301.0,410.0,73.41
521809,Nový Salaš,221,48.6027614,21.4909759,521809.0,58.0,64.0,122.0,190.0,64.21
521817,Obišovce,471,48.8664755,21.2281778,521817.0,158.0,122.0,280.0,395.0,70.89
521825,Olšovany,676,48.7112231,21.4008638,521825.0,136.0,171.0,307.0,516.0,59.5
521833,Opátka,103,48.785087,21.0441314,521833.0,54.0,42.0,96.0,128.0,75.0
521841,Opiná,196,48.8663147,21.4343389,521841.0,26.0,53.0,79.0,160.0,49.38
521850,Paňovce,589,48.6489789,21.0662549,521850.0,179.0,158.0,337.0,503.0,67.0
521868,Peder - Péder,389,48.5705458,20.9466611,521868.0,54.0,77.0,131.0,304.0,43.09
521876,Perín-Chym - Perény - Hím,1532,48.5424183,21.1646044,521876.0,336.0,407.0,743.0,1296.0,57.33
521884,Ploské (KS),952,48.8234467,21.3416707,521884.0,183.0,332.0,515.0,770.0,66.88
521892,Poproč (KS),2681,48.7316146,20.9752068,521892.0,550.0,850.0,1400.0,2208.0,63.41
521906,Rákoš (KS),359,48.6404801,21.4327432,521906.0,77.0,85.0,162.0,315.0,51.43
521914,Rankovce,954,48.8159423,21.4844122,521914.0,55.0,97.0,152.0,641.0,23.71
521922,Rešica - Reste,335,48.5424454,21.0314185,521922.0,56.0,110.0,166.0,294.0,56.46
521931,Rozhanovce,2591,48.7615198,21.3549759,521931.0,745.0,543.0,1288.0,2017.0,63.86
521949,Rudník (KS),608,48.701636,21.0193986,521949.0,111.0,210.0,321.0,523.0,61.38
521957,Ruskov,1572,48.6822057,21.4549478,521957.0,416.0,418.0,834.0,1330.0,62.71
521965,Sady nad Torysou,1964,48.7135598,21.357059,521965.0,443.0,433.0,876.0,1532.0,57.18
521973,Seňa,2170,48.5669207,21.2626285,521973.0,445.0,424.0,869.0,1700.0,51.12
521981,Skároš,1108,48.591809,21.4169213,521981.0,244.0,268.0,512.0,880.0,58.18
522007,Slanec,1489,48.6374647,21.475703,522007.0,219.0,351.0,570.0,1167.0,48.84
522015,Slanská Huta,239,48.5784949,21.4977055,522015.0,72.0,60.0,132.0,201.0,65.67
522023,Slanské Nové Mesto,464,48.6562057,21.5265307,522023.0,91.0,153.0,244.0,388.0,62.89
522031,Sokoľ,1250,48.8159754,21.1961211,522031.0,377.0,250.0,627.0,1026.0,61.11
522040,Svinica,989,48.7237238,21.488796,522040.0,171.0,248.0,419.0,791.0,52.97
522066,Šemša,846,48.6791641,21.1246279,522066.0,263.0,275.0,538.0,796.0,67.59
522074,Štós,737,48.7092081,20.7905543,522074.0,146.0,163.0,309.0,617.0,50.08
522082,Trebejov,206,48.8359629,21.2241555,522082.0,91.0,37.0,128.0,184.0,69.57
522091,Trsťany,302,48.7611789,21.3986563,522091.0,101.0,95.0,196.0,274.0,71.53
522104,Trstené pri Hornáde,1471,48.5715637,21.3469037,522104.0,294.0,416.0,710.0,1200.0,59.17
522121,Vajkovce,941,48.7874968,21.3277629,522121.0,253.0,158.0,411.0,704.0,58.38
522139,Valaliky,4475,48.6370919,21.2877163,522139.0,1009.0,859.0,1868.0,3466.0,53.89
522147,Veľká Ida,3911,48.6052019,21.1383382,522147.0,263.0,442.0,705.0,2554.0,27.6
522155,Veľká Lodina,318,48.856366,21.1574252,522155.0,63.0,98.0,161.0,251.0,64.14
522163,Vtáčkovce,1243,48.8372837,21.3789048,522163.0,48.0,89.0,137.0,860.0,15.93
522171,Vyšná Hutka,508,48.6784198,21.3619658,522171.0,132.0,140.0,272.0,439.0,61.96
522180,Vyšná Kamenica,331,48.7869403,21.5038436,522180.0,116.0,90.0,206.0,305.0,67.54
522198,Vyšná Myšľa,957,48.6282477,21.3893933,522198.0,261.0,239.0,500.0,792.0,63.13
522201,Vyšný Čaj,329,48.6848175,21.3939566,522201.0,84.0,101.0,185.0,262.0,70.61
522210,Vyšný Klátov,470,48.7601093,21.1002751,522210.0,149.0,111.0,260.0,398.0,65.33
522244,Zlatá Idka,392,48.7576981,21.0067295,522244.0,145.0,124.0,269.0,323.0,83.28
522252,Žarnov - Zsarnó,433,48.5789735,20.9179982,522252.0,33.0,179.0,212.0,362.0,58.56
522261,Ždaňa,1383,48.5995724,21.3567874,522261.0,306.0,325.0,631.0,1072.0,58.86
522279,Michalovce,36704,48.7542808,21.9135892,522279.0,6040.0,10032.0,16072.0,29055.0,55.32
522287,Bajany,463,48.5955697,22.1142185,522287.0,63.0,122.0,185.0,357.0,51.82
522295,Bánovce nad Ondavou,697,48.6744382,21.8126846,522295.0,117.0,227.0,344.0,572.0,60.14
522309,Baškovce (SO),232,48.7855413,22.1991605,522309.0,48.0,81.0,129.0,198.0,65.15
522317,Beňatina,189,48.8012143,22.3364567,522317.0,5.0,96.0,101.0,144.0,70.14
522325,Bežovce,970,48.647057,22.1356372,522325.0,81.0,285.0,366.0,751.0,48.74
522333,Blatná Polianka,166,48.6885275,22.1048443,522333.0,15.0,86.0,101.0,152.0,66.45
