IDN4,obec,populace,centroid-lat,centroid-lon,obec_code,Danko,Dubovský,Forró,Harabin,Korčok,Kotleba,Kubiš,Matovič,Náhlik,Pellegrini,Švec,voted,voters,turnout
518930,Vígľašská Huta-Kalinka,320,48.4852185,19.2749397,518930,0,0,0,18,54,2,9,2,0,86,0,171,289,59.17
518956,Zemiansky Vrbovok,78,48.3189383,19.1481943,518956,0,0,0,7,13,6,0,0,0,23,0,49,72,68.06
518964,Vaniškovce,355,49.1657277,21.293828,518964,0,4,0,18,71,1,9,17,0,70,0,190,316,60.13
518972,Zvolenská Slatina,2802,48.5438155,19.2491131,518972,0,5,1,137,504,8,33,19,3,528,4,1242,2247,55.27
518981,Železná Breznica,554,48.6357571,19.0080249,518981,1,3,0,25,93,0,3,0,0,123,1,249,426,58.45
518999,Žibritov,73,48.3899494,18.9773937,518999,0,1,0,5,31,0,1,0,0,13,0,51,82,62.2
519006,Bardejov,30840,49.3031436,21.2756513,519006,4,124,18,1541,5213,64,295,331,14,4715,3,12322,24392,50.52
519014,Abrahámovce (BJ),337,49.1657371,21.3431976,519014,0,0,0,23,41,0,2,4,0,66,0,136,267,50.94
519022,Andrejová,350,49.3366679,21.337065,519022,0,2,0,20,38,0,3,1,0,57,0,121,282,42.91
519049,Bartošovce,738,49.1989075,21.2720582,519049,0,1,0,50,143,2,8,12,1,132,0,349,565,61.77
519057,Becherov - Бехерів,280,49.4307447,21.3078207,519057,0,2,0,20,44,0,7,3,0,53,0,129,245,52.65
519065,Beloveža,775,49.3043904,21.362301,519065,0,0,3,41,80,3,6,3,0,200,0,336,616,54.55
519073,Bogliarka,103,49.2711065,21.1394334,519073,0,0,0,10,8,0,4,1,0,36,0,59,90,65.56
519081,Brezov,369,49.1433638,21.5058232,519081,0,1,0,23,59,0,7,12,0,74,0,176,300,58.67
519090,Brezovka,104,49.2735488,21.4161534,519090,0,1,0,3,26,0,2,3,0,28,0,63,98,64.29
519103,Buclovany,207,49.1551487,21.3663389,519103,0,0,0,20,22,0,3,1,0,65,0,111,169,65.68
519111,Cigeľka,587,49.4122905,21.1422293,519111,0,0,0,12,6,4,1,9,0,23,0,55,363,15.15
519138,Dubinné,339,49.2476294,21.4297531,519138,0,0,0,23,66,2,1,6,0,77,0,175,269,65.06
519154,Frička,330,49.4072928,21.0735613,519154,0,2,0,24,9,0,1,4,0,22,0,62,219,28.31
519162,Fričkovce,731,49.184291,21.2184084,519162,2,6,0,35,113,0,11,5,0,154,0,326,575,56.7
519171,Gaboltov,492,49.3701089,21.1432303,519171,1,7,0,39,107,0,9,9,1,71,0,244,401,60.85
519189,Gerlachov (BJ),1056,49.3323098,21.104501,519189,0,2,0,48,70,0,1,7,0,225,0,353,787,44.85
519197,Giraltovce,4001,49.1161677,21.524357,519197,0,16,0,179,386,4,22,89,2,615,1,1314,3161,41.57
519201,Hankovce (BJ),451,49.2159282,21.4000367,519201,0,1,0,32,49,0,3,2,0,112,0,199,346,57.51
519219,Harhaj,264,49.1837726,21.4146621,519219,0,0,1,13,48,0,0,5,0,40,0,107,202,52.97
519227,Hažlín,1078,49.3005568,21.4130649,519227,1,1,0,84,96,1,5,5,0,310,0,503,892,56.39
519235,Hertník,1019,49.2053682,21.2162391,519235,1,15,1,76,149,1,19,13,1,177,1,454,801,56.68
519243,Hervartov,516,49.2449121,21.1949223,519243,0,4,0,46,63,1,7,3,0,97,1,222,402,55.22
519251,Hrabovec,510,49.2736319,21.3819112,519251,0,5,0,32,89,2,3,1,1,118,0,251,395,63.54
519260,Hrabské,642,49.3445239,21.0736576,519260,1,2,1,29,29,0,2,6,1,92,0,163,436,37.39
519278,Hutka,96,49.3998104,21.4272224,519278,0,0,0,2,13,0,0,0,0,35,0,50,83,60.24
519286,Chmeľová - Хмелёва,369,49.4012042,21.2973429,519286,0,2,1,44,62,1,6,3,0,90,0,209,306,68.3
519294,Janovce,465,49.185846,21.3055449,519294,0,0,0,14,90,2,3,4,1,74,0,188,356,52.81
519308,Jedlinka - Ялинкы,80,49.4024,21.3647968,519308,0,0,0,9,10,0,1,1,0,27,0,48,74,64.86
519316,Kalnište,513,49.1359478,21.4714386,519316,0,1,1,31,65,1,3,4,0,113,0,219,407,53.81
519324,Kľušov,1081,49.2441363,21.263781,519324,0,16,0,44,230,1,18,22,1,151,0,483,863,55.97
519332,Kobylnice,90,49.0977778,21.5501762,519332,0,1,0,9,10,0,0,0,0,33,0,53,78,67.95
519341,Kobyly,856,49.2179803,21.3034515,519341,0,13,0,51,162,2,11,14,1,124,0,378,697,54.23
519359,Kochanovce (BJ),272,49.1883981,21.3695607,519359,0,0,0,19,41,2,1,5,0,43,0,111,198,56.06
519367,Komárov,455,49.2785351,21.3481974,519367,0,1,0,23,90,0,4,9,0,73,0,200,364,54.95
519375,Koprivnica,652,49.1649984,21.4004751,519375,0,2,0,44,108,1,3,7,0,99,0,264,527,50.09
519383,Kožany,104,49.2139317,21.4974018,519383,0,0,0,10,4,0,0,0,0,23,0,37,87,42.53
519391,Kračúnovce,1239,49.0904824,21.4707627,519391,0,3,0,82,232,1,8,18,2,222,0,568,980,57.96
519405,Krivé,212,49.2942574,21.1526559,519405,0,1,0,10,15,0,2,2,1,66,0,97,170,57.06
519413,Kríže,64,49.2241297,21.1450149,519413,0,0,0,14,8,0,1,0,0,20,0,43,70,61.43
519421,Kružlov,997,49.3052541,21.1247025,519421,1,1,3,65,87,0,10,3,2,223,0,395,784,50.38
519430,Kučín (BJ),323,49.2053365,21.463965,519430,0,0,0,18,47,0,6,6,0,76,0,153,267,57.3
519448,Kuková,720,49.1173019,21.4481961,519448,2,1,0,27,121,1,5,4,0,138,0,299,580,51.55
519456,Kurima,1095,49.2317368,21.468148,519456,0,7,0,74,151,2,13,21,2,141,0,411,849,48.41
519464,Kurov,676,49.347157,21.1235015,519464,7,2,0,48,38,2,8,58,1,132,0,296,473,62.58
519472,Lascov,583,49.1607833,21.4830348,519472,0,1,0,17,42,2,2,19,0,99,0,182,434,41.94
519481,Lenartov,1170,49.3085777,21.0115982,519481,1,1,0,19,57,1,4,188,2,102,1,376,759,49.54
519499,Lipová (BJ),70,49.2598494,21.4851856,519499,0,0,0,7,6,0,0,5,0,22,0,40,73,54.79
519502,Livov,62,49.2381961,21.0851252,519502,1,1,0,2,10,0,0,0,0,24,0,38,66,57.58
519511,Livovská Huta,45,49.2375765,21.0235836,519511,0,3,0,4,4,0,0,0,0,18,0,29,45,64.44
519529,Lopúchov,311,49.1313416,21.3695477,519529,1,1,0,19,43,0,6,2,0,74,0,146,246,59.35
519537,Lúčka (SK),520,49.1083638,21.4786029,519537,0,2,3,28,77,0,5,6,0,75,0,196,408,48.04
519545,Lukavica (BJ),374,49.2605545,21.320809,519545,1,0,0,28,34,1,0,3,0,116,0,183,299,61.2
519553,Lukov,652,49.2775081,21.0745441,519553,0,2,0,36,28,2,1,24,0,128,0,221,448,49.33
519561,Lužany pri Topli,248,49.1251245,21.5044713,519561,0,0,0,12,50,0,1,0,0,49,0,112,198,56.57
519570,Malcov,1604,49.2970523,21.0443317,519570,0,5,1,61,156,6,12,8,0,291,0,540,1177,45.88
519588,Marhaň,952,49.1784343,21.4568535,519588,1,0,0,49,87,9,8,19,1,129,0,303,709,42.74
519596,Mičakovce,125,49.0838152,21.5293331,519596,0,0,0,19,5,2,0,0,0,36,0,62,104,59.62
519600,Mikulášová - Никлёва,122,49.3835656,21.3946057,519600,0,0,0,18,8,0,1,1,0,44,0,72,126,57.14
519618,Mokroluh,771,49.3068885,21.2119051,519618,0,2,0,32,185,2,12,12,0,119,0,364,606,60.07
519626,Nemcovce (BJ),261,49.2168881,21.4273713,519626,0,0,0,30,49,1,1,5,0,55,0,141,209,67.46
519634,Nižná Polianka,221,49.4085371,21.4095477,519634,0,1,1,14,34,1,4,3,0,65,0,123,196,62.76
519642,Nižná Voľa,274,49.2208344,21.3660284,519642,0,1,0,15,26,1,3,0,0,72,0,118,219,53.88
519669,Nižný Tvarožec,539,49.3671509,21.1881574,519669,1,0,0,18,39,1,2,34,0,72,0,167,368,45.38
519677,Oľšavce,165,49.202195,21.3729656,519677,0,1,0,14,13,2,1,1,0,44,0,76,140,54.29
519685,Ondavka - Ондавка,15,49.4421916,21.3355175,519685,0,0,0,1,5,0,0,0,0,12,0,18,19,94.74
519693,Ortuťová,192,49.2725163,21.4609498,519693,0,1,0,14,25,0,1,0,1,42,0,84,156,53.85
519707,Osikov,989,49.1680382,21.2505862,519707,1,8,0,61,193,0,14,11,1,176,2,467,788,59.26
519715,Petrová,943,49.3985312,21.1098687,519715,1,0,0,23,16,2,1,12,0,38,0,93,574,16.2
519723,Poliakovce,379,49.253616,21.3999811,519723,0,0,0,25,69,2,1,5,0,56,0,158,299,52.84
519731,Porúbka (BJ),223,49.1980339,21.4250063,519731,0,1,0,15,41,0,2,6,0,38,0,103,174,59.2
519740,Regetovka,46,49.4311521,21.2671344,519740,0,0,1,2,18,1,0,0,0,14,0,36,59,61.02
519758,Rešov,303,49.2313448,21.3309513,519758,0,0,0,23,37,0,10,7,0,58,0,135,253,53.36
519766,Richvald,996,49.2716004,21.1855188,519766,0,2,0,47,108,2,11,3,2,255,0,430,804,53.48
519774,Rokytov,552,49.3145882,21.1891487,519774,0,0,0,26,83,0,1,4,1,81,1,197,442,44.57
519782,Smilno,678,49.3807708,21.3523895,519782,0,4,0,61,120,0,12,4,1,131,0,333,567,58.73
519791,Snakov,675,49.339042,21.0426676,519791,0,0,0,21,31,1,2,6,0,118,0,179,476,37.61
519804,Stebnícka Huta,204,49.4136908,21.2465505,519804,0,0,0,10,14,0,4,2,0,62,0,92,181,50.83
519812,Stebník,305,49.3833769,21.2448292,519812,0,1,0,20,43,0,7,4,0,88,1,164,247,66.4
519821,Stuľany,553,49.1408649,21.4085198,519821,0,3,0,40,66,1,4,13,0,71,0,198,439,45.1
519839,Sveržov,617,49.3393814,21.1637274,519839,0,5,0,22,113,1,6,12,1,112,0,272,477,57.02
519847,Šarišské Čierne,300,49.3417166,21.3843072,519847,0,1,0,33,17,0,3,1,0,69,0,124,250,49.6
519855,Šašová,164,49.2571762,21.4535056,519855,0,1,0,10,23,0,2,0,0,24,0,60,122,49.18
519863,Šiba,633,49.2260641,21.2020116,519863,0,6,0,42,73,2,4,3,0,108,0,238,459,51.85
519871,Tarnov,404,49.3196719,21.1647347,519871,0,1,0,18,81,5,2,7,0,79,0,193,308,62.66
519880,Tročany,284,49.1891068,21.3310166,519880,0,0,0,8,80,1,1,4,0,51,0,145,233,62.23
519901,Varadka,248,49.4195514,21.385495,519901,0,0,0,9,9,0,1,2,0,23,0,44,170,25.88
519910,Vyšná Polianka - Вышня Полянка,109,49.4294647,21.3567131,519910,0,0,0,10,21,0,0,0,0,31,0,62,104,59.62
519928,Vyšná Voľa,393,49.2467623,21.361476,519928,0,1,0,25,65,0,4,1,0,94,0,190,323,58.82
519936,Raslavice,2792,49.141853,21.3220503,519936,2,26,1,109,492,6,33,40,0,352,0,1061,2095,50.64
519944,Vyšný Kručov,151,49.1631349,21.4368265,519944,0,0,0,9,9,0,3,1,0,60,0,82,120,68.33
519952,Vyšný Tvarožec - Вышнїй Тварожець,121,49.3890276,21.1957624,519952,0,0,0,15,14,0,0,2,0,47,0,78,104,75
519961,Zborov,3533,49.3662203,21.3044113,519961,0,10,3,88,269,5,14,51,1,283,0,724,2441,29.66
519979,Zlaté,764,49.3436074,21.2119633,519979,0,1,0,40,135,1,15,7,1,151,0,351,618,56.8
519987,Železník,462,49.0864356,21.5069597,519987,0,4,0,26,57,3,5,3,0,123,0,221,373,59.25
519995,Želmanovce,327,49.1177805,21.4280833,519995,1,0,0,24,45,3,4,2,0,74,0,153,260,58.85
520004,Humenné,31359,48.9388858,21.9065015,520004,8,71,4,1644,3763,54,228,302,26,4959,6,11065,24962,44.33
520012,Adidovce,227,49.0214932,22.0549488,520012,0,1,0,11,23,2,1,2,0,58,0,98,173,56.65
520021,Baškovce (HE),403,49.0312574,21.8427687,520021,0,1,0,21,43,0,3,6,0,122,0,196,315,62.22
520039,Belá nad Cirochou,3369,48.9696116,22.1069148,520039,3,7,0,185,374,5,22,24,0,658,0,1278,2679,47.7
520055,Brekov,1332,48.9044756,21.8412008,520055,0,3,0,73,147,5,16,7,0,204,1,456,1022,44.62
520063,Brestov (HE),595,48.9745682,21.8921922,520063,1,2,1,51,67,0,10,12,0,96,0,240,468,51.28
520071,Brestov nad Laborcom,106,49.1127588,21.9514178,520071,0,0,0,2,8,1,0,10,0,13,0,34,104,32.69
520080,Brezovec - Березовець,39,48.9398845,22.3930039,520080,0,0,0,5,2,0,0,0,0,8,0,15,30,50
520098,Čabalovce - Чабалівцї,322,49.2287319,21.9683319,520098,0,0,0,14,17,3,2,1,0,68,0,105,262,40.08
520101,Čabiny - Грабова Розтока,320,49.1897684,21.9043428,520101,0,0,0,22,19,0,0,2,0,104,0,147,263,55.89
520110,Černina,154,49.0539137,21.8237117,520110,0,0,0,9,19,0,1,0,1,58,0,88,118,74.58
520128,Čertižné - Чертижне,323,49.3615802,21.8227733,520128,0,2,0,12,16,2,2,3,0,130,0,167,277,60.29
520136,Čukalovce - nan,162,49.096789,22.1597444,520136,0,0,0,31,14,0,1,0,0,46,0,92,150,61.33
520152,Dedačov,159,49.0350386,21.9818919,520152,0,0,0,12,6,0,0,2,0,52,0,72,137,52.55
520161,Dlhé nad Cirochou,1893,48.9651277,22.0658884,520161,2,4,0,124,201,4,11,23,1,374,1,745,1515,49.17
520179,Dúbrava (SV),212,48.8803357,22.3531959,520179,0,1,0,5,4,0,0,2,0,55,0,67,180,37.22
520187,Habura - nan,467,49.3371923,21.8686741,520187,0,3,1,41,52,3,5,6,0,108,0,219,405,54.07
520195,Hankovce (HE),503,49.0297605,21.9408691,520195,0,2,0,23,102,2,3,8,0,80,0,220,407,54.05
520209,Hostovice,252,49.1283513,22.1576912,520209,0,0,0,30,15,0,1,1,0,80,0,127,222,57.21
520217,Hrabová Roztoka - nan,57,48.8760194,22.2886053,520217,0,0,0,5,1,1,1,1,0,19,0,28,46,60.87
520225,Hrabovec nad Laborcom,501,49.0916033,21.9215921,520225,0,0,1,33,91,2,4,6,0,103,0,240,421,57.01
520233,Hrubov,478,49.0932552,21.8693784,520233,1,2,0,20,54,1,5,3,0,96,0,182,389,46.79
520241,Hudcovce,395,48.9118777,21.7925726,520241,1,0,1,24,50,0,2,11,1,95,1,186,315,59.05
520250,Rokytov pri Humennom,280,49.1096119,22.0020028,520250,0,2,1,23,23,0,2,5,0,99,0,155,242,64.05
520268,Chlmec,588,48.8834788,21.9410079,520268,0,3,1,41,55,1,2,4,0,143,1,251,479,52.4
520276,Jabloň,392,49.0634955,21.9893282,520276,0,1,0,11,52,2,2,3,1,65,0,137,318,43.08
520284,Jalová - Ялова,64,49.0393606,22.2326323,520284,0,0,0,3,2,0,0,1,0,20,0,26,51,50.98
520292,Jankovce,267,49.0585437,21.803164,520292,0,0,0,38,43,0,2,1,0,55,0,139,223,62.33
520314,Kalinov - Калинів,261,49.3324676,21.9333946,520314,0,0,0,7,31,1,0,1,0,60,0,100,229,43.67
520322,Kalná Roztoka - Кална Розтока,539,48.9856386,22.3196841,520322,0,0,0,33,15,0,0,9,0,124,0,181,411,44.04
520331,Kamenica nad Cirochou,2275,48.9365231,22.006355,520331,1,3,0,103,226,0,14,8,0,512,2,869,1872,46.42
520349,Kamienka (HE),526,48.9077863,21.9976369,520349,0,0,0,26,48,2,5,5,0,113,1,200,447,44.74
520357,Karná,458,48.986972,21.7995829,520357,0,1,0,13,24,0,2,3,0,100,0,143,369,38.75
520365,Klenová - Кленова,508,48.9473485,22.3329205,520365,1,0,0,46,18,0,1,7,0,93,0,166,396,41.92
520373,Kochanovce (HE),737,48.9554464,21.9493129,520373,0,1,1,46,100,2,4,5,0,171,0,330,595,55.46
520381,Kolbasov,68,49.0062129,22.377564,520381,0,0,0,1,7,1,0,0,0,32,0,41,64,64.06
520390,Kolonica - Колоніця,538,48.9505692,22.251488,520390,2,1,0,33,35,0,5,1,0,134,0,211,444,47.52
520403,Koškovce,574,49.0534959,21.9441914,520403,0,0,0,29,97,0,3,6,0,94,0,229,436,52.52
520411,Krásny Brod - Красный Брід,467,49.2396091,21.9053847,520411,0,0,0,17,25,1,7,10,0,69,0,129,327,39.45
520438,Ladomirov - Ладомирів,267,48.9221195,22.2895965,520438,0,1,0,4,19,0,1,2,0,57,0,84,238,35.29
520446,Lieskovec (HE),434,48.9530913,21.8157611,520446,0,2,0,38,57,1,0,5,1,101,0,205,345,59.42
520454,Ľubiša,818,49.0035253,21.9349167,520454,0,3,1,43,131,2,8,14,1,162,0,365,658,55.47
520462,Lukačovce,465,49.024855,21.7881062,520462,0,2,0,17,42,3,2,1,1,91,0,159,371,42.86
520471,Medzilaborce - Меджілабірцї,5965,49.2965271,21.9273813,520471,1,4,3,276,405,18,38,69,2,1080,3,1899,4615,41.15
520489,Michajlov,82,48.9089863,22.3357496,520489,0,0,0,6,7,0,0,0,0,26,0,39,76,51.32
520497,Modra nad Cirochou,984,48.938195,22.0468268,520497,1,2,0,53,95,4,8,5,0,257,0,425,752,56.52
520501,Myslina,583,48.9493918,21.8557853,520501,0,0,0,28,80,0,5,6,1,91,0,211,461,45.77
520519,Ňagov - Няґів,390,49.2581173,21.9446208,520519,0,0,1,26,26,3,2,1,1,72,0,132,290,45.52
520527,Nechválova Polianka - Нехвалёва Полянка,74,49.0772762,22.1050436,520527,0,0,0,11,11,0,0,0,1,29,0,52,108,48.15
520535,Nižná Jablonka,147,49.1311798,22.0818853,520535,0,1,0,14,7,2,0,0,0,22,0,46,117,39.32
520543,Nižné Ladičkovce,328,49.0168955,21.903712,520543,0,0,0,18,38,1,2,1,0,69,0,129,262,49.24
520551,Nová Sedlica,251,49.0604567,22.523287,520551,0,1,0,12,14,1,1,0,0,77,0,106,223,47.53
520560,Ohradzany,631,49.0046083,21.8388331,520560,0,1,0,39,69,1,9,2,0,165,0,286,477,59.96
520578,Oľka - Олька,260,49.1524674,21.8462827,520578,0,0,0,20,32,2,5,0,0,61,0,120,221,54.3
520586,Oľšinkov - Вільшинків,20,49.2048614,22.039851,520586,0,0,0,13,1,1,0,0,0,7,0,22,27,81.48
520594,Osadné - Осадне,150,49.1610824,22.1698024,520594,0,1,0,23,3,0,0,2,0,40,0,69,128,53.91
520616,Palota - Палота,193,49.2671528,22.0038796,520616,0,0,0,5,11,1,1,0,0,28,0,46,129,35.66
520624,Papín,908,49.0987514,22.0613276,520624,2,1,0,71,64,2,5,2,1,215,0,363,734,49.46
520632,Parihuzovce,20,49.1161344,22.2029814,520632,0,0,0,12,2,0,1,1,0,5,0,21,32,65.62
520641,Pčoliné - Пчолине,551,49.0643879,22.1798793,520641,0,0,0,61,37,0,7,1,0,157,0,263,446,58.97
520659,Pichne,559,49.0439881,22.1240828,520659,0,1,0,32,44,0,1,2,0,166,1,247,433,57.04
520667,Porúbka (HE),257,48.8599838,21.9577052,520667,0,0,1,8,30,0,1,2,0,73,1,116,225,51.56
520675,Príslop - Присліп,47,49.0413827,22.3182649,520675,1,0,0,7,1,0,0,0,0,12,0,21,41,51.22
520683,Ptičie,638,48.9039558,21.9556483,520683,0,7,0,32,72,1,8,2,0,133,0,255,518,49.23
520691,Radvaň nad Laborcom,526,49.1265833,21.9124387,520691,1,1,1,48,35,3,2,5,1,105,0,202,426,47.42
520705,Repejov - Репеїв,119,49.2001009,21.8242039,520705,0,1,0,8,13,3,0,2,1,29,0,57,101,56.44
520713,Roškovce - Рошківцї,141,49.2458731,21.8478139,520713,0,0,0,14,8,1,2,1,0,40,0,66,121,54.55
520721,Rovné (HE),464,48.9741494,22.014804,520721,0,3,0,21,53,1,9,4,1,71,0,163,358,45.53
520730,Runina - Рунина,77,49.0749796,22.4106096,520730,0,0,0,27,10,0,0,0,0,11,0,48,71,67.61
520748,Ruská Volová,85,48.9545559,22.3690249,520748,1,0,0,7,11,0,0,0,0,26,0,45,82,54.88
520764,Ruský Potok - Руськый Потік,129,49.0304218,22.4118807,520764,0,0,0,7,6,0,1,1,0,31,0,46,97,47.42
520772,Slovenská Volová,561,48.9797338,21.8477797,520772,0,3,1,25,46,2,0,6,2,82,0,167,407,41.03
520781,Slovenské Krivé,119,49.0727937,22.0171205,520781,0,0,0,6,29,0,1,1,0,30,0,67,118,56.78
520802,Snina,18712,48.9905256,22.1586745,520802,2,39,3,947,1677,20,123,112,5,3517,8,6453,14754,43.74
520811,Stakčínska Roztoka - Стащіньска Ростока,302,49.0115311,22.2936355,520811,0,0,0,25,11,0,2,1,0,99,0,138,243,56.79
520829,Stakčín,2393,49.0757228,22.2778109,520829,1,1,0,130,110,4,6,6,2,567,0,827,1847,44.78
520845,Strihovce - Стриговець,142,48.8976434,22.2653662,520845,0,0,0,8,5,0,0,1,0,40,0,54,103,52.43
520853,Sukov - Суків,153,49.221101,21.8687231,520853,0,0,0,14,8,1,1,1,0,17,0,42,100,42
520861,Svetlice - Светліцї,89,49.1762029,22.0565372,520861,0,0,0,5,12,0,0,2,0,27,0,46,83,55.42
520870,Šmigovec,81,48.8938266,22.315147,520870,0,0,0,6,7,1,0,1,0,17,0,32,75,42.67
520888,Topoľa - Тополя,159,49.0499593,22.3596499,520888,0,2,0,15,3,0,0,1,0,33,0,54,148,36.49
520896,Topoľovka,795,48.9273285,21.8052326,520896,1,4,0,77,106,3,8,11,0,153,0,363,658,55.17
520900,Turcovce,301,49.0566906,21.8540401,520900,0,0,1,23,13,0,3,0,0,85,1,126,238,52.94
520918,Ubľa,792,48.9062269,22.3908208,520918,1,0,0,58,34,0,0,11,0,190,1,295,613,48.12
520926,Udavské,1231,48.9748647,21.9666165,520926,0,1,1,84,113,1,9,9,0,298,2,518,991,52.27
520934,Ulič,825,48.9653593,22.4178557,520934,0,0,0,33,30,1,6,2,0,154,0,226,648,34.88
520942,Uličské Krivé - Уліцьке Криве,245,48.998443,22.4448257,520942,0,0,0,11,10,1,1,0,0,69,0,92,186,49.46
520951,Valentovce,42,49.1817763,21.9568131,520951,0,0,0,9,1,2,0,1,0,16,0,29,43,67.44
520977,Veľopolie,362,48.9955567,21.9548416,520977,0,0,0,35,48,1,7,7,0,71,0,169,295,57.29
520985,Víťazovce,300,49.0124554,21.8046988,520985,1,1,0,17,48,1,1,2,1,63,0,135,270,50
520993,Volica - Воліця,264,49.1561608,21.9218435,520993,1,2,0,13,26,0,0,3,0,64,0,109,228,47.81
521001,Výrava - Вырава,189,49.2054992,22.0054456,521001,1,0,0,8,15,1,0,9,0,46,0,80,166,48.19
521019,Vyšná Jablonka - Вышня Яблінка,51,49.1708486,22.1129041,521019,0,0,0,16,5,0,1,2,0,26,0,50,66,75.76
521027,Vyšné Ladičkovce,185,49.0524948,21.8939878,521027,0,0,0,15,19,0,1,3,0,45,0,83,156,53.21
521035,Vyšný Hrušov,486,48.9973833,22.0151604,521035,0,4,0,35,26,1,1,0,0,65,0,132,378,34.92
521043,Závadka (HE),538,48.9279395,21.8421453,521043,0,0,0,38,43,0,8,7,0,153,0,249,455,54.73
521051,Zboj - Збой,285,49.0442661,22.4751186,521051,1,0,0,20,11,2,0,4,0,104,0,142,253,56.13
521060,Zbojné - Збійне,162,49.1484426,21.9976473,521060,0,0,0,19,5,1,0,0,0,59,0,84,140,60
521078,Zbudská Belá - Збудьска Біла,116,49.1644624,21.9578937,521078,0,0,0,18,8,1,0,1,0,29,0,57,96,59.38
521086,Zbudské Dlhé,769,49.0789584,21.9538119,521086,3,0,1,8,46,0,0,15,0,44,0,117,512,22.85
521108,Zemplínske Hámre,1270,48.9511086,22.1652322,521108,0,2,1,66,96,6,5,8,1,317,1,503,1019,49.36
521116,Zubné,354,49.0512096,22.0565488,521116,0,0,0,14,19,0,0,8,0,97,0,138,280,49.29
521141,Bačkovík,579,48.7843314,21.433555,521141,0,2,0,14,55,0,1,8,0,54,0,134,415,32.29
521159,Baška,713,48.709804,21.1779602,521159,0,2,0,64,222,0,10,10,1,81,1,391,590,66.27
521167,Belža,411,48.5849983,21.2717182,521167,2,1,0,27,94,0,2,6,0,73,1,206,361,57.06
521175,Beniakovce,785,48.7650496,21.3120809,521175,0,4,0,27,185,1,1,3,1,103,0,325,631,51.51
521183,Bidovce,1629,48.7440727,21.4354146,521183,1,2,0,57,236,1,10,15,0,233,0,555,1228,45.2
521191,Blažice,651,48.6716666,21.4188773,521191,0,1,0,16,74,1,3,4,0,80,0,179,468,38.25
521205,Bohdanovce,1127,48.655313,21.4036319,521205,0,6,0,47,240,5,7,8,2,194,2,511,938,54.48
521213,Boliarov,980,48.8084865,21.4316258,521213,0,2,0,10,45,1,1,20,0,64,0,143,596,23.99
521221,Budimír,1288,48.7994475,21.29543,521221,0,6,0,78,353,1,16,21,3,190,1,669,1034,64.7
521248,Bukovec (KS),851,48.7119722,21.1421899,521248,2,3,0,52,226,3,5,22,1,101,0,415,728,57.01
521256,Bunetice,89,48.8644459,21.3940492,521256,0,0,1,5,17,1,0,0,0,20,0,44,72,61.11
521264,Buzica - Buzita,1212,48.5260477,21.091417,521264,1,2,126,20,74,0,1,15,1,71,0,311,949,32.77
521272,Cestice - Szeszta,831,48.5851643,21.0968249,521272,0,0,78,48,100,3,1,10,0,96,0,336,714,47.06
521281,Čakanovce (KS),688,48.7721272,21.4351829,521281,0,0,0,33,77,1,5,1,0,67,0,184,529,34.78
521299,Čaňa,5864,48.607581,21.3162458,521299,3,6,1,320,859,10,40,48,2,757,0,2046,4610,44.38
521302,Čečejovce,2113,48.594474,21.0619438,521302,0,3,94,87,314,4,8,28,4,239,1,782,1683,46.46
521311,Čižatice,414,48.7914397,21.3872866,521311,0,0,0,29,87,0,5,4,1,67,0,193,349,55.3
521329,Debraď - Debrőd,409,48.6532372,20.9768726,521329,0,0,71,9,33,0,1,5,0,33,0,152,342,44.44
521337,Drienovec,2366,48.6178633,20.9417114,521337,0,1,95,48,118,1,2,19,1,129,0,414,1692,24.47
521345,Družstevná pri Hornáde,2764,48.8073449,21.2535707,521345,1,11,0,137,343,6,18,36,3,329,1,885,2120,41.75
521353,Ďurďošík,667,48.7388929,21.4053202,521353,0,2,1,47,176,0,6,4,0,129,1,366,581,62.99
521361,Ďurkov,1926,48.7099022,21.443212,521361,1,3,2,66,172,1,8,14,0,197,0,464,1404,33.05
521370,Geča,1822,48.6236965,21.3094911,521370,1,6,1,110,385,1,16,21,1,310,0,852,1528,55.76
521388,Gyňov,669,48.5860334,21.3076352,521388,0,2,1,42,113,2,8,5,1,106,0,280,545,51.38
521396,Hačava,203,48.6730185,20.8253541,521396,2,3,0,4,15,0,1,6,1,24,1,57,167,34.13
521400,Haniska (KS),1494,48.6219457,21.2529217,521400,0,4,2,60,336,1,14,18,2,225,2,664,1212,54.79
521418,Herľany,286,48.799165,21.4896762,521418,0,0,0,15,58,1,5,1,1,62,0,143,229,62.45
521426,Hodkovce,339,48.6797703,21.0941781,521426,0,6,0,14,85,0,3,6,0,63,1,178,300,59.33
521442,Hrašovík,383,48.7442651,21.323722,521442,0,0,0,43,103,2,3,8,0,57,0,216,319,67.71
521469,Hýľov,512,48.7327537,21.0808644,521469,0,0,1,29,137,3,10,3,0,75,1,259,432,59.95
521477,Chrastné,632,48.7962405,21.3587728,521477,0,1,2,41,109,1,6,7,0,101,0,268,529,50.66
521485,Janík - Jánok,614,48.5451741,20.9738246,521485,0,2,37,27,76,0,0,13,0,79,0,234,500,46.8
521493,Jasov,3535,48.7000096,20.9519583,521493,0,4,45,73,191,1,3,34,0,232,1,584,2499,23.37
521507,Kalša,724,48.6128479,21.5210476,521507,1,1,0,28,116,1,5,5,0,117,0,274,579,47.32
