okres_code,okres,previous_turnout,last_voters,estimated_voted,previous,last,2024-1,2024-1-turnout,2019-1-turnout,2019-2-turnout,2019-1-turnout-overall,2019-2-turnout-overall,,2019-2-turnout-averaged-hypothetical,2019-2-turnout-vs-hypothetical,2024-2-turnout-overall-estimate,,,2024-2-turnout-estimate
511,Žilina,61.8307645813145,129322,79960.7813718475,,,129322,59.3077743926014,55.2683911768067,46.3976263843549,,,,47.3874859925883,0.979111371124684,,,,61.8307645813145
601,Banská Bystrica,62.8810252136673,88271,55505.7097663562,,,88271,58.9616068697534,54.9457876098457,47.1857276581686,,,,47.110883549763,1.0015886797862,,,,62.8810252136673
602,Banská Štiavnica,56.0145990519306,12902,7227.00356968009,,,12902,54.6116881103705,50.9005600121084,42.0401388260148,,,,43.6424785167421,0.963284860411569,,,,56.0145990519306
603,Brezno,50.6108177358406,47914,24249.6672099506,,,47914,49.1443002045331,45.5817865080795,37.7996250947234,,,,39.0821267577481,0.967184445437825,,,,50.6108177358406
604,Detva,55.2746385253333,25480,14083.9778962549,,,25480,55.2276295133438,47.8934771872507,38.5986244632747,,,,41.0641857130736,0.939958355267862,,,,55.2746385253333
605,Krupina,50.2013182865019,17607,8838.94611070438,,,17607,53.0016470721872,52.4837407490469,40.0291610587708,,,,44.9999082048147,0.889538726980956,,,,50.2013182865019
606,Lučenec,40.5895497695913,55864,22674.9460832845,,,55864,39.2077187455248,36.7645269506875,30.6476791785194,,,,31.5221498003535,0.972258534796244,,,,40.5895497695913
607,Poltár,46.9368592111307,16718,7846.90412291683,,,16718,48.3072137815528,45.3756893382353,35.5018694276675,,,,38.9054176742891,0.912517370328327,,,,46.9368592111307
608,Revúca,33.7703045912032,29822,10070.9802351886,,,29822,34.3840118033666,34.1279921836834,26.9907603904796,,,,29.2615673647134,0.922396263127991,,,,33.7703045912032
609,Rimavská Sobota,34.5101140494147,62112,21434.9220383725,,,62112,35.3313369397218,33.3426717093897,26.2248293044452,,,,28.5882283696224,0.917329642305202,,,,34.5101140494147
610,Veľký Krtíš,42.0628857689314,33534,14105.3681137534,,,33534,42.6731078904992,39.6508161816891,31.4718934911243,,,,33.9968733736723,0.925729055881255,,,,42.0628857689314
611,Zvolen,58.7364168586269,53914,31667.1517851601,,,53914,55.505063619839,52.3175950231939,44.5808728215469,,,,44.8574537550118,0.99383422574595,,,,58.7364168586269
612,Žarnovica,53.6425268763407,20531,11013.3471929815,,,20531,54.4883347133603,50.239346724235,39.8268195647086,,,,43.0755498482926,0.924580642730606,,,,53.6425268763407
613,Žiar nad Hronom,54.3949296874623,36276,19732.3046934238,,,36276,53.8620575587165,50.8055797273422,41.3154837346853,,,,43.5610417892005,0.948450313346915,,,,54.3949296874623
701,Bardejov,51.9318449328436,59018,30649.1362424656,,,59018,50.6608153444712,47.3743949257219,39.1049021248118,,,,40.6191211314304,0.962721522168854,,,,51.9318449328436
702,Humenné,49.4185858221486,48152,23796.037445081,,,48152,47.7820235919588,44.2962519936204,36.8908538049132,,,,37.9799009194378,0.971325698904938,,,,49.4185858221486
703,Kežmarok,35.9939125614104,53494,19254.5835856009,,,53494,40.5914682020414,42.6935244120898,30.4847231794165,,,,36.6057116368739,0.832785972905618,,,,35.9939125614104
704,Levoča,45.0721141922812,25643,11557.8422423267,,,25643,46.125648325079,44.9350346222672,35.3570870448508,,,,38.5275973915582,0.917708070023538,,,,45.0721141922812
705,Medzilaborce,48.5023678156651,8792,4264.32817835328,,,8792,45.0636942675159,40.7339449541284,35.3035656922583,,,,34.9255551832792,1.0108233214045,,,,48.5023678156651
706,Poprad,51.2590093562519,82437,42256.3895430133,,,82437,51.0050098863375,50.4128402219239,40.7966487306345,,,,43.2243043265121,0.943835866563882,,,,51.2590093562519
707,Prešov,54.6181443772159,134277,73339.6057253943,,,134277,53.0463147076566,50.6338480857489,41.9805968242517,,,,43.4137979381093,0.966987428377017,,,,54.6181443772159
708,Sabinov,46.0450139392642,44258,20378.6022692395,,,44258,46.7757241628632,45.1204722787909,35.7652838678574,,,,38.6865928709617,0.924487819001062,,,,46.0450139392642
709,Snina,48.2338703401476,27944,13478.4727278508,,,27944,45.7414829659319,37.7389182594551,32.0447781385281,,,,32.357599385774,0.990332371585531,,,,48.2338703401476
710,Stará Ľubovňa,44.8516554706824,39597,17759.9100167261,,,39597,45.4074803646741,44.0818681180867,35.0620266223799,,,,37.7960867594347,0.92766287805252,,,,44.8516554706824
711,Stropkov,52.8031097086054,15572,8222.50024382403,,,15572,49.2743385563833,45.4494764884456,39.218730592473,,,,38.9686832673808,1.00641662237794,,,,52.8031097086054
712,Svidník,50.3967047184359,25047,12622.8626308266,,,25047,49.1196550485088,44.9455194074993,37.1329272102468,,,,38.536587116114,0.963575915489406,,,,50.3967047184359
713,Vranov nad Topľou,44.4527346838307,60518,26901.9059759607,,,60518,44.5338576952312,40.3835697691661,32.4592756081893,,,,34.6251411705674,0.937448181028094,,,,44.4527346838307
801,Gelnica,40.3716155777162,23397,9445.74689671825,,,23397,41.4412104115912,38.3065021952749,30.0498387569628,,,,32.8442496253701,0.914919326814249,,,,40.3716155777162
802,Košice I,56.4023614160345,52387,29547.505075018,,,52387,51.6597629182813,50.2438577191052,44.1726857924002,,,,43.0794176052813,1.02537797045299,,,,56.4023614160345
803,Košice II,52.7774945169339,63122,33314.210088979,,,63122,48.6993441272457,45.9791094682271,40.1247337058878,,,,39.4227941049899,1.01780542492824,,,,52.7774945169339
804,Košice III,53.3205586267891,23127,12331.4455936175,,,23127,49.0681886971938,45.3961902380059,39.7228153917012,,,,38.9229952820326,1.02054878109645,,,,53.3205586267891
805,Košice IV,56.5093014391712,46711,26396.0597952513,,,46711,51.7437006272612,49.1187578682333,43.1952288628509,,,,42.1147495140228,1.02565560430244,,,,56.5093014391712
806,Košice - okolie,44.1886853803597,100728,44510.3790099287,,,100728,43.9927329044556,42.1070064485411,34.0573189777323,,,,36.1028272360388,0.943342158636689,,,,44.1886853803597
807,Michalovce,41.3921214430857,84777,35090.9987958047,,,84777,40.3812354766033,37.5700675878296,31.0103030443984,,,,32.2128256974846,0.962669445258259,,,,41.3921214430857
808,Rožňava,38.3627858364929,46513,17843.682576128,,,46513,38.0882763958463,37.3949404139661,30.3289666429498,,,,32.0626704944531,0.945927652788522,,,,38.3627858364929
809,Sobrance,49.133540979453,17425,8561.51951566969,,,17425,47.8393113342898,42.7510746385307,35.3562447611065,,,,36.6550555835904,0.964566666130895,,,,49.133540979453
810,Spišská Nová Ves,43.4334329863679,73304,31838.4437163271,,,73304,43.6347266179199,43.1812000217592,34.6108731825745,,,,37.0238479464366,0.934826472727714,,,,43.4334329863679
811,Trebišov,36.5457972468057,80145,29289.6292034524,,,80145,36.1469835922391,33.1904447863999,27.0211856645705,,,,28.4577079939198,0.949520800141168,,,,36.5457972468057
